,x,ref_sensor,s57,s20,s05,s34,s22,s06,s31,s36,s35
34624,0.0,40,,-47.0,-68.0,,-74.0,-77.0,,-61.0,
34625,0.0,40,-49.0,-44.0,-66.0,,-71.0,-55.0,,-69.0,
34626,0.0,40,-53.0,,,,,,-61.0,,
34627,0.0,40,,,,,,,,,-78.0
34628,0.0,40,,-51.0,,,,,-60.0,,-71.0
34629,0.0,40,-61.0,-48.0,-80.0,,-65.0,-52.0,-68.0,-66.0,-76.0
34630,0.0,40,,-52.0,-60.0,-72.0,-72.0,,-62.0,-59.0,
34631,0.0,40,-64.0,-57.0,,,-68.0,,-51.0,,-73.0
34632,0.0,40,-57.0,-58.0,-56.0,,-74.0,-63.0,-67.0,-56.0,
34633,0.0,40,-53.0,-43.0,-65.0,,,-63.0,,-67.0,-76.0
34634,0.0,40,,,-57.0,,,-62.0,-59.0,-68.0,-71.0
34635,0.0,40,-49.0,-42.0,-65.0,-79.0,-68.0,-61.0,-65.0,-71.0,-84.0
34636,0.0,40,-69.0,-50.0,,,-64.0,-55.0,-64.0,,-74.0
34637,0.0,40,-64.0,-47.0,-55.0,-69.0,-75.0,-62.0,-61.0,,-80.0
34638,0.0,40,-49.0,-43.0,-71.0,-77.0,-64.0,-59.0,-66.0,,
34639,0.0,40,,-54.0,-58.0,,-70.0,-69.0,-60.0,,-79.0
34640,0.0,40,-61.0,,,,,,-68.0,,
34641,0.0,40,-53.0,-42.0,-75.0,,-67.0,-56.0,-69.0,-73.0,-73.0
34642,0.0,40,-50.0,-46.0,-67.0,,-71.0,-64.0,-61.0,,-79.0
34643,0.0,40,-54.0,-40.0,,,-68.0,-60.0,-66.0,-70.0,-79.0
34644,0.0,40,-63.0,-58.0,-64.0,-80.0,-73.0,,-59.0,-53.0,-85.0
34645,0.0,40,-60.0,-54.0,-69.0,,-72.0,-65.0,-71.0,-66.0,-77.0
34646,0.0,40,-66.0,,-72.0,,-65.0,,-63.0,-68.0,-75.0
34647,0.0,40,-63.0,-49.0,-74.0,,-67.0,-53.0,-69.0,-70.0,-85.0
34648,0.0,40,-60.0,-46.0,,,-70.0,-67.0,-63.0,,-85.0
34649,0.0,40,,-51.0,-70.0,-76.0,,-69.0,-59.0,-52.0,-76.0
34650,0.0,40,-59.0,-37.0,-62.0,,-74.0,,-59.0,-64.0,-77.0
34651,0.0,40,,-63.0,-61.0,-76.0,-73.0,,-58.0,-63.0,-76.0
34652,0.0,40,,-52.0,,-80.0,-66.0,-62.0,-60.0,,-80.0
34653,0.0,40,-60.0,-56.0,-61.0,,-82.0,-64.0,-58.0,-62.0,-72.0
34654,0.0,40,,-47.0,,,,,-75.0,-65.0,-79.0
34655,0.0,40,,-50.0,-62.0,,-74.0,-68.0,-61.0,-67.0,
34656,0.0,40,-54.0,-42.0,-68.0,,-71.0,-65.0,-61.0,-71.0,-74.0
34657,0.0,40,-56.0,,-69.0,,-67.0,-66.0,,-72.0,-83.0
34658,0.0,40,,-56.0,,,,-64.0,-65.0,-69.0,
34659,0.0,40,-54.0,,-63.0,,-69.0,-60.0,-64.0,-57.0,-70.0
34660,0.0,40,-70.0,-45.0,-69.0,,,-56.0,-61.0,-71.0,-77.0
34661,0.0,40,-56.0,-42.0,-62.0,-84.0,-70.0,-62.0,-60.0,-69.0,-77.0
34662,0.0,40,-64.0,-51.0,-74.0,,-67.0,-69.0,-71.0,-71.0,-82.0
34663,0.0,40,,-49.0,-60.0,,-75.0,-60.0,-65.0,,-67.0
34664,0.0,40,-61.0,,,,-65.0,-56.0,-65.0,-77.0,
34665,0.0,40,-61.0,,,-73.0,-77.0,,-59.0,,
34666,0.0,40,,-54.0,-67.0,,-77.0,-65.0,-68.0,-72.0,-82.0
34667,0.0,40,-62.0,,,,-64.0,,-66.0,-72.0,
34668,0.0,40,,-54.0,-67.0,-78.0,-64.0,-64.0,-63.0,-70.0,-85.0
34669,0.0,40,,-47.0,,-79.0,-62.0,,,-70.0,
34670,0.0,40,,-54.0,-68.0,-78.0,-71.0,-64.0,-59.0,-73.0,-78.0
34671,0.0,40,-55.0,-50.0,-59.0,,-74.0,-69.0,-60.0,-52.0,-76.0
34672,0.0,40,-66.0,,-79.0,,-66.0,-68.0,-70.0,-70.0,-83.0
34673,0.0,40,-60.0,-50.0,-73.0,-81.0,,-65.0,-67.0,-66.0,-83.0
34674,0.0,40,-58.0,-52.0,-59.0,-77.0,-76.0,,-65.0,-68.0,-81.0
34675,0.0,40,,-45.0,-53.0,-81.0,-75.0,,,-66.0,-71.0
34676,0.0,40,,-53.0,,,-73.0,,,,
34677,0.0,40,-56.0,-46.0,,,,-56.0,-62.0,-67.0,-84.0
34678,0.0,40,-65.0,-48.0,-72.0,-82.0,-73.0,-59.0,-66.0,-66.0,-82.0
34679,0.0,40,-61.0,-55.0,-57.0,-69.0,-77.0,-62.0,-62.0,-59.0,-68.0
34680,0.0,40,-60.0,-53.0,-72.0,,-75.0,-66.0,-64.0,,
34681,0.0,40,-61.0,-66.0,-62.0,-73.0,-74.0,-68.0,-67.0,,-73.0
34682,0.0,40,,-50.0,-56.0,,-71.0,-64.0,-61.0,-61.0,-82.0
34683,0.0,40,,,,,-65.0,-63.0,,-71.0,
34684,0.0,40,,-46.0,-78.0,,-65.0,-53.0,-71.0,,
34685,0.0,40,-53.0,-40.0,-68.0,-76.0,-65.0,-61.0,-70.0,-66.0,
34686,0.0,40,,-56.0,-56.0,-67.0,,,-68.0,-69.0,
34687,0.0,40,-57.0,-49.0,-55.0,-80.0,-77.0,-67.0,-65.0,-62.0,-74.0
34688,0.0,40,-66.0,-53.0,-57.0,-71.0,,-69.0,-59.0,-64.0,
34689,0.0,40,,-42.0,,,-70.0,-70.0,-74.0,-72.0,
34690,0.0,40,-63.0,-53.0,-62.0,-76.0,-69.0,,,-69.0,-74.0
34691,0.0,40,-70.0,,-75.0,-83.0,-77.0,-66.0,-64.0,-67.0,
34692,0.0,40,,,-57.0,-71.0,,-68.0,-62.0,,-74.0
34693,0.0,40,-62.0,-47.0,-54.0,-74.0,-74.0,,-63.0,-64.0,-69.0
34694,0.0,40,-56.0,-39.0,-64.0,,-79.0,,-62.0,-70.0,-77.0
34695,0.0,40,,-53.0,-58.0,-74.0,-75.0,-62.0,-61.0,-68.0,-69.0
34696,0.0,40,,,-72.0,,,-54.0,,,-84.0
34697,0.0,40,-49.0,-43.0,-65.0,,-73.0,-58.0,-62.0,-73.0,-77.0
34698,0.0,40,,-51.0,-64.0,-78.0,-69.0,-63.0,-69.0,,-85.0
34699,0.0,40,-58.0,,-59.0,-70.0,-79.0,-71.0,-65.0,-62.0,-75.0
34700,0.0,40,-61.0,,-58.0,-71.0,-75.0,-57.0,-70.0,-60.0,-87.0
34701,0.0,40,-64.0,,-65.0,,-76.0,-68.0,-71.0,-73.0,
34702,0.0,40,,-48.0,,,-74.0,-71.0,-63.0,-62.0,-75.0
34703,0.0,40,,-47.0,-56.0,-72.0,-75.0,-65.0,-62.0,,-83.0
34704,0.0,40,-55.0,-54.0,-63.0,,-72.0,-66.0,-71.0,-67.0,-80.0
34705,0.0,40,-51.0,-43.0,,-78.0,-66.0,,-65.0,-67.0,-78.0
34706,0.0,40,,-54.0,-54.0,,-76.0,-67.0,-60.0,,-73.0
34707,0.0,40,,,-66.0,,-70.0,,,,-74.0
34708,0.0,40,-66.0,-52.0,-77.0,,-63.0,,-64.0,-68.0,-85.0
34709,0.0,40,-58.0,-61.0,-55.0,-73.0,,-62.0,,,-71.0
34710,0.0,40,,-51.0,-76.0,,,,-60.0,-67.0,-81.0
34711,0.0,40,-53.0,-46.0,-62.0,,,-63.0,-66.0,-67.0,-81.0
34712,0.0,40,-61.0,-52.0,-63.0,-72.0,-73.0,,,,
34713,0.0,40,,-43.0,-63.0,-76.0,-62.0,-57.0,-69.0,-65.0,-80.0
34714,0.0,40,-63.0,-55.0,-53.0,,-75.0,,-62.0,-66.0,-73.0
34715,0.0,40,-61.0,-54.0,,,-75.0,-65.0,-62.0,,-78.0
34716,0.0,40,-66.0,-57.0,-56.0,-75.0,-69.0,-71.0,-72.0,-68.0,-78.0
34717,0.0,40,,-57.0,-59.0,-75.0,,-65.0,-71.0,-57.0,-73.0
34718,0.0,40,-51.0,-50.0,-70.0,-81.0,-62.0,-62.0,-73.0,,-78.0
34719,0.0,40,-69.0,-47.0,,,-73.0,-61.0,,,
34720,0.0,40,-52.0,-40.0,,,,-54.0,,-66.0,
34721,0.0,40,,-55.0,-54.0,,-72.0,,-55.0,-63.0,-77.0
34722,0.0,40,-62.0,-49.0,-64.0,-72.0,-72.0,-63.0,-67.0,,-75.0
34723,0.0,40,-56.0,-57.0,-61.0,,,,-62.0,,
34724,0.0,40,-62.0,-51.0,,,-67.0,-59.0,-69.0,-74.0,-79.0
34725,0.0,40,-61.0,-49.0,-74.0,,-66.0,-56.0,-68.0,-69.0,-82.0
34726,0.0,40,,-52.0,-56.0,-74.0,-74.0,-56.0,-72.0,-61.0,
34727,0.0,40,-58.0,,,,-63.0,-59.0,-74.0,,
34728,0.0,40,,,-66.0,-81.0,,,-64.0,-67.0,
34729,0.0,40,-59.0,-52.0,-71.0,,-65.0,-65.0,-70.0,,-83.0
34730,0.0,40,,-55.0,-62.0,,,,-64.0,-69.0,
34731,0.0,40,,-52.0,-66.0,,-75.0,,-64.0,-68.0,-85.0
34732,0.0,40,,-49.0,-66.0,,,,-66.0,,-78.0
34733,0.0,40,-51.0,-45.0,-71.0,,-63.0,-64.0,-66.0,-67.0,
34734,0.0,40,-63.0,,,,-72.0,,,,
34735,0.0,40,,-48.0,-65.0,,-67.0,-53.0,,-64.0,
34736,0.0,40,-62.0,,-58.0,-71.0,-78.0,-65.0,-61.0,-61.0,-76.0
34737,0.0,40,-53.0,-60.0,,-74.0,-67.0,-61.0,-62.0,,
34738,0.0,40,-57.0,-40.0,-68.0,,,-57.0,-67.0,-72.0,-78.0
34739,0.0,40,-50.0,-47.0,-66.0,-78.0,-63.0,,-71.0,-66.0,-77.0
34740,0.0,40,-72.0,,,,-66.0,,-60.0,-70.0,
34741,0.0,40,-62.0,-51.0,-71.0,,-65.0,-52.0,-69.0,-75.0,-83.0
34742,0.0,40,-53.0,-42.0,-70.0,,-63.0,-60.0,-70.0,,-75.0
34743,0.0,40,,,-70.0,,-65.0,-53.0,-69.0,,
34744,0.0,40,-60.0,-57.0,-56.0,,-74.0,-65.0,-59.0,-71.0,-77.0
34745,0.0,40,,-43.0,-72.0,,-65.0,,-67.0,,-79.0
34746,0.0,40,-59.0,,-73.0,,-71.0,-69.0,-63.0,-64.0,-85.0
34747,0.0,40,-66.0,-56.0,,,-72.0,-68.0,-62.0,-52.0,-78.0
34748,0.0,40,-70.0,-44.0,-71.0,-82.0,,,-67.0,-70.0,-75.0
34749,0.0,40,-57.0,-43.0,-69.0,,-66.0,,,,
34750,0.0,40,-58.0,-50.0,-73.0,,-71.0,-67.0,-65.0,-68.0,-76.0
34751,0.0,40,,-57.0,-54.0,,,-57.0,-63.0,-69.0,-72.0
34752,0.0,40,-62.0,-50.0,-60.0,-70.0,-75.0,-60.0,-66.0,-60.0,-78.0
34753,0.0,40,-58.0,-52.0,-71.0,,-71.0,-58.0,-66.0,-68.0,
34754,0.0,40,-54.0,-50.0,-62.0,,-76.0,-61.0,,-61.0,
34755,0.0,40,,,,,-66.0,,,-64.0,
34756,0.0,40,-52.0,-49.0,-68.0,,-64.0,-57.0,-69.0,-66.0,-84.0
34757,0.0,40,-58.0,-46.0,-58.0,-69.0,,,,-69.0,
34758,0.0,40,-64.0,-55.0,-65.0,,-78.0,,-54.0,-55.0,
34759,0.0,40,-58.0,,-69.0,,-67.0,-66.0,-68.0,-73.0,-81.0
34760,0.0,40,-59.0,-48.0,-75.0,,,,,,
34761,0.0,40,,-52.0,,,-72.0,-60.0,-58.0,-60.0,-79.0
34762,0.0,40,-64.0,-48.0,,,-63.0,,-64.0,,-84.0
34763,0.0,40,-66.0,,,-68.0,-73.0,-61.0,,,
34764,0.0,40,-61.0,-50.0,-75.0,,-65.0,-53.0,-70.0,-76.0,-82.0
34765,0.0,40,-66.0,-53.0,-68.0,-78.0,-64.0,-61.0,-64.0,,-81.0
34766,0.0,40,-67.0,-53.0,-56.0,-74.0,-74.0,-73.0,-60.0,-60.0,-77.0
34767,0.0,40,,-56.0,-69.0,,,-64.0,-64.0,,-75.0
34768,0.0,40,-50.0,-48.0,-65.0,,-63.0,-59.0,-72.0,-71.0,-76.0
34769,0.0,40,-54.0,,-60.0,,-77.0,,-66.0,-52.0,-74.0
34770,0.0,40,-63.0,-56.0,-63.0,,-75.0,-74.0,-56.0,-58.0,-83.0
34771,0.0,40,-61.0,-50.0,-67.0,,-73.0,,-64.0,-69.0,-76.0
34772,0.0,40,-54.0,,-63.0,,-66.0,-56.0,-69.0,-68.0,-75.0
34773,0.0,40,-60.0,-47.0,,,-72.0,-62.0,,-65.0,
34774,0.0,40,-58.0,-57.0,-57.0,-71.0,-72.0,-57.0,,-56.0,
34775,0.0,40,-55.0,,,,-66.0,,-62.0,,
34776,0.0,40,-56.0,-49.0,-63.0,,-76.0,-68.0,,-71.0,-81.0
34777,0.0,40,,-51.0,-55.0,,-78.0,-70.0,-64.0,-65.0,-76.0
34778,0.0,40,-64.0,-63.0,-60.0,-78.0,,-61.0,-54.0,,-73.0
34779,0.0,40,-50.0,-44.0,,,-72.0,-55.0,-59.0,-64.0,-77.0
34780,0.0,40,-57.0,,,,-65.0,,-61.0,-67.0,-81.0
34781,0.0,40,-62.0,-44.0,,,,-66.0,-63.0,-78.0,
34782,0.0,40,,,-62.0,,,-67.0,,,
34783,0.0,40,-65.0,-56.0,-66.0,-70.0,,-62.0,-66.0,,-79.0
34784,0.0,40,,,-60.0,-74.0,-69.0,,-67.0,-55.0,-70.0
34785,0.0,40,-68.0,-63.0,-63.0,-76.0,,-66.0,-53.0,-63.0,-75.0
34786,0.0,40,-61.0,-42.0,-69.0,,-64.0,-56.0,-63.0,-74.0,-74.0
34787,0.0,40,,-44.0,-64.0,,,-62.0,-68.0,-67.0,-82.0
34788,0.0,40,-60.0,,-67.0,,-67.0,,-66.0,-72.0,
34789,0.0,40,-55.0,,-65.0,-79.0,-77.0,,-69.0,,
34790,0.0,40,,-48.0,-73.0,,-64.0,-68.0,,-69.0,-79.0
34791,0.0,40,,,-55.0,,-76.0,,-67.0,-58.0,-74.0
34792,0.0,40,-64.0,-50.0,-59.0,-68.0,-80.0,,-64.0,,-78.0
34793,0.0,40,-67.0,-55.0,-60.0,-67.0,-75.0,,-66.0,,-71.0
34794,0.0,40,-56.0,-57.0,-57.0,,-77.0,-69.0,-64.0,,-72.0
34795,0.0,40,-72.0,-51.0,-74.0,,-63.0,-76.0,-75.0,-67.0,-78.0
34796,0.0,40,-60.0,-58.0,-60.0,-73.0,-70.0,-62.0,-62.0,-65.0,-71.0
34797,0.0,40,-67.0,-57.0,-62.0,,,-69.0,-51.0,-68.0,-73.0
34798,0.0,40,,-58.0,,-80.0,-63.0,,-67.0,,
34799,0.0,40,-57.0,,-67.0,,-76.0,,-59.0,,-79.0
34800,0.0,40,-64.0,,-54.0,-70.0,-75.0,,,,
34801,0.0,40,-57.0,,-54.0,,-73.0,,-64.0,-60.0,-76.0
34802,0.0,40,-58.0,,-65.0,,-72.0,,-58.0,-52.0,-78.0
34803,0.0,40,-56.0,-49.0,-62.0,,-74.0,-70.0,-66.0,-71.0,-77.0
34804,0.0,40,-60.0,-51.0,-75.0,,-66.0,-67.0,-70.0,-71.0,-84.0
34805,0.0,40,-65.0,-61.0,-66.0,-69.0,-81.0,-71.0,-66.0,,-70.0
34806,0.0,40,-63.0,-48.0,,-72.0,,,-65.0,,-78.0
34807,0.0,40,-53.0,,,,-71.0,,-68.0,-69.0,
34808,0.0,40,,-60.0,-61.0,,-75.0,-68.0,-58.0,-52.0,-77.0
34809,0.0,40,-66.0,-47.0,-69.0,-79.0,-76.0,-59.0,-67.0,-69.0,-76.0
34810,0.0,40,,-70.0,-61.0,-73.0,-75.0,-64.0,-59.0,,-69.0
34811,0.0,40,,-52.0,,,,-54.0,-66.0,,-75.0
34812,0.0,40,-58.0,-53.0,,,-78.0,,-67.0,,
34813,0.0,40,-59.0,-54.0,-55.0,-74.0,,-59.0,-68.0,-62.0,
34814,0.0,40,-60.0,,,,-76.0,-66.0,-62.0,-61.0,-68.0
34815,0.0,40,-65.0,,,,-75.0,,-67.0,-64.0,
34816,0.0,40,-65.0,,-65.0,-72.0,-74.0,-71.0,-64.0,-59.0,
34817,0.0,40,-70.0,-52.0,,-76.0,,-64.0,-57.0,-62.0,-77.0
34818,0.0,40,,-48.0,-56.0,-83.0,,,-69.0,-70.0,-75.0
34819,0.0,40,-53.0,-59.0,,-73.0,,-64.0,,,
34820,0.0,40,-72.0,-47.0,-57.0,-73.0,-74.0,-63.0,-66.0,-66.0,
34821,0.0,40,-69.0,-46.0,,-79.0,,-74.0,-71.0,,
34822,0.0,40,-51.0,,-64.0,-80.0,-64.0,-63.0,-64.0,,
34823,0.0,40,-51.0,-41.0,,-81.0,-64.0,-55.0,-63.0,,-81.0
34824,0.0,40,,-49.0,-54.0,,-73.0,-67.0,-64.0,-62.0,-69.0
34825,0.0,40,,-52.0,-71.0,,-76.0,-62.0,-71.0,,
34826,0.0,40,,-49.0,-64.0,,-78.0,-67.0,-68.0,-69.0,
34827,0.0,40,-61.0,-45.0,-71.0,,,-55.0,-63.0,-68.0,-82.0
34828,0.0,40,-57.0,-45.0,-73.0,,,,-70.0,-69.0,-78.0
34829,0.0,40,,-44.0,-67.0,,,-52.0,-79.0,-67.0,-76.0
34830,0.0,40,-58.0,-53.0,-67.0,,-58.0,-58.0,-69.0,,-77.0
34831,0.0,40,,,,,,,,,-82.0
34832,0.0,40,-68.0,,-79.0,-82.0,-70.0,-76.0,-68.0,-68.0,-78.0
34833,0.0,40,,-47.0,-72.0,,,-58.0,-70.0,-68.0,
34834,0.0,40,,,-64.0,,-62.0,-54.0,-65.0,-68.0,-77.0
34835,0.0,40,-61.0,-53.0,,,-71.0,-64.0,-72.0,-56.0,-76.0
34836,0.0,40,-63.0,-58.0,-53.0,-73.0,,-63.0,-58.0,,
34837,0.0,40,-64.0,-52.0,-72.0,,-68.0,-69.0,,-71.0,
34838,0.0,40,,,-55.0,,,-72.0,-73.0,-62.0,-71.0
34839,0.0,40,-61.0,-60.0,-55.0,,-77.0,-77.0,-63.0,-67.0,-76.0
34840,0.0,40,,-42.0,,,-65.0,-56.0,-62.0,,
34841,0.0,40,-62.0,-52.0,,-76.0,-71.0,-59.0,-69.0,-71.0,-83.0
34842,0.0,40,-68.0,-45.0,-69.0,,-69.0,,-67.0,,-82.0
34843,0.0,40,-53.0,-56.0,,,-70.0,-63.0,-63.0,-56.0,
34844,0.0,40,-57.0,-58.0,,,-72.0,-60.0,-63.0,,-72.0
34845,0.0,40,-58.0,-51.0,-68.0,,-61.0,-61.0,-65.0,-66.0,-67.0
34846,0.0,40,,-51.0,,-80.0,,,,,-81.0
34847,0.0,40,,-49.0,-59.0,-76.0,-76.0,-63.0,-57.0,-56.0,-71.0
34848,0.0,40,-64.0,-53.0,-74.0,,-69.0,-65.0,-69.0,-77.0,-76.0
34849,0.0,40,,,-68.0,,,,,,
34850,0.0,40,-57.0,-48.0,-69.0,,-62.0,-56.0,-77.0,,-81.0
34851,0.0,40,-63.0,,-71.0,,-61.0,,-68.0,,
34852,0.0,40,-60.0,,,-84.0,-65.0,-62.0,-63.0,,-85.0
34853,0.0,40,-54.0,-54.0,-68.0,,-66.0,-62.0,-68.0,,
34854,0.0,40,,,-65.0,,-69.0,-60.0,-67.0,-65.0,
34855,0.0,40,,-45.0,-75.0,,-65.0,-64.0,-67.0,-79.0,-84.0
34856,0.0,40,-64.0,-44.0,-73.0,,-68.0,-73.0,-64.0,-64.0,-87.0
34857,0.0,40,-74.0,-52.0,,,-72.0,-66.0,-64.0,-68.0,-79.0
34858,0.0,40,-51.0,,-69.0,,,-62.0,-61.0,-67.0,
34859,0.0,40,-63.0,-58.0,-61.0,-73.0,-72.0,-67.0,-65.0,-67.0,-76.0
34860,0.0,40,,-44.0,,,,,,,
34861,0.0,40,-62.0,,-69.0,,,-67.0,,,
34862,0.0,40,-66.0,-50.0,-77.0,,-63.0,-54.0,-63.0,-76.0,
34863,0.0,40,-60.0,-45.0,,,-65.0,,-68.0,,
34864,0.0,40,-57.0,,,,,-55.0,-70.0,,-79.0
34865,0.0,40,-53.0,,-70.0,,,-71.0,-70.0,-67.0,
34866,0.0,40,-57.0,-51.0,-67.0,-79.0,-59.0,,-69.0,-67.0,-81.0
34867,0.0,40,-60.0,-53.0,-70.0,-74.0,-62.0,,-64.0,,
34868,0.0,40,-53.0,-40.0,-67.0,,-75.0,-59.0,-58.0,-68.0,-75.0
34869,0.0,40,-58.0,-59.0,,-70.0,-73.0,-69.0,-60.0,,
34870,0.0,40,,-53.0,-76.0,,,-70.0,-67.0,-66.0,-82.0
34871,0.0,40,,-53.0,-65.0,,-79.0,,,,
34872,0.0,40,-61.0,,-67.0,,-78.0,-66.0,-64.0,-67.0,-74.0
34873,0.0,40,-58.0,-54.0,-71.0,,-60.0,-58.0,-64.0,-68.0,-76.0
34874,0.0,40,-63.0,-58.0,-70.0,-82.0,-66.0,-64.0,-64.0,,-79.0
34875,0.0,40,-59.0,-53.0,-71.0,-80.0,-70.0,-63.0,-63.0,-66.0,
34876,0.0,40,-53.0,-44.0,-74.0,,-76.0,-60.0,-62.0,,-85.0
34877,0.0,40,-58.0,-50.0,,,-57.0,-56.0,-73.0,,
34878,0.0,40,-57.0,-44.0,-76.0,,-60.0,-61.0,-73.0,-66.0,-78.0
34879,0.0,40,-63.0,,-74.0,-82.0,-61.0,,-66.0,-68.0,
34880,0.0,40,-66.0,-54.0,-59.0,-70.0,-73.0,-62.0,,-63.0,-72.0
34881,0.0,40,,,,,,-58.0,,-65.0,-82.0
34882,0.0,40,,,-73.0,,-72.0,-64.0,,-66.0,-81.0
34883,0.0,40,-59.0,-44.0,-72.0,-76.0,-68.0,-61.0,-65.0,-65.0,-79.0
34884,0.0,40,-59.0,-42.0,,-76.0,-64.0,-57.0,-70.0,-69.0,
34885,0.0,40,,-53.0,-68.0,,-74.0,-55.0,-70.0,-69.0,
34886,0.0,40,-54.0,-41.0,-64.0,,-77.0,-58.0,-57.0,,-73.0
34887,0.0,40,-55.0,,-57.0,,-77.0,-63.0,-64.0,-61.0,
34888,0.0,40,-50.0,-43.0,-66.0,,-64.0,-61.0,-58.0,,-78.0
34889,0.0,40,-60.0,-40.0,,,-73.0,-64.0,-67.0,-69.0,
34890,0.0,40,,-41.0,-71.0,,-65.0,-59.0,-69.0,-67.0,
34891,0.0,40,-68.0,-45.0,-68.0,,-72.0,-58.0,-75.0,,
34892,0.0,40,-55.0,-50.0,,,-62.0,-59.0,-80.0,,
34893,0.0,40,-63.0,,,,,-66.0,-67.0,-66.0,
34894,0.0,40,-56.0,-55.0,-69.0,,-61.0,-58.0,-64.0,-70.0,-75.0
34895,0.0,40,-64.0,,-65.0,,-68.0,-54.0,-64.0,,-78.0
34896,0.0,40,-55.0,-44.0,-73.0,,-75.0,,-68.0,,-83.0
34897,0.0,40,-55.0,,-67.0,-74.0,-67.0,-58.0,-64.0,-67.0,-80.0
34898,0.0,40,,,-68.0,-80.0,,-55.0,,-68.0,-80.0
34899,0.0,40,-66.0,-48.0,-69.0,-81.0,-75.0,-56.0,-64.0,-73.0,
34900,0.0,40,-56.0,-47.0,-73.0,,-64.0,-58.0,-63.0,,
34901,0.0,40,-62.0,-49.0,-72.0,-80.0,-61.0,-62.0,-75.0,,-81.0
34902,0.0,40,-57.0,-45.0,,,-60.0,,,-70.0,-78.0
34903,0.0,40,-57.0,-48.0,,,-75.0,-67.0,-59.0,,
34904,0.0,40,-62.0,-43.0,-65.0,,-69.0,-58.0,-65.0,-71.0,
34905,0.0,40,-58.0,-46.0,-67.0,,-63.0,-53.0,-63.0,-65.0,-74.0
34906,0.0,40,-58.0,-48.0,-71.0,,,-59.0,-77.0,-66.0,-81.0
34907,0.0,40,-52.0,-47.0,-76.0,,-79.0,-53.0,-70.0,,-84.0
34908,0.0,40,-60.0,-51.0,,,-60.0,-61.0,-62.0,-78.0,
34909,0.0,40,-57.0,-54.0,-73.0,,-63.0,-58.0,,-66.0,-82.0
34910,0.0,40,-53.0,,-69.0,,-64.0,-59.0,-70.0,-70.0,-81.0
34911,0.0,40,,-53.0,-57.0,-68.0,,,-60.0,-63.0,-72.0
34912,0.0,40,-55.0,-43.0,,,-75.0,-65.0,-67.0,,
34913,0.0,40,-55.0,-44.0,-70.0,,,-62.0,,-71.0,-81.0
34914,0.0,40,,-43.0,-76.0,,-71.0,-57.0,-69.0,-67.0,-82.0
34915,0.0,40,-65.0,-47.0,,,-70.0,-66.0,-67.0,-71.0,
34916,0.0,40,-58.0,-62.0,-54.0,,-75.0,-64.0,-58.0,,-70.0
34917,0.0,40,-54.0,-51.0,-63.0,,-73.0,-65.0,-66.0,-65.0,
34918,0.0,40,-63.0,-46.0,-81.0,,-72.0,-62.0,-81.0,-66.0,
34919,0.0,40,-54.0,-43.0,-73.0,,-68.0,-72.0,-68.0,-75.0,-85.0
34920,0.0,40,-58.0,-46.0,-70.0,,-75.0,,-68.0,-68.0,-84.0
34921,0.0,40,,-42.0,-70.0,,-63.0,-58.0,,-66.0,
34922,0.0,40,-70.0,-50.0,-74.0,-78.0,-61.0,-59.0,,,-82.0
34923,0.0,40,,-58.0,,-70.0,,-80.0,-66.0,-69.0,-73.0
34924,0.0,40,,-41.0,-69.0,-82.0,,-63.0,-65.0,,-80.0
34925,0.0,40,-67.0,-50.0,-72.0,,-69.0,-64.0,-66.0,-84.0,
34926,0.0,40,,-45.0,-70.0,,,,,-65.0,-84.0
34927,0.0,40,-56.0,-50.0,-68.0,,-62.0,-56.0,,-70.0,-74.0
34928,0.0,40,-56.0,,,,,-59.0,-73.0,-66.0,-83.0
34929,0.0,40,,-41.0,-70.0,,-65.0,-61.0,,,
34930,0.0,40,-57.0,,-66.0,,,-60.0,-71.0,-69.0,-75.0
34931,0.0,40,-58.0,-50.0,-76.0,,,-58.0,-73.0,-67.0,-82.0
34932,0.0,40,,-60.0,-63.0,-75.0,-73.0,-64.0,-60.0,-60.0,
34933,0.0,40,-72.0,-51.0,-72.0,-80.0,-74.0,-60.0,-73.0,-79.0,-86.0
34934,0.0,40,-63.0,,-53.0,,-72.0,-66.0,-61.0,-57.0,
34935,0.0,40,-56.0,-41.0,-65.0,,-71.0,-60.0,-57.0,-67.0,-77.0
34936,0.0,40,,-53.0,-53.0,-72.0,-78.0,-70.0,-53.0,-57.0,-69.0
34937,0.0,40,-56.0,-52.0,-67.0,-80.0,-61.0,-56.0,-74.0,-66.0,-82.0
34938,0.0,40,,-44.0,-66.0,,,,-63.0,-66.0,
34939,0.0,40,-57.0,-56.0,,-79.0,-60.0,-55.0,-70.0,-67.0,
34940,0.0,40,-59.0,-58.0,,-75.0,-72.0,-74.0,-60.0,-56.0,
34941,0.0,40,-58.0,-48.0,-75.0,,-61.0,-58.0,-69.0,-65.0,-85.0
34942,0.0,40,,-47.0,-73.0,,-64.0,,-66.0,-76.0,
34943,0.0,40,-55.0,,-57.0,,-76.0,,,,
34944,0.0,40,-63.0,,-74.0,,-70.0,-62.0,-74.0,-74.0,-82.0
34945,0.0,40,-53.0,,-73.0,,-67.0,-69.0,,,
34946,0.0,40,-53.0,-42.0,-69.0,,-63.0,,-62.0,-66.0,-83.0
34947,0.0,40,,-39.0,,-77.0,-66.0,-54.0,-68.0,,
34948,0.0,40,-59.0,,-69.0,,-66.0,,-65.0,,
