,x,ref_sensor,s57,s20,s05,s34,s22,s06,s31,s36,s35
16928,8.0,31,,-54.0,,-67.0,-78.0,,,-45.0,
16929,8.0,31,-69.0,-57.0,-43.0,-69.0,-77.0,-76.0,-57.0,-41.0,-63.0
16930,8.0,31,-63.0,,-62.0,,-69.0,-63.0,,-49.0,
16931,8.0,31,-57.0,-46.0,-62.0,,,-64.0,-58.0,,-70.0
16932,8.0,31,-70.0,,,,-72.0,,-57.0,-44.0,
16933,8.0,31,,,-64.0,-76.0,-65.0,,-47.0,-51.0,-71.0
16934,8.0,31,,,,,-71.0,,,,
16935,8.0,31,-58.0,-42.0,,,-67.0,-67.0,,,-77.0
16936,8.0,31,-70.0,-51.0,-59.0,-76.0,-70.0,,-56.0,-47.0,-71.0
16937,8.0,31,-65.0,,-55.0,,-66.0,-71.0,-56.0,-60.0,-67.0
16938,8.0,31,-70.0,,-61.0,,-64.0,,-51.0,-52.0,
16939,8.0,31,-68.0,-52.0,-68.0,,-66.0,,-49.0,-53.0,-70.0
16940,8.0,31,-72.0,-53.0,,-66.0,-72.0,,,,
16941,8.0,31,,-51.0,,-66.0,-76.0,-76.0,-59.0,-45.0,
16942,8.0,31,,-60.0,,-70.0,-73.0,,,-44.0,
16943,8.0,31,,,,-68.0,,,-61.0,,
16944,8.0,31,-61.0,-52.0,-69.0,-78.0,-66.0,-69.0,-45.0,-66.0,-72.0
16945,8.0,31,,-56.0,-45.0,,,,-56.0,,-61.0
16946,8.0,31,,-57.0,,,-75.0,,-59.0,,-66.0
16947,8.0,31,-68.0,-50.0,,-70.0,-79.0,-84.0,-61.0,-45.0,-67.0
16948,8.0,31,-67.0,-53.0,-63.0,-77.0,-69.0,,,-51.0,-70.0
16949,8.0,31,-66.0,,-55.0,-76.0,-66.0,-67.0,-56.0,-53.0,-73.0
16950,8.0,31,-64.0,,,,,-68.0,-42.0,,
16951,8.0,31,-61.0,-49.0,,,-68.0,-66.0,,,
16952,8.0,31,,-54.0,,,,,-58.0,,-62.0
16953,8.0,31,,-48.0,-56.0,,-68.0,,-51.0,,-69.0
16954,8.0,31,-64.0,-58.0,-64.0,,-70.0,-60.0,-56.0,-60.0,-71.0
16955,8.0,31,,-61.0,-48.0,-71.0,,,-64.0,-48.0,-59.0
16956,8.0,31,-66.0,,,,-70.0,-65.0,-52.0,-49.0,
16957,8.0,31,-70.0,-63.0,-45.0,,,,-50.0,,-64.0
16958,8.0,31,-76.0,-60.0,-48.0,-71.0,-77.0,-78.0,-55.0,,-65.0
16959,8.0,31,,-51.0,-69.0,,-74.0,-70.0,-49.0,-55.0,-76.0
16960,8.0,31,,-44.0,,-77.0,,-66.0,-52.0,-62.0,
16961,8.0,31,,-50.0,-61.0,,,-66.0,-48.0,-51.0,-68.0
16962,8.0,31,-68.0,-56.0,-56.0,,-70.0,-76.0,-51.0,-46.0,-70.0
16963,8.0,31,-70.0,-47.0,-66.0,-73.0,-70.0,,-58.0,-58.0,
16964,8.0,31,-60.0,-46.0,-68.0,,-66.0,-68.0,-58.0,-65.0,-78.0
16965,8.0,31,-63.0,-46.0,-55.0,,-68.0,-68.0,-56.0,-58.0,-74.0
16966,8.0,31,-66.0,,-59.0,-77.0,-75.0,,-53.0,,-68.0
16967,8.0,31,-68.0,-53.0,-50.0,-71.0,-72.0,-75.0,-60.0,-46.0,-69.0
16968,8.0,31,,-46.0,-68.0,,-67.0,,-55.0,-59.0,-76.0
16969,8.0,31,-60.0,-50.0,-53.0,-74.0,-66.0,,-51.0,-64.0,
16970,8.0,31,-62.0,-49.0,,,-61.0,-65.0,-56.0,,-68.0
16971,8.0,31,,-52.0,-56.0,,,,-47.0,-65.0,-81.0
16972,8.0,31,-72.0,-61.0,,-69.0,-74.0,-74.0,-52.0,-47.0,
16973,8.0,31,-66.0,-61.0,-55.0,,-74.0,-76.0,,,-68.0
16974,8.0,31,-66.0,-55.0,,,,,,-46.0,-65.0
16975,8.0,31,-73.0,-58.0,-51.0,-73.0,-73.0,-72.0,-57.0,-43.0,-65.0
16976,8.0,31,,-65.0,-47.0,-68.0,,,-53.0,-42.0,-57.0
16977,8.0,31,-71.0,-56.0,-46.0,,-83.0,-77.0,-60.0,-42.0,-63.0
16978,8.0,31,,-47.0,,,,-67.0,-51.0,-47.0,-79.0
16979,8.0,31,,-57.0,-62.0,-81.0,-66.0,,-44.0,-50.0,
16980,8.0,31,-70.0,,,-81.0,-70.0,-72.0,-49.0,-56.0,-72.0
16981,8.0,31,-71.0,,,,-78.0,-74.0,-56.0,,-66.0
16982,8.0,31,,-47.0,-62.0,,-68.0,,-55.0,,-75.0
16983,8.0,31,,-61.0,-44.0,-71.0,-75.0,-75.0,-56.0,-52.0,-63.0
16984,8.0,31,-62.0,-54.0,,,,-62.0,-47.0,-55.0,-75.0
16985,8.0,31,-71.0,-59.0,-45.0,,,,-57.0,-43.0,-70.0
16986,8.0,31,-71.0,-56.0,-57.0,,-68.0,-78.0,,,-74.0
16987,8.0,31,-64.0,-53.0,-59.0,,-61.0,-64.0,-49.0,-56.0,-66.0
16988,8.0,31,-67.0,-51.0,-60.0,-79.0,-73.0,-63.0,-58.0,,-78.0
16989,8.0,31,-64.0,-60.0,-64.0,,-74.0,-72.0,,,
16990,8.0,31,-66.0,-60.0,-63.0,,-79.0,-72.0,,,-77.0
16991,8.0,31,-62.0,-46.0,-53.0,,-70.0,-69.0,-58.0,-54.0,-71.0
16992,8.0,31,,,-56.0,,-67.0,,-49.0,-66.0,-73.0
16993,8.0,31,-61.0,-57.0,-63.0,,,-69.0,-59.0,,-72.0
16994,8.0,31,,-50.0,-58.0,-72.0,-68.0,-62.0,,,
16995,8.0,31,-64.0,-45.0,,,-65.0,-64.0,-49.0,,-78.0
16996,8.0,31,-64.0,-46.0,,,,-66.0,-53.0,-50.0,-70.0
16997,8.0,31,-71.0,-47.0,-58.0,,-68.0,-64.0,-51.0,-60.0,-68.0
16998,8.0,31,-57.0,,-57.0,,-73.0,-63.0,-61.0,-48.0,-68.0
16999,8.0,31,,-59.0,-46.0,-70.0,,-72.0,-61.0,-44.0,-68.0
17000,8.0,31,-66.0,-58.0,,,-75.0,-72.0,,,-78.0
17001,8.0,31,-68.0,,-45.0,,-75.0,,-56.0,,-59.0
17002,8.0,31,,-57.0,-44.0,-69.0,-73.0,,-53.0,,-67.0
17003,8.0,31,-68.0,-49.0,-60.0,-74.0,,-62.0,-60.0,,-77.0
17004,8.0,31,-67.0,-56.0,-51.0,,-73.0,-77.0,-50.0,-42.0,-66.0
17005,8.0,31,,-56.0,-53.0,,,,-62.0,-45.0,-64.0
17006,8.0,31,,,-61.0,,,,,-45.0,-71.0
17007,8.0,31,,,-57.0,,,,-52.0,,
17008,8.0,31,-56.0,-47.0,-61.0,,-69.0,-61.0,-51.0,-47.0,
17009,8.0,31,-70.0,-48.0,-58.0,,-71.0,-64.0,-50.0,-56.0,-70.0
17010,8.0,31,-62.0,-48.0,-69.0,,-67.0,-77.0,-44.0,-54.0,-74.0
17011,8.0,31,-74.0,-53.0,-48.0,,-76.0,-74.0,-56.0,,-54.0
17012,8.0,31,-58.0,,-53.0,-74.0,,,-53.0,,-69.0
17013,8.0,31,,-50.0,-61.0,-80.0,-65.0,-66.0,-48.0,-60.0,-68.0
17014,8.0,31,-60.0,-49.0,-62.0,,-73.0,-64.0,-65.0,-47.0,-63.0
17015,8.0,31,-63.0,-58.0,-62.0,,-71.0,-68.0,-53.0,,-69.0
17016,8.0,31,-67.0,-46.0,-59.0,,-66.0,-68.0,-49.0,-52.0,-77.0
17017,8.0,31,,-43.0,-60.0,-78.0,,,-53.0,-65.0,-68.0
17018,8.0,31,-64.0,-50.0,-61.0,-80.0,-76.0,,,-55.0,-71.0
17019,8.0,31,-65.0,-53.0,-65.0,-75.0,-71.0,-64.0,-54.0,,-73.0
17020,8.0,31,-59.0,,-63.0,,,-69.0,-55.0,,-74.0
17021,8.0,31,-71.0,-59.0,-51.0,-69.0,-77.0,,-64.0,-46.0,-63.0
17022,8.0,31,,-67.0,,,-68.0,,-58.0,-46.0,-76.0
17023,8.0,31,-72.0,,-50.0,-71.0,-80.0,-83.0,-55.0,-46.0,-62.0
17024,8.0,31,-62.0,-44.0,-53.0,-77.0,-67.0,-66.0,-46.0,-52.0,
17025,8.0,31,-64.0,-51.0,-56.0,,-73.0,-64.0,-57.0,-53.0,-77.0
17026,8.0,31,-68.0,-53.0,-57.0,,-68.0,,-50.0,-54.0,-76.0
17027,8.0,31,-70.0,,-69.0,,-67.0,,-50.0,-53.0,-77.0
17028,8.0,31,-65.0,-50.0,,,-75.0,-71.0,-53.0,,
17029,8.0,31,-65.0,-51.0,-57.0,,,-60.0,-50.0,,-71.0
17030,8.0,31,-68.0,-54.0,-47.0,-72.0,-75.0,-78.0,-58.0,-40.0,-61.0
17031,8.0,31,,-50.0,-62.0,,-75.0,-62.0,-61.0,-49.0,
17032,8.0,31,,-46.0,-59.0,-77.0,-68.0,,-55.0,-60.0,-64.0
17033,8.0,31,-65.0,,,-77.0,-60.0,-64.0,,,
17034,8.0,31,-68.0,-58.0,-44.0,-72.0,-73.0,-76.0,-57.0,-49.0,-60.0
17035,8.0,31,-71.0,-60.0,,,-72.0,,-59.0,,-53.0
17036,8.0,31,-64.0,,-56.0,-70.0,-71.0,-68.0,-48.0,-46.0,-64.0
17037,8.0,31,,,-57.0,-73.0,-75.0,,-55.0,-58.0,-69.0
17038,8.0,31,,-46.0,-56.0,-75.0,-66.0,-69.0,-59.0,,-69.0
17039,8.0,31,-64.0,-50.0,-60.0,-79.0,-61.0,-65.0,-48.0,,-68.0
17040,8.0,31,-59.0,,-65.0,,-71.0,-63.0,-52.0,-47.0,-71.0
17041,8.0,31,,-50.0,-58.0,,-72.0,-62.0,-52.0,-45.0,-67.0
17042,8.0,31,-66.0,-56.0,-60.0,,-77.0,-75.0,-53.0,-48.0,-65.0
17043,8.0,31,,-52.0,-65.0,,-61.0,-64.0,,-58.0,-71.0
17044,8.0,31,-71.0,-54.0,,-78.0,-75.0,-63.0,,-53.0,
17045,8.0,31,-62.0,-51.0,-55.0,,-71.0,-60.0,-59.0,-61.0,-73.0
17046,8.0,31,-64.0,-48.0,-68.0,-77.0,-63.0,-74.0,-50.0,,-72.0
17047,8.0,31,-58.0,-48.0,-65.0,,-77.0,-63.0,,-57.0,-70.0
17048,8.0,31,-70.0,-56.0,-43.0,-72.0,-80.0,-72.0,-59.0,-45.0,-67.0
17049,8.0,31,,,-53.0,-79.0,,,-50.0,-57.0,
17050,8.0,31,-65.0,-52.0,-53.0,-69.0,-74.0,-67.0,-50.0,-45.0,-65.0
17051,8.0,31,-74.0,,-48.0,-68.0,-75.0,,-52.0,,-69.0
17052,8.0,31,-73.0,-59.0,-47.0,-65.0,-75.0,,-59.0,-44.0,-61.0
17053,8.0,31,,-52.0,-67.0,,-71.0,-64.0,-59.0,-51.0,-75.0
17054,8.0,31,,,-56.0,-78.0,,,,-60.0,-65.0
17055,8.0,31,-67.0,-56.0,-47.0,-72.0,-75.0,-77.0,-53.0,-42.0,-64.0
17056,8.0,31,-71.0,-50.0,-56.0,-77.0,-75.0,-66.0,-51.0,-68.0,-74.0
17057,8.0,31,-64.0,-46.0,-64.0,,,-61.0,,-67.0,
17058,8.0,31,-57.0,-41.0,-54.0,,,,-58.0,,
17059,8.0,31,,,-57.0,-70.0,,,-60.0,-47.0,-70.0
17060,8.0,31,-69.0,-53.0,-66.0,,-78.0,-72.0,-47.0,-55.0,-77.0
17061,8.0,31,,-47.0,-59.0,,,-67.0,-47.0,-57.0,-78.0
17062,8.0,31,,,-54.0,-66.0,,,-61.0,-46.0,
17063,8.0,31,,-62.0,-47.0,-72.0,,-71.0,-58.0,-47.0,-63.0
17064,8.0,31,-69.0,,-44.0,-68.0,-77.0,-74.0,-58.0,-45.0,-69.0
17065,8.0,31,,-47.0,-58.0,-77.0,-74.0,-70.0,,,-77.0
17066,8.0,31,-69.0,-60.0,-67.0,,-69.0,-73.0,-53.0,-58.0,-84.0
17067,8.0,31,,-52.0,-55.0,,,-60.0,-51.0,-60.0,-77.0
17068,8.0,31,-62.0,,,-78.0,-71.0,,-58.0,-44.0,-71.0
17069,8.0,31,-70.0,-65.0,-45.0,-70.0,,,-61.0,,-55.0
17070,8.0,31,,-55.0,-64.0,,,,,,
17071,8.0,31,-64.0,-59.0,,-75.0,-74.0,-70.0,-56.0,-50.0,
17072,8.0,31,,-50.0,-57.0,-80.0,,-63.0,-48.0,-50.0,-70.0
17073,8.0,31,,-48.0,-61.0,,,,,,-71.0
17074,8.0,31,,-47.0,-65.0,,-71.0,,-56.0,,-76.0
17075,8.0,31,,-45.0,-65.0,,-66.0,-66.0,-52.0,,-74.0
17076,8.0,31,-68.0,-45.0,-58.0,,-67.0,,,-51.0,
17077,8.0,31,-72.0,-52.0,-53.0,,-67.0,-67.0,-58.0,-51.0,-73.0
17078,8.0,31,-67.0,-49.0,-66.0,,-74.0,-74.0,-48.0,-56.0,-78.0
17079,8.0,31,,,-67.0,,,,-43.0,,-73.0
17080,8.0,31,,-51.0,,,-74.0,-64.0,-55.0,,-72.0
17081,8.0,31,-67.0,-54.0,,-69.0,-73.0,-80.0,-57.0,-42.0,
17082,8.0,31,-61.0,-70.0,-58.0,,-67.0,,-56.0,,
17083,8.0,31,-66.0,-45.0,-67.0,-80.0,-71.0,-65.0,-52.0,-52.0,-76.0
17084,8.0,31,-65.0,-57.0,-55.0,,-74.0,,-56.0,-44.0,-71.0
17085,8.0,31,-70.0,-52.0,,,-68.0,-63.0,,-49.0,-69.0
17086,8.0,31,-70.0,,-44.0,-68.0,-81.0,,-59.0,-43.0,-67.0
17087,8.0,31,-70.0,-56.0,-44.0,,,-79.0,-56.0,-41.0,-60.0
17088,8.0,31,-68.0,-58.0,-46.0,,-75.0,-74.0,-60.0,-53.0,-60.0
17089,8.0,31,,-51.0,-60.0,-76.0,,-62.0,-59.0,-55.0,-75.0
17090,8.0,31,-70.0,-58.0,-45.0,,-73.0,-71.0,-60.0,-45.0,
17091,8.0,31,,-46.0,,,-65.0,-63.0,-51.0,,-74.0
17092,8.0,31,,,-59.0,,-72.0,-68.0,-52.0,-44.0,-68.0
17093,8.0,31,-67.0,-60.0,-44.0,-70.0,-76.0,-73.0,-59.0,-47.0,-68.0
17094,8.0,31,,-55.0,-54.0,-68.0,-79.0,-72.0,,-46.0,
17095,8.0,31,-66.0,-55.0,-44.0,-71.0,,,-54.0,-44.0,-69.0
17096,8.0,31,-65.0,,,,-69.0,-65.0,-53.0,-57.0,-75.0
17097,8.0,31,-69.0,-54.0,-62.0,,-66.0,-67.0,-50.0,-48.0,-75.0
17098,8.0,31,-59.0,,-55.0,,,,-55.0,-54.0,-69.0
17099,8.0,31,,-50.0,-63.0,-78.0,-76.0,-63.0,-48.0,-53.0,-72.0
17100,8.0,31,,-48.0,-69.0,,-66.0,-66.0,,,-78.0
17101,8.0,31,,,-66.0,-77.0,,,-53.0,-54.0,-75.0
17102,8.0,31,-62.0,-49.0,-68.0,-82.0,-68.0,-62.0,-62.0,,-74.0
17103,8.0,31,-66.0,-50.0,-60.0,,-71.0,-65.0,-52.0,,-72.0
17104,8.0,31,-66.0,-47.0,-60.0,-67.0,-77.0,,-53.0,-48.0,
17105,8.0,31,-70.0,-59.0,,,-74.0,-75.0,-64.0,-44.0,
17106,8.0,31,-65.0,-52.0,,-65.0,,-69.0,-54.0,-46.0,-68.0
17107,8.0,31,-76.0,-57.0,-43.0,-69.0,-73.0,-78.0,-52.0,-49.0,-67.0
17108,8.0,31,-71.0,,,-70.0,-74.0,-72.0,,-44.0,-65.0
17109,8.0,31,-61.0,-46.0,-57.0,,-72.0,,-54.0,-59.0,-69.0
17110,8.0,31,-62.0,,-66.0,,-73.0,-63.0,-48.0,-51.0,-71.0
17111,8.0,31,,,-47.0,-72.0,-75.0,,,-47.0,-53.0
17112,8.0,31,,-59.0,-56.0,,-72.0,-61.0,-48.0,-56.0,-69.0
17113,8.0,31,-74.0,-58.0,-42.0,-70.0,-76.0,-69.0,-55.0,-45.0,-72.0
17114,8.0,31,-78.0,-58.0,,,-79.0,-76.0,,,-61.0
17115,8.0,31,,-52.0,-67.0,-74.0,,,,-47.0,-72.0
17116,8.0,31,-59.0,-45.0,-56.0,-76.0,-76.0,-68.0,,,
17117,8.0,31,,-62.0,-46.0,-70.0,-71.0,,-55.0,-48.0,-68.0
17118,8.0,31,-65.0,-46.0,-62.0,,-75.0,-71.0,-47.0,-55.0,-73.0
17119,8.0,31,,,-69.0,,-74.0,,,-56.0,
17120,8.0,31,,-43.0,-55.0,,-66.0,-67.0,-49.0,,-73.0
17121,8.0,31,-68.0,-63.0,-47.0,,-75.0,-74.0,-55.0,-49.0,-61.0
17122,8.0,31,,-60.0,-50.0,,,,,,-58.0
17123,8.0,31,-72.0,,,,-82.0,,,,-63.0
17124,8.0,31,,-50.0,-53.0,,,-72.0,-61.0,-60.0,-67.0
17125,8.0,31,-64.0,,-53.0,-70.0,,,,,
17126,8.0,31,,-60.0,-56.0,,-64.0,,-59.0,-55.0,-77.0
17127,8.0,31,,-52.0,-65.0,,-71.0,-64.0,,-56.0,-72.0
17128,8.0,31,-65.0,-47.0,-58.0,-67.0,,,-60.0,-46.0,-65.0
17129,8.0,31,,-59.0,-54.0,-79.0,,-62.0,-52.0,-57.0,-68.0
17130,8.0,33,,-60.0,,-73.0,-68.0,-70.0,-57.0,-51.0,
17131,8.0,33,-58.0,-64.0,-60.0,,-65.0,-68.0,-65.0,-66.0,-62.0
17132,8.0,33,-63.0,,-52.0,,-68.0,-70.0,-62.0,,-57.0
17133,8.0,33,,,-48.0,-67.0,,,-72.0,-61.0,-69.0
17134,8.0,33,-64.0,,-51.0,,-68.0,-67.0,-70.0,-60.0,-67.0
17135,8.0,33,-60.0,-51.0,-45.0,-71.0,-69.0,,-63.0,-63.0,-68.0
17136,8.0,33,-71.0,-51.0,-53.0,-72.0,-73.0,-74.0,-59.0,-47.0,-66.0
17137,8.0,33,-58.0,-60.0,-56.0,-71.0,-73.0,,-62.0,-76.0,-61.0
17138,8.0,33,-58.0,-58.0,-49.0,,-69.0,,-66.0,-61.0,-56.0
17139,8.0,33,-67.0,-67.0,-45.0,-68.0,-73.0,-76.0,-70.0,,-62.0
17140,8.0,33,-78.0,,-40.0,-59.0,-72.0,,-63.0,-58.0,-54.0
17141,8.0,33,-81.0,-66.0,-40.0,,-79.0,-79.0,-70.0,,-58.0
17142,8.0,33,-75.0,-65.0,-40.0,-56.0,-78.0,-80.0,-69.0,,-54.0
17143,8.0,33,-58.0,-67.0,-47.0,-69.0,-65.0,-70.0,-63.0,-65.0,
17144,8.0,33,-78.0,-62.0,-55.0,,-77.0,-69.0,-62.0,,-69.0
17145,8.0,33,,,-50.0,-77.0,-68.0,-73.0,,-61.0,-67.0
17146,8.0,33,-76.0,,-48.0,-74.0,-68.0,-74.0,-63.0,-62.0,-63.0
17147,8.0,33,-60.0,-60.0,-59.0,-71.0,-70.0,,-63.0,-62.0,-63.0
17148,8.0,33,-64.0,-61.0,,,-67.0,-74.0,,-64.0,-53.0
17149,8.0,33,-64.0,-55.0,-54.0,-74.0,-77.0,-73.0,-58.0,-45.0,-69.0
17150,8.0,33,-66.0,,-42.0,,-79.0,,-58.0,,-57.0
17151,8.0,33,,-63.0,-51.0,-67.0,-68.0,,,-60.0,
17152,8.0,33,-63.0,-55.0,-51.0,-67.0,-69.0,-69.0,-68.0,-64.0,-62.0
17153,8.0,33,-60.0,-58.0,-55.0,,-64.0,-68.0,-57.0,,-66.0
17154,8.0,33,,-57.0,-53.0,-72.0,,-66.0,-62.0,,-63.0
17155,8.0,33,-67.0,-63.0,-61.0,,-86.0,-77.0,-64.0,,-71.0
17156,8.0,33,-66.0,-63.0,-55.0,-68.0,-66.0,-72.0,-69.0,-58.0,-66.0
17157,8.0,33,-67.0,-56.0,-49.0,,-68.0,-69.0,-60.0,-53.0,-67.0
17158,8.0,33,-65.0,,-55.0,-75.0,-71.0,,-66.0,,-58.0
17159,8.0,33,-62.0,-61.0,-56.0,-73.0,-65.0,-73.0,-66.0,-63.0,-64.0
17160,8.0,33,-77.0,-70.0,-42.0,,-85.0,-83.0,-63.0,-53.0,-54.0
17161,8.0,33,-83.0,-62.0,-39.0,-65.0,-78.0,-76.0,-67.0,-60.0,-54.0
17162,8.0,33,-64.0,-65.0,-54.0,-74.0,-66.0,-74.0,,-59.0,-60.0
17163,8.0,33,,,-53.0,-67.0,,-66.0,-60.0,-61.0,-62.0
17164,8.0,33,-64.0,-66.0,-49.0,,,,-57.0,-55.0,-60.0
17165,8.0,33,,,-49.0,-69.0,,-71.0,-62.0,-62.0,
17166,8.0,33,-61.0,-55.0,-54.0,,-67.0,,,-52.0,-68.0
17167,8.0,33,-58.0,-65.0,-49.0,-68.0,-64.0,,-64.0,-52.0,-63.0
17168,8.0,33,-69.0,,-42.0,-55.0,-78.0,,-61.0,-56.0,-61.0
17169,8.0,33,-57.0,-68.0,,-72.0,-63.0,-75.0,-67.0,-60.0,-63.0
17170,8.0,33,-72.0,,-50.0,-71.0,-74.0,-69.0,-53.0,-46.0,-72.0
17171,8.0,33,-58.0,-57.0,-50.0,-74.0,-68.0,,-67.0,-57.0,-55.0
17172,8.0,33,-67.0,,-51.0,-71.0,,-72.0,-68.0,,-63.0
17173,8.0,33,-60.0,,-55.0,,-62.0,,-65.0,,-63.0
17174,8.0,33,-61.0,-56.0,-51.0,-79.0,,,-64.0,-55.0,-56.0
17175,8.0,33,-64.0,,-50.0,-70.0,-64.0,,-61.0,-66.0,-61.0
17176,8.0,33,-66.0,,-40.0,-58.0,-82.0,-86.0,-62.0,,-60.0
17177,8.0,33,-73.0,-63.0,-50.0,-64.0,,-79.0,-55.0,-50.0,-74.0
17178,8.0,33,-74.0,-55.0,-42.0,-55.0,-81.0,-71.0,-64.0,-51.0,
17179,8.0,33,-60.0,-62.0,-55.0,-71.0,-64.0,-67.0,-63.0,-65.0,-63.0
17180,8.0,33,-75.0,-59.0,,-60.0,-73.0,,-62.0,,-52.0
17181,8.0,33,-79.0,-69.0,-40.0,-67.0,-84.0,,-62.0,-54.0,-56.0
17182,8.0,33,-70.0,-64.0,-41.0,-62.0,-77.0,,,-55.0,-69.0
17183,8.0,33,-60.0,-53.0,-56.0,-82.0,-71.0,-70.0,-65.0,-62.0,-68.0
17184,8.0,33,-60.0,-50.0,-44.0,-71.0,,-69.0,-63.0,-63.0,-68.0
17185,8.0,33,,-59.0,-41.0,-60.0,,,-65.0,-68.0,-57.0
17186,8.0,33,-69.0,-62.0,-42.0,,-81.0,-77.0,-61.0,,-58.0
17187,8.0,33,-58.0,,,,-62.0,-75.0,-67.0,-70.0,
17188,8.0,33,-57.0,-63.0,-58.0,,-69.0,-66.0,-70.0,,-66.0
17189,8.0,33,-64.0,-55.0,-48.0,-74.0,,,-62.0,-67.0,
17190,8.0,33,-58.0,,,,-70.0,-69.0,-64.0,-63.0,-62.0
17191,8.0,33,,-60.0,,-73.0,-71.0,-69.0,-65.0,-68.0,
17192,8.0,33,,,-59.0,-72.0,,,-62.0,-47.0,-64.0
17193,8.0,33,-61.0,,,-68.0,-65.0,-68.0,,,
17194,8.0,33,,-63.0,-39.0,-68.0,,,-60.0,,-59.0
17195,8.0,33,-72.0,-69.0,-48.0,-60.0,-82.0,-82.0,-57.0,-50.0,-67.0
17196,8.0,33,-72.0,,,-62.0,-73.0,-80.0,-57.0,-60.0,-54.0
17197,8.0,33,-75.0,-65.0,,-62.0,,,-64.0,-53.0,-62.0
17198,8.0,33,-61.0,,-45.0,,,,-61.0,-60.0,-64.0
17199,8.0,33,-66.0,-65.0,,-59.0,-82.0,,-58.0,-48.0,
17200,8.0,33,-59.0,,-50.0,-78.0,-72.0,,,-55.0,-59.0
17201,8.0,33,-59.0,-56.0,-48.0,-71.0,,,-68.0,-61.0,-60.0
17202,8.0,33,-58.0,-52.0,-52.0,,-70.0,-70.0,-59.0,-69.0,-68.0
17203,8.0,33,-59.0,-55.0,-48.0,-74.0,-70.0,,-70.0,-67.0,-55.0
17204,8.0,33,,-62.0,-50.0,-72.0,-63.0,,,-60.0,-59.0
17205,8.0,33,,-61.0,-50.0,-73.0,-72.0,-67.0,-62.0,,-58.0
17206,8.0,33,,,-51.0,-72.0,-65.0,-66.0,,,-66.0
17207,8.0,33,,,-49.0,-74.0,,,-63.0,-64.0,-61.0
17208,8.0,33,,-71.0,-38.0,-56.0,-78.0,-86.0,-66.0,-59.0,-68.0
17209,8.0,33,-64.0,-59.0,-57.0,,-69.0,,,,-71.0
17210,8.0,33,-62.0,-52.0,-48.0,-72.0,-68.0,-66.0,-66.0,-59.0,-69.0
17211,8.0,33,,-60.0,-59.0,-71.0,,,,,-63.0
17212,8.0,33,-62.0,-59.0,-47.0,-75.0,,-68.0,-66.0,-69.0,-64.0
17213,8.0,33,-62.0,-60.0,-56.0,,,-71.0,-57.0,-44.0,-66.0
17214,8.0,33,,,-59.0,-75.0,,-69.0,-57.0,-43.0,-67.0
17215,8.0,33,,,-54.0,-71.0,-70.0,,-59.0,-60.0,-63.0
17216,8.0,33,,-65.0,,-58.0,,-76.0,,-54.0,-58.0
17217,8.0,33,,-61.0,-55.0,-72.0,-69.0,-71.0,,-51.0,-62.0
17218,8.0,33,-75.0,-68.0,-56.0,-72.0,-70.0,-74.0,-59.0,-48.0,-63.0
17219,8.0,33,-59.0,-50.0,-50.0,,-71.0,,,-66.0,-58.0
17220,8.0,33,,-50.0,-46.0,-70.0,,,,-60.0,-68.0
17221,8.0,33,,-60.0,-59.0,-70.0,-66.0,,-66.0,-63.0,-58.0
17222,8.0,33,,-54.0,,,-67.0,-71.0,,-62.0,
17223,8.0,33,-60.0,-55.0,-66.0,-79.0,-68.0,-69.0,-56.0,,-69.0
17224,8.0,33,-65.0,-55.0,-50.0,-73.0,-66.0,-66.0,-63.0,-64.0,-59.0
17225,8.0,33,-60.0,-55.0,-48.0,-73.0,-68.0,-72.0,-62.0,-57.0,-59.0
17226,8.0,33,-78.0,-66.0,-40.0,-62.0,-77.0,-79.0,,-57.0,-60.0
17227,8.0,33,-69.0,-54.0,-56.0,,-74.0,,-58.0,-47.0,-69.0
17228,8.0,33,-74.0,-62.0,-42.0,,-77.0,-70.0,-60.0,-61.0,-62.0
17229,8.0,33,,,-63.0,-67.0,,,-73.0,-71.0,-59.0
17230,8.0,33,,,-50.0,,-65.0,-71.0,-62.0,-62.0,-58.0
17231,8.0,33,-71.0,,-37.0,-55.0,-78.0,,-73.0,-59.0,
17232,8.0,33,,,-45.0,,,,,-55.0,-53.0
17233,8.0,33,,,-42.0,,,,-59.0,,-59.0
17234,8.0,33,-67.0,-54.0,-55.0,-71.0,,-69.0,-55.0,-44.0,-70.0
17235,8.0,33,-57.0,-68.0,-48.0,-68.0,,-69.0,-66.0,-65.0,-64.0
17236,8.0,33,-69.0,-55.0,,,-74.0,-69.0,,-54.0,-65.0
17237,8.0,33,-62.0,-69.0,,-72.0,-66.0,-69.0,-63.0,-56.0,
17238,8.0,33,,-66.0,-55.0,-70.0,,,,-65.0,-63.0
17239,8.0,33,-63.0,-55.0,,-72.0,-71.0,-74.0,-62.0,-65.0,
17240,8.0,33,-64.0,,-60.0,-72.0,-68.0,,-56.0,,-63.0
17241,8.0,33,,-67.0,-39.0,-59.0,-85.0,-75.0,-58.0,-49.0,-61.0
17242,8.0,33,,-55.0,-44.0,,-74.0,-74.0,-60.0,-63.0,-65.0
17243,8.0,33,-62.0,-62.0,-50.0,-70.0,-67.0,-78.0,,-61.0,-64.0
17244,8.0,33,-58.0,-60.0,-57.0,-70.0,-70.0,,-67.0,,
