,location,corners,center,sensor_distances,calculated_RSSI,avg_RSSI,mode_RSSI,best_RSSI,is_emitter,score,hasSensor
30,"(1, 5)","((26.71338699321606, -80.05688947278612), (26.71338699321606, -80.05687940499948), (26.71339598643212, -80.05688947278612), (26.71339598643212, -80.05687940499948))","(26.71339148982409, -80.05688443889281)","{'57': 13.525437240301143, '20': 21.448658485469767, '05': 77.52256559255657, '34': 120.07977054642927, '22': 5.394181805830677, '06': 14.67190259235547, '31': 52.56260302545346, '36': 93.30512132689805, '35': 115.75038321636127}","{'57': -38.78638018764918, '20': -44.79384480867009, '05': -61.53468489586556, '34': -67.23593626201321, '22': -26.809608176521216, '06': -39.84643383183739, '31': -56.47214671247036, '36': -63.949005239032935, '35': -66.75751390649795}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[]
31,"(1, 6)","((26.71338699321606, -80.05687940499948), (26.71338699321606, -80.05686933721283), (26.71339598643212, -80.05687940499948), (26.71339598643212, -80.05686933721283))","(26.71339148982409, -80.05687437110615)","{'57': 13.857403954098151, '20': 20.66563474336184, '05': 76.5316336707871, '34': 119.08176467220797, '22': 6.385858321271014, '06': 13.67017457883182, '31': 51.56080592787221, '36': 92.30359454840735, '35': 114.74886286876162}","{'57': -39.10229709616345, '20': -44.30930325530157, '05': -61.367070301857794, '34': -67.12719863590655, '22': -29.00841914834009, '06': -38.92506260750163, '31': -56.22143169190948, '36': -63.808399199243716, '35': -66.64429249556281}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[]
32,"(1, 7)","((26.71338699321606, -80.05686933721283), (26.71338699321606, -80.05685926942618), (26.71339598643212, -80.05686933721283), (26.71339598643212, -80.05685926942618))","(26.71339148982409, -80.05686430331951)","{'57': 14.25219394844065, '20': 19.902240178351402, '05': 75.54098838075979, '34': 118.0838230134348, '22': 7.380269217196083, '06': 12.668457626840585, '31': 50.55900886659634, '36': 91.30207372440537, '35': 113.74734741464532}","{'57': -39.468292493134975, '20': -43.818899669772144, '05': -61.19732066654423, '34': -67.0175529361808, '22': -30.894006909704487, '06': -37.93355307533597, '31': -55.965797330997795, '36': -63.66626003149856, '35': -66.53007911230495}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[]
33,"(1, 8)","((26.71338699321606, -80.05685926942618), (26.71338699321606, -80.05684920163954), (26.71339598643212, -80.05685926942618), (26.71339598643212, -80.05684920163954))","(26.71339148982409, -80.05685423553285)","{'57': 14.704748095561209, '20': 19.1608210936417, '05': 74.55064114239117, '34': 117.08594720783152, '22': 8.37644071702267, '06': 11.666754579222632, '31': 49.55721183800091, '36': 90.30055904738097, '35': 112.74583697918972}","{'57': -39.87556845353386, '20': -43.32426425645344, '05': -61.02538226431862, '34': -66.90698399105989, '22': -32.54362635664097, '06': -36.86034264651993, '31': -55.70504671124133, '36': -63.52255395166944, '35': -66.41485623043417}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[]
34,"(1, 9)","((26.71338699321606, -80.05684920163954), (26.71338699321606, -80.05683913385289), (26.71339598643212, -80.05684920163954), (26.71339598643212, -80.05683913385289))","(26.71339148982409, -80.05684416774622)","{'57': 15.209911140683, '20': 18.444027815520908, '05': 73.56060399954195, '34': 116.08813895844544, '22': 9.373811525743069, '06': 10.665069360305164, '31': 48.55541484994258, '36': 89.29905072999436, '35': 111.7443317027558}","{'57': -40.31564108576594, '20': -42.82751383626763, '05': -60.85119937700329, '34': -66.79547624962001, '22': -34.00932729528287, '06': -35.690751307884476, '31': -55.43897085155457, '36': -63.37724604879241, '35': -66.29860585654367}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[]
35,"(1, 10)","((26.71338699321606, -80.05683913385289), (26.71338699321606, -80.05682906606624), (26.71339598643212, -80.05683913385289), (26.71339598643212, -80.05682906606624))","(26.71339148982409, -80.05683409995956)","{'57': 15.76262584482412, '20': 17.7548431494179, '05': 72.57088963837919, '34': 115.09040001740661, '22': 10.37203567844176, '06': 9.663407506382574, '31': 47.55361789913851, '36': 88.29754898261054, '35': 110.74283171970177}","{'57': -40.78069778776158, '20': -42.331345980748246, '05': -60.67471419343059, '34': -66.68301376702931, '22': -35.3277608414656, '06': -34.40574960536081, '31': -55.167347696074636, '36': -63.230300230976184, '35': -66.18130951082154}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[]
36,"(1, 11)","((26.71338699321606, -80.05682906606624), (26.71338699321606, -80.0568189982796), (26.71339598643212, -80.05682906606624), (26.71339598643212, -80.0568189982796))","(26.71339148982409, -80.05682403217293)","{'57': 16.358072817594724, '20': 17.09660623208446, '05': 71.58151145340763, '34': 114.09273220781937, '22': 11.370888432714544, '06': 8.661777133369009, '31': 46.55182099383432, '36': 87.29605403722243, '35': 109.74133718049642}","{'57': -41.26380489432722, '20': -41.83913805598628, '05': -60.49586671113428, '34': -66.56958019349018, '22': -36.52567273310239, '06': -32.98005093655064, '31': -54.88994100674247, '36': -63.081679175113614, '35': -66.06294821200397}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[]
37,"(1, 12)","((26.71338699321606, -80.0568189982796), (26.71338699321606, -80.05680893049295), (26.71339598643212, -80.0568189982796), (26.71339598643212, -80.05680893049295))","(26.71339148982409, -80.05681396438627)","{'57': 16.991760217272457, '20': 16.47302735338087, '05': 70.59248357254107, '34': 113.09513740716697, '22': 12.370217522953238, '06': 7.660190581516577, '31': 45.55002413119962, '36': 86.29456612511684, '35': 108.73984823013524}","{'57': -41.75899190524304, '20': -41.3550433681928, '05': -60.31459462412138, '34': -66.455158758292, '22': -37.623160876218314, '06': -31.3790280245539, '31': -54.60649912259283, '36': -62.93134426675181, '35': -65.9435024564286}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[]
38,"(1, 13)","((26.71338699321606, -80.05680893049295), (26.71338699321606, -80.0567988627063), (26.71339598643212, -80.05680893049295), (26.71339598643212, -80.0567988627063))","(26.71339148982409, -80.05680389659963)","{'57': 17.659571921302962, '20': 15.888187811142158, '05': 69.60382093513867, '34': 112.09761756938178, '22': 13.369916133516465, '06': 6.658667632287532, '31': 44.548227319954535, '36': 85.2930854994732, '35': 107.73836502981283}","{'57': -42.26124593524046, '20': -40.88407172772633, '05': -60.13083321305437, '34': -66.33973225764214, '22': -38.63570127214928, '06': -29.553460909101325, '31': -54.316753594141886, '36': -62.77925554327972, '35': -65.82295220132613}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[]
39,"(1, 14)","((26.71338699321606, -80.0567988627063), (26.71338699321606, -80.05678879491965), (26.71339598643212, -80.0567988627063), (26.71339598643212, -80.05678879491965))","(26.71339148982409, -80.05679382881297)","{'57': 18.357784231194614, '20': 15.346517186109873, '05': 68.6155393244908, '34': 111.10017470877682, '22': 14.369907148190235, '06': 5.657242058183403, '31': 43.54643055779278, '36': 84.2916124143539, '35': 106.73688773600081}","{'57': -42.766448612701105, '20': -40.432135683249456, '05': -59.944515219526146, '34': -66.22328303751247, '22': -39.57545963887944, '06': -27.429983623937503, '31': -54.02041764906959, '36': -62.625371627064105, '35': -65.70127684215781}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[]
40,"(1, 15)","((26.71338699321606, -80.05678879491965), (26.71338699321606, -80.05677872713301), (26.71339598643212, -80.05678879491965), (26.71339598643212, -80.05677872713301))","(26.71339148982409, -80.05678376102634)","{'57': 19.083060535278378, '20': 14.85273926884391, '05': 67.62765544832985, '34': 110.10281092370545, '22': 15.370133490433867, '06': 4.655976698492768, '31': 42.544633854038636, '36': 83.29014714765604, '35': 105.73541652229659}","{'57': -43.27128162000394, '20': -40.00603750095675, '05': -59.755570720988025, '34': -66.10579298040528, '22': -40.452169962598056, '06': -24.89216472572421, '31': -53.71718449300995, '36': -62.4696496614308, '35': -65.57845519413198}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[]
41,"(1, 16)","((26.71338699321606, -80.05677872713301), (26.71338699321606, -80.05676865934636), (26.71339598643212, -80.05677872713301), (26.71339598643212, -80.05676865934636))","(26.71339148982409, -80.05677369323968)","{'57': 19.83243185272354, '20': 14.41177761317094, '05': 66.64018699250121, '34': 109.10552837519833, '22': 16.37055202994534, '06': 3.6550032169114863, '31': 41.542837207056174, '36': 82.28868997891001, '35': 104.73395155713345}","{'57': -43.773119900738806, '20': -39.613367339296175, '05': -59.56392699193755, '34': -65.98724348617652, '22': -41.27374051493504, '06': -21.73847368699708, '31': -53.406725393824544, '36': -62.31204523567226, '35': -65.45446546737665}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[]
42,"(1, 17)","((26.71338699321606, -80.05676865934636), (26.71338699321606, -80.05675859155971), (26.71339598643212, -80.05676865934636), (26.71339598643212, -80.05675859155971))","(26.71339148982409, -80.05676362545304)","{'57': 20.603269233783827, '20': 14.028613628144939, '05': 65.65315270394433, '34': 108.1083293189196, '22': 17.371129555622996, '06': 2.654651812940172, '31': 40.54104062692005, '36': 81.28724121324665, '35': 103.73249302730639}","{'57': -44.269924912754796, '20': -39.26228340635848, '05': -59.36950836125528, '34': -65.86761545839103, '22': -42.046682560350035, '06': -17.57206777927403, '31': -53.088687546376256, '36': -62.152512312824484, '35': -65.32928524664828}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[]
43,"(1, 18)","((26.71338699321606, -80.05675859155971), (26.71338699321606, -80.05674852377307), (26.71339598643212, -80.05675859155971), (26.71339598643212, -80.05674852377307))","(26.71339148982409, -80.05675355766638)","{'57': 21.393252426268628, '20': 13.708094792253355, '05': 64.66657245990196, '34': 107.11121607991879, '22': 18.37184009581772, '06': 1.6560501733774653, '31': 39.53924411283298, '36': 80.2858011593277, '35': 102.73104111515222}","{'57': -44.76014524857365, '20': -38.961153749164126, '05': -59.17223605681172, '34': -65.74688928313495, '22': -42.776420483942424, '06': -11.424045495230837, '31': -52.76269165538341, '36': -61.99100314554902, '35': -65.20289146420834}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[]
44,"(1, 19)","((26.71338699321606, -80.05674852377307), (26.71338699321606, -80.05673845598642), (26.71339598643212, -80.05674852377307), (26.71339598643212, -80.05673845598642))","(26.71339148982409, -80.05674348987975)","{'57': 22.20033764723979, '20': 13.454698864150188, '05': 63.680467369263845, '34': 106.11419108335214, '22': 19.37266303316857, '06': 0.6671029364818254, '31': 38.5374476758489, '36': 79.2843701530928, '35': 101.72959602216409}","{'57': -45.24262817290994, '20': -38.71806024286338, '05': -58.972028045590456, '34': -65.62504481369231, '22': -43.467520514253096, '06': 0.42237364843542435, '31': -52.42832922316027, '36': -61.82746819422447, '35': -65.07526037729092}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[]
45,"(1, 20)","((26.71338699321606, -80.05673845598642), (26.71338699321606, -80.05672838819977), (26.71339598643212, -80.05673845598642), (26.71339598643212, -80.05672838819977))","(26.71339148982409, -80.05673342209309)","{'57': 23.022726386123583, '20': 13.272270956929468, '05': 62.694859844247205, '34': 105.11725683523863, '22': 20.373581808073222, '06': 0.3933810974391973, '31': 37.53565131622436, '36': 78.28294853591059, '35': 100.7281579458185}","{'57': -45.71654334547138, '20': -38.54019796130121, '05': -58.76879885625012, '34': -65.50206134835443, '22': -44.12386240612516, '06': 7.303754591808303, '31': -52.08515946452511, '36': -61.661856032299156, '35': -64.94636753843551}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",['06']
46,"(1, 21)","((26.71338699321606, -80.05672838819977), (26.71338699321606, -80.05671832041313), (26.71339598643212, -80.05672838819977), (26.71339598643212, -80.05671832041313))","(26.71339148982409, -80.05672335430646)","{'57': 23.858836203269473, '20': 13.163761899470297, '05': 61.70977373457723, '34': 104.1204159471761, '22': 21.37458295213871, '06': 1.368089638460688, '31': 36.53385504623816, '36': 77.2815366786785, '35': 99.7267271031012}","{'57': -46.181318450341, '20': -38.43324133176998, '05': -58.56245940190554, '34': -65.37791761266416, '22': -44.74877027478139, '06': -8.93527739140291, '31': -51.73270582030509, '36': -61.49411325325606, '35': -64.81618777040981}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[]
47,"(1, 22)","((26.71338699321606, -80.05671832041313), (26.71338699321606, -80.05670825262648), (26.71339598643212, -80.05671832041313), (26.71339598643212, -80.05670825262648))","(26.71339148982409, -80.0567132865198)","{'57': 24.70727415103171, '20': 13.131004322261342, '05': 60.725234408350836, '34': 103.12367112045293, '22': 22.375655415948945, '06': 2.3655418087782567, '31': 35.53205886755652, '36': 76.28013495992991, '35': 98.72530370852633}","{'57': -46.636585806183646, '20': -38.40077910960279, '05': -58.35291677862066, '34': -65.25259173572093, '22': -45.34511373999351, '06': -16.069759627240117, '31': -51.3704519695685, '36': -61.324184363715176, '35': -64.68469513389414}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[]
48,"(1, 23)","((26.71338699321606, -80.05670825262648), (26.71338699321606, -80.05669818483983), (26.71339598643212, -80.05670825262648), (26.71339598643212, -80.05669818483983))","(26.71339148982409, -80.05670321873316)","{'57': 25.566812922631136, '20': 13.174563287814337, '05': 59.74126890457958, '34': 102.12702517411924, '22': 23.376790032162024, '06': 3.36557647965589, '31': 34.53026279403896, '36': 75.27874378975746, '35': 97.72388799691161}","{'57': -47.08213859004368, '20': -38.44392762313665, '05': -58.14007406442035, '34': -65.1260612309402, '22': -45.915387063143825, '06': -20.663624699515033, '31': -50.99783728834988, '36': -61.15201167735993, '35': -64.55186289945735}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[]
49,"(1, 24)","((26.71338699321606, -80.05670825262648), (26.71338699321606, -80.05669818483983), (26.71339598643212, -80.05670825262648), (26.71339598643212, -80.05669818483983))","(26.71339148982409, -80.05670321873316)","{'57': 25.566812922631136, '20': 13.174563287814337, '05': 59.74126890457958, '34': 102.12702517411924, '22': 23.376790032162024, '06': 3.36557647965589, '31': 34.53026279403896, '36': 75.27874378975746, '35': 97.72388799691161}","{'57': -47.08213859004368, '20': -38.44392762313665, '05': -58.14007406442035, '34': -65.1260612309402, '22': -45.915387063143825, '06': -20.663624699515033, '31': -50.99783728834988, '36': -61.15201167735993, '35': -64.55186289945735}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[]
50,"(2, 0)","((26.71339598643212, -80.05693981171936), (26.71339598643212, -80.05692974393271), (26.71340497964818, -80.05693981171936), (26.71340497964818, -80.05692974393271))","(26.713400483040147, -80.05693477782603)","{'57': 11.952440069280298, '20': 25.097013395965178, '05': 82.35039619396773, '34': 124.9918391741355, '22': 0.3602779081118938, '06': 19.69739482362681, '31': 57.579039179507966, '36': 98.3397671456676, '35': 120.78454760616944}","{'57': -37.17553802431884, '20': -46.84050205550793, '05': -62.32181156901745, '34': -67.75829053506817, '22': 8.44903024619678, '06': -43.68410448684052, '31': -57.65977318711492, '36': -64.63371604925507, '35': -67.31218209133911}","{'57': -48.16994382022472, '20': -59.818307905686545, '05': -69.53821656050955, '34': -78.30813953488372, '22': -47.01346389228886, '06': -60.1032531824611, '31': -74.14475627769572, '36': -72.60894941634241, '35': -73.46176470588236}",-99,-99,True,"{'57': 10.994405795905877, '20': 12.977805850178612, '05': 7.216404991492105, '34': 10.549848999815552, '22': 55.46249413848564, '06': 16.419148695620585, '31': 16.484983090580798, '36': 7.975233367087341, '35': 6.149582614543249}",['22']
51,"(2, 1)","((26.71339598643212, -80.05692974393271), (26.71339598643212, -80.05691967614607), (26.71340497964818, -80.05692974393271), (26.71340497964818, -80.05691967614607))","(26.713400483040147, -80.0569247100394)","{'57': 11.912809681671618, '20': 24.224937824138923, '05': 81.3565889195589, '34': 123.99290012028565, '22': 1.332590945938867, '06': 18.696532358415222, '31': 56.577373941374546, '36': 97.33849046505148, '35': 119.78322621130285}","{'57': -37.13226688828435, '20': -46.37972091283567, '05': -62.163622723093816, '34': -67.65374532129232, '22': -8.592746527066335, '06': -43.00467274619512, '31': -57.43112435073728, '36': -64.50037898732462, '35': -67.20372096351164}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[]
52,"(2, 2)","((26.71339598643212, -80.05691967614607), (26.71339598643212, -80.05690960835942), (26.71340497964818, -80.05691967614607), (26.71340497964818, -80.05690960835942))","(26.713400483040147, -80.05691464225274)","{'57': 11.957275670222227, '20': 23.363269028017115, '05': 80.3629800582954, '34': 122.99400756161037, '22': 2.33002039665615, '06': 17.695775754478635, '31': 55.575713482845245, '36': 96.33722462075215, '35': 118.7819128510942}","{'57': -37.18080803636903, '20': -45.90784907824804, '05': -62.00352177367643, '34': -67.54835935677423, '22': -15.872632464770138, '06': -42.28792896595777, '31': -57.19839218779975, '36': -64.36566469803589, '35': -67.09435022585046}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[]
53,"(2, 3)","((26.71339598643212, -80.05690960835942), (26.71339598643212, -80.05689954057277), (26.71340497964818, -80.05690960835942), (26.71340497964818, -80.05689954057277))","(26.713400483040147, -80.0569045744661)","{'57': 12.084909780523008, '20': 22.513201968833833, '05': 79.36957706643956, '34': 121.99516264624525, '22': 3.3300734831673444, '06': 16.69514405589794, '31': 54.57405807276878, '36': 95.33596996005285, '35': 117.78060773630554}","{'57': -37.3191431573472, '20': -45.42495880537246, '05': -61.8414627641017, '34': -67.44211909196176, '22': -20.525455290519904, '06': -41.52954590392471, '31': -56.96142824169743, '36': -64.22954446576632, '35': -66.98405450817035}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[]
54,"(2, 4)","((26.71339598643212, -80.05689954057277), (26.71339598643212, -80.05688947278612), (26.71340497964818, -80.05689954057277), (26.71340497964818, -80.05688947278612))","(26.713400483040147, -80.05689450667944)","{'57': 12.293121792946904, '20': 21.676101633609008, '05': 78.3763877667795, '34': 120.99636654774996, '22': 4.330933124345227, '06': 15.694661146209262, '31': 53.572407988645125, '36': 94.33472683332654, '35': 116.77931107337369}","{'57': -37.54170631222433, '20': -44.93127614016178, '05': -61.67739809246469, '34': -67.33501064784812, '22': -23.949285111040346, '06': -40.72439908754283, '31': -56.72007580929048, '36': -64.09198866675203, '35': -66.87281804650542}","{'57': -49.52465753424657, '20': -57.32960893854749, '05': -70.65501519756839, '34': -77.66863905325444, '22': -46.701080432172866, '06': -58.66378066378066, '31': -73.2739916550765, '36': -72.37254901960785, '35': -73.73882681564245}",-99,-99,True,"{'57': 11.982951222022244, '20': 12.39833279838571, '05': 8.977617105103697, '34': 10.333628405406316, '22': 22.75179532113252, '06': 17.939381576237835, '31': 16.553915845786022, '36': 8.280560352855815, '35': 6.866008769137039}",[]
55,"(2, 5)","((26.71339598643212, -80.05688947278612), (26.71339598643212, -80.05687940499948), (26.71340497964818, -80.05688947278612), (26.71340497964818, -80.05687940499948))","(26.713400483040147, -80.05688443889281)","{'57': 12.577910735018488, '20': 20.853529610877537, '05': 77.3834203940073, '34': 119.99762049141452, '22': 5.33214515716509, '06': 14.694357423466794, '31': 52.57076354059276, '36': 93.33349561725271, '35': 115.7780230869645}","{'57': -37.84009602792112, '20': -44.42722797149532, '05': -61.51127843763943, '34': -67.22701980799332, '22': -26.658899692464757, '06': -39.86635876161547, '31': -56.47416932440643, '36': -63.95296673361288, '35': -66.76062467209226}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[]
56,"(2, 6)","((26.71339598643212, -80.05687940499948), (26.71339598643212, -80.05686933721283), (26.71340497964818, -80.05687940499948), (26.71340497964818, -80.05686933721283))","(26.713400483040147, -80.05687437110615)","{'57': 12.934219325733032, '20': 20.047274337346668, '05': 76.39068359524637, '34': 118.99892573113128, '22': 6.333542468997725, '06': 13.694272148068164, '31': 51.569125051265466, '36': 92.33227669398424, '35': 114.77674399891896}","{'57': -38.20404741131737, '20': -43.913500786854335, '05': -61.3430526731191, '34': -67.11813200482769, '22': -28.90124139150364, '06': -38.948009413237564, '31': -56.22353367104831, '36': -63.81244711178734, '35': -66.6474577949474}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[]
57,"(2, 7)","((26.71339598643212, -80.05686933721283), (26.71339598643212, -80.05685926942618), (26.71340497964818, -80.05686933721283), (26.71340497964818, -80.05685926942618))","(26.713400483040147, -80.05686430331951)","{'57': 13.356324968829231, '20': 19.259385130244965, '05': 75.39818648478348, '34': 118.00028357570037, '22': 7.335049171743848, '06': 12.694456953900225, '31': 50.56749288061432, '36': 91.33107047321649, '35': 113.77547404952819}","{'57': -38.62245009706818, '20': -43.39111331635033, '05': -61.17266778475119, '34': -67.0083323108195, '22': -30.813931667657336, '06': -37.96026459903163, '31': -55.967983440722186, '36': -63.67039721968407, '35': -66.53330039155276}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[]
58,"(2, 8)","((26.71339598643212, -80.05685926942618), (26.71339598643212, -80.05684920163954), (26.71340497964818, -80.05685926942618), (26.71340497964818, -80.05684920163954))","(26.713400483040147, -80.05685423553285)","{'57': 13.838207971198234, '20': 18.492209676254127, '05': 74.40593864813141, '34': 117.00169536570247, '22': 8.336625845400107, '06': 11.69498110490299, '31': 49.565867405804404, '36': 90.32987737144212, '35': 112.77421347661154}","{'57': -39.084236377796366, '20': -42.86150505389144, '05': -61.00006877445542, '34': -66.89760542379221, '22': -32.481550094252995, '06': -36.89182651521163, '31': -55.7073221038379, '36': -63.52678340050077, '35': -66.41813498714413}","{'57': -49.37950138504155, '20': -53.72349570200573, '05': -70.44648318042813, '34': -76.93939393939394, '22': -47.186522262334535, '06': -54.141643059490086, '31': -71.41322314049587, '36': -71.26714801444044, '35': -74.16129032258064}",-99,-99,True,"{'57': 10.295265007245185, '20': 10.861990648114286, '05': 9.44641440597271, '34': 10.041788515601723, '22': 14.70497216808154, '06': 17.249816544278453, '31': 15.70590103665797, '36': 7.7403646139396685, '35': 7.743155335436512}",[]
