s1,s2,s3,s4,xcoord,ycoord,s1_d,s2_d,s3_d,s4_d
-44,-46,-24,-41,0.0,1.0,14.0,20.518284528683193,1.0,15.033296378372908
-45,-47,-23,-43,0.0,1.0,14.0,20.518284528683193,1.0,15.033296378372908
-45,-48,-25,-43,0.0,1.0,14.0,20.518284528683193,1.0,15.033296378372908
-43,-47,-25,-41,0.0,1.0,14.0,20.518284528683193,1.0,15.033296378372908
-45,-47,-23,-43,0.0,1.0,14.0,20.518284528683193,1.0,15.033296378372908
-44,-48,-26,-41,0.0,1.0,14.0,20.518284528683193,1.0,15.033296378372908
-45,-46,-25,-42,0.0,1.0,14.0,20.518284528683193,1.0,15.033296378372908
-46,-48,-26,-43,0.0,1.0,14.0,20.518284528683193,1.0,15.033296378372908
-46,-47,-23,-43,0.0,1.0,14.0,20.518284528683193,1.0,15.033296378372908
-44,-48,-24,-42,0.0,1.0,14.0,20.518284528683193,1.0,15.033296378372908
-45,-48,-26,-43,0.0,1.0,14.0,20.518284528683193,1.0,15.033296378372908
-46,-47,-27,-44,0.0,1.0,14.0,20.518284528683193,1.0,15.033296378372908
-45,-48,-24,-43,0.0,1.0,14.0,20.518284528683193,1.0,15.033296378372908
-44,-47,-26,-43,0.0,1.0,14.0,20.518284528683193,1.0,15.033296378372908
-44,-46,-23,-43,0.0,1.0,14.0,20.518284528683193,1.0,15.033296378372908
-45,-47,-23,-43,0.0,1.0,14.0,20.518284528683193,1.0,15.033296378372908
-44,-47,-26,-43,0.0,1.0,14.0,20.518284528683193,1.0,15.033296378372908
-44,-47,-24,-42,0.0,1.0,14.0,20.518284528683193,1.0,15.033296378372908
-46,-47,-25,-43,0.0,1.0,14.0,20.518284528683193,1.0,15.033296378372908
-44,-46,-26,-43,0.0,1.0,14.0,20.518284528683193,1.0,15.033296378372908
-46,-47,-22,-42,0.0,1.0,14.0,20.518284528683193,1.0,15.033296378372908
-44,-48,-26,-42,0.0,1.0,14.0,20.518284528683193,1.0,15.033296378372908
-44,-47,-26,-43,0.0,1.0,14.0,20.518284528683193,1.0,15.033296378372908
-45,-47,-24,-44,0.0,1.0,14.0,20.518284528683193,1.0,15.033296378372908
-43,-47,-27,-41,0.0,1.0,14.0,20.518284528683193,1.0,15.033296378372908
-44,-46,-24,-42,0.0,1.0,14.0,20.518284528683193,1.0,15.033296378372908
-45,-46,-23,-42,0.0,1.0,14.0,20.518284528683193,1.0,15.033296378372908
-43,-48,-25,-43,0.0,1.0,14.0,20.518284528683193,1.0,15.033296378372908
-46,-47,-24,-43,0.0,1.0,14.0,20.518284528683193,1.0,15.033296378372908
-45,-46,-23,-43,0.0,1.0,14.0,20.518284528683193,1.0,15.033296378372908
-44,-46,-22,-42,0.0,1.0,14.0,20.518284528683193,1.0,15.033296378372908
-44,-46,-26,-43,0.0,1.0,14.0,20.518284528683193,1.0,15.033296378372908
-44,-47,-24,-43,0.0,1.0,14.0,20.518284528683193,1.0,15.033296378372908
-46,-47,-24,-43,0.0,1.0,14.0,20.518284528683193,1.0,15.033296378372908
-45,-47,-25,-43,0.0,1.0,14.0,20.518284528683193,1.0,15.033296378372908
-44,-48,-24,-43,0.0,1.0,14.0,20.518284528683193,1.0,15.033296378372908
-43,-47,-24,-42,0.0,1.0,14.0,20.518284528683193,1.0,15.033296378372908
-45,-47,-28,-42,0.0,1.0,14.0,20.518284528683193,1.0,15.033296378372908
-45,-47,-23,-43,0.0,1.0,14.0,20.518284528683193,1.0,15.033296378372908
-43,-47,-26,-42,0.0,1.0,14.0,20.518284528683193,1.0,15.033296378372908
-45,-47,-25,-43,0.0,1.0,14.0,20.518284528683193,1.0,15.033296378372908
-45,-46,-26,-43,0.0,1.0,14.0,20.518284528683193,1.0,15.033296378372908
-44,-47,-24,-43,0.0,1.0,14.0,20.518284528683193,1.0,15.033296378372908
-44,-48,-26,-42,0.0,1.0,14.0,20.518284528683193,1.0,15.033296378372908
-46,-48,-24,-43,0.0,1.0,14.0,20.518284528683193,1.0,15.033296378372908
-43,-47,-24,-43,0.0,1.0,14.0,20.518284528683193,1.0,15.033296378372908
-46,-47,-23,-43,0.0,1.0,14.0,20.518284528683193,1.0,15.033296378372908
-43,-48,-25,-43,0.0,1.0,14.0,20.518284528683193,1.0,15.033296378372908
-45,-47,-24,-43,0.0,1.0,14.0,20.518284528683193,1.0,15.033296378372908
-45,-46,-25,-43,0.0,1.0,14.0,20.518284528683193,1.0,15.033296378372908
-44,-47,-23,-44,0.0,1.0,14.0,20.518284528683193,1.0,15.033296378372908
-46,-47,-24,-44,0.0,1.0,14.0,20.518284528683193,1.0,15.033296378372908
-44,-48,-23,-43,0.0,1.0,14.0,20.518284528683193,1.0,15.033296378372908
-46,-48,-25,-43,0.0,1.0,14.0,20.518284528683193,1.0,15.033296378372908
-46,-47,-25,-43,0.0,1.0,14.0,20.518284528683193,1.0,15.033296378372908
-45,-48,-22,-43,0.0,1.0,14.0,20.518284528683193,1.0,15.033296378372908
-44,-48,-24,-43,0.0,1.0,14.0,20.518284528683193,1.0,15.033296378372908
-44,-47,-27,-42,0.0,1.0,14.0,20.518284528683193,1.0,15.033296378372908
-43,-48,-23,-43,0.0,1.0,14.0,20.518284528683193,1.0,15.033296378372908
-45,-47,-25,-43,0.0,1.0,14.0,20.518284528683193,1.0,15.033296378372908
-44,-47,-26,-43,0.0,1.0,14.0,20.518284528683193,1.0,15.033296378372908
-44,-46,-26,-43,0.0,1.0,14.0,20.518284528683193,1.0,15.033296378372908
-44,-49,-25,-43,0.0,1.0,14.0,20.518284528683193,1.0,15.033296378372908
-45,-46,-25,-43,0.0,1.0,14.0,20.518284528683193,1.0,15.033296378372908
-46,-46,-24,-42,0.0,1.0,14.0,20.518284528683193,1.0,15.033296378372908
-44,-47,-23,-43,0.0,1.0,14.0,20.518284528683193,1.0,15.033296378372908
-45,-46,-23,-43,0.0,1.0,14.0,20.518284528683193,1.0,15.033296378372908
-46,-47,-26,-43,0.0,1.0,14.0,20.518284528683193,1.0,15.033296378372908
-45,-46,-26,-44,0.0,1.0,14.0,20.518284528683193,1.0,15.033296378372908
-45,-47,-24,-43,0.0,1.0,14.0,20.518284528683193,1.0,15.033296378372908
-44,-47,-25,-44,0.0,1.0,14.0,20.518284528683193,1.0,15.033296378372908
-44,-47,-26,-41,0.0,1.0,14.0,20.518284528683193,1.0,15.033296378372908
-45,-47,-26,-43,0.0,1.0,14.0,20.518284528683193,1.0,15.033296378372908
-45,-47,-24,-43,0.0,1.0,14.0,20.518284528683193,1.0,15.033296378372908
-43,-47,-27,-43,0.0,1.0,14.0,20.518284528683193,1.0,15.033296378372908
-44,-47,-26,-44,0.0,1.0,14.0,20.518284528683193,1.0,15.033296378372908
-44,-47,-22,-43,0.0,1.0,14.0,20.518284528683193,1.0,15.033296378372908
-44,-49,-27,-42,0.0,1.0,14.0,20.518284528683193,1.0,15.033296378372908
-45,-47,-24,-43,0.0,1.0,14.0,20.518284528683193,1.0,15.033296378372908
-44,-48,-24,-43,0.0,1.0,14.0,20.518284528683193,1.0,15.033296378372908
-45,-48,-27,-43,0.0,1.0,14.0,20.518284528683193,1.0,15.033296378372908
-45,-47,-25,-42,0.0,1.0,14.0,20.518284528683193,1.0,15.033296378372908
-42,-47,-25,-43,0.0,1.0,14.0,20.518284528683193,1.0,15.033296378372908
-44,-46,-25,-43,0.0,1.0,14.0,20.518284528683193,1.0,15.033296378372908
-45,-47,-27,-43,0.0,1.0,14.0,20.518284528683193,1.0,15.033296378372908
-44,-47,-25,-43,0.0,1.0,14.0,20.518284528683193,1.0,15.033296378372908
-43,-46,-26,-41,0.0,1.0,14.0,20.518284528683193,1.0,15.033296378372908
-46,-47,-24,-44,0.0,1.0,14.0,20.518284528683193,1.0,15.033296378372908
-44,-46,-25,-43,0.0,1.0,14.0,20.518284528683193,1.0,15.033296378372908
-43,-47,-26,-42,0.0,1.0,14.0,20.518284528683193,1.0,15.033296378372908
-44,-47,-24,-43,0.0,1.0,14.0,20.518284528683193,1.0,15.033296378372908
-44,-48,-27,-43,0.0,1.0,14.0,20.518284528683193,1.0,15.033296378372908
-44,-46,-26,-43,0.0,1.0,14.0,20.518284528683193,1.0,15.033296378372908
-44,-46,-26,-43,0.0,1.0,14.0,20.518284528683193,1.0,15.033296378372908
-47,-49,-24,-43,0.0,1.0,14.0,20.518284528683193,1.0,15.033296378372908
-46,-47,-24,-42,0.0,1.0,14.0,20.518284528683193,1.0,15.033296378372908
-44,-46,-23,-43,0.0,1.0,14.0,20.518284528683193,1.0,15.033296378372908
-44,-48,-25,-42,0.0,1.0,14.0,20.518284528683193,1.0,15.033296378372908
-43,-48,-24,-42,0.0,1.0,14.0,20.518284528683193,1.0,15.033296378372908
-44,-47,-25,-43,0.0,1.0,14.0,20.518284528683193,1.0,15.033296378372908
-43,-45,-28,-41,0.0,2.0,13.0,19.849433241279208,2.0,15.132745950421556
-42,-42,-26,-40,0.0,2.0,13.0,19.849433241279208,2.0,15.132745950421556
-44,-44,-27,-41,0.0,2.0,13.0,19.849433241279208,2.0,15.132745950421556
-44,-44,-28,-42,0.0,2.0,13.0,19.849433241279208,2.0,15.132745950421556
-44,-43,-26,-40,0.0,2.0,13.0,19.849433241279208,2.0,15.132745950421556
-45,-45,-25,-41,0.0,2.0,13.0,19.849433241279208,2.0,15.132745950421556
-43,-43,-27,-40,0.0,2.0,13.0,19.849433241279208,2.0,15.132745950421556
-44,-43,-26,-41,0.0,2.0,13.0,19.849433241279208,2.0,15.132745950421556
-45,-43,-27,-41,0.0,2.0,13.0,19.849433241279208,2.0,15.132745950421556
-43,-43,-26,-40,0.0,2.0,13.0,19.849433241279208,2.0,15.132745950421556
-43,-44,-28,-42,0.0,2.0,13.0,19.849433241279208,2.0,15.132745950421556
-44,-44,-27,-41,0.0,2.0,13.0,19.849433241279208,2.0,15.132745950421556
-44,-44,-28,-41,0.0,2.0,13.0,19.849433241279208,2.0,15.132745950421556
-44,-43,-28,-41,0.0,2.0,13.0,19.849433241279208,2.0,15.132745950421556
-45,-44,-28,-41,0.0,2.0,13.0,19.849433241279208,2.0,15.132745950421556
-45,-44,-28,-41,0.0,2.0,13.0,19.849433241279208,2.0,15.132745950421556
-44,-44,-27,-41,0.0,2.0,13.0,19.849433241279208,2.0,15.132745950421556
-44,-43,-27,-41,0.0,2.0,13.0,19.849433241279208,2.0,15.132745950421556
-44,-43,-29,-41,0.0,2.0,13.0,19.849433241279208,2.0,15.132745950421556
-44,-44,-27,-41,0.0,2.0,13.0,19.849433241279208,2.0,15.132745950421556
-46,-43,-26,-42,0.0,2.0,13.0,19.849433241279208,2.0,15.132745950421556
-45,-44,-26,-41,0.0,2.0,13.0,19.849433241279208,2.0,15.132745950421556
-45,-44,-27,-41,0.0,2.0,13.0,19.849433241279208,2.0,15.132745950421556
-43,-44,-29,-41,0.0,2.0,13.0,19.849433241279208,2.0,15.132745950421556
-44,-44,-28,-40,0.0,2.0,13.0,19.849433241279208,2.0,15.132745950421556
-43,-44,-26,-41,0.0,2.0,13.0,19.849433241279208,2.0,15.132745950421556
-44,-43,-29,-41,0.0,2.0,13.0,19.849433241279208,2.0,15.132745950421556
-44,-44,-27,-41,0.0,2.0,13.0,19.849433241279208,2.0,15.132745950421556
-42,-42,-29,-40,0.0,2.0,13.0,19.849433241279208,2.0,15.132745950421556
-43,-44,-27,-40,0.0,2.0,13.0,19.849433241279208,2.0,15.132745950421556
-44,-43,-24,-40,0.0,2.0,13.0,19.849433241279208,2.0,15.132745950421556
-43,-43,-27,-40,0.0,2.0,13.0,19.849433241279208,2.0,15.132745950421556
-44,-44,-27,-41,0.0,2.0,13.0,19.849433241279208,2.0,15.132745950421556
-45,-45,-26,-41,0.0,2.0,13.0,19.849433241279208,2.0,15.132745950421556
-45,-44,-26,-40,0.0,2.0,13.0,19.849433241279208,2.0,15.132745950421556
-45,-43,-27,-40,0.0,2.0,13.0,19.849433241279208,2.0,15.132745950421556
-43,-44,-25,-41,0.0,2.0,13.0,19.849433241279208,2.0,15.132745950421556
-44,-45,-25,-41,0.0,2.0,13.0,19.849433241279208,2.0,15.132745950421556
-45,-44,-26,-41,0.0,2.0,13.0,19.849433241279208,2.0,15.132745950421556
-44,-43,-25,-40,0.0,2.0,13.0,19.849433241279208,2.0,15.132745950421556
-45,-44,-25,-40,0.0,2.0,13.0,19.849433241279208,2.0,15.132745950421556
-43,-44,-26,-40,0.0,2.0,13.0,19.849433241279208,2.0,15.132745950421556
-44,-44,-25,-41,0.0,2.0,13.0,19.849433241279208,2.0,15.132745950421556
-43,-44,-27,-42,0.0,2.0,13.0,19.849433241279208,2.0,15.132745950421556
-46,-43,-27,-40,0.0,2.0,13.0,19.849433241279208,2.0,15.132745950421556
-44,-44,-28,-41,0.0,2.0,13.0,19.849433241279208,2.0,15.132745950421556
-45,-44,-27,-42,0.0,2.0,13.0,19.849433241279208,2.0,15.132745950421556
-46,-45,-27,-41,0.0,2.0,13.0,19.849433241279208,2.0,15.132745950421556
-46,-44,-27,-40,0.0,2.0,13.0,19.849433241279208,2.0,15.132745950421556
-44,-44,-29,-41,0.0,2.0,13.0,19.849433241279208,2.0,15.132745950421556
-45,-44,-26,-41,0.0,2.0,13.0,19.849433241279208,2.0,15.132745950421556
-44,-43,-27,-41,0.0,2.0,13.0,19.849433241279208,2.0,15.132745950421556
-44,-44,-27,-40,0.0,2.0,13.0,19.849433241279208,2.0,15.132745950421556
-45,-44,-29,-41,0.0,2.0,13.0,19.849433241279208,2.0,15.132745950421556
-43,-45,-28,-41,0.0,2.0,13.0,19.849433241279208,2.0,15.132745950421556
-48,-43,-24,-41,0.0,2.0,13.0,19.849433241279208,2.0,15.132745950421556
-44,-44,-28,-41,0.0,2.0,13.0,19.849433241279208,2.0,15.132745950421556
-46,-43,-28,-41,0.0,2.0,13.0,19.849433241279208,2.0,15.132745950421556
-42,-43,-28,-41,0.0,2.0,13.0,19.849433241279208,2.0,15.132745950421556
-44,-43,-28,-40,0.0,2.0,13.0,19.849433241279208,2.0,15.132745950421556
-45,-44,-27,-41,0.0,2.0,13.0,19.849433241279208,2.0,15.132745950421556
-45,-44,-25,-41,0.0,2.0,13.0,19.849433241279208,2.0,15.132745950421556
-44,-44,-26,-41,0.0,2.0,13.0,19.849433241279208,2.0,15.132745950421556
-44,-43,-25,-41,0.0,2.0,13.0,19.849433241279208,2.0,15.132745950421556
-45,-43,-29,-41,0.0,2.0,13.0,19.849433241279208,2.0,15.132745950421556
-43,-44,-25,-40,0.0,2.0,13.0,19.849433241279208,2.0,15.132745950421556
-45,-45,-27,-41,0.0,2.0,13.0,19.849433241279208,2.0,15.132745950421556
-44,-45,-29,-41,0.0,2.0,13.0,19.849433241279208,2.0,15.132745950421556
-44,-44,-26,-40,0.0,2.0,13.0,19.849433241279208,2.0,15.132745950421556
-43,-44,-27,-40,0.0,2.0,13.0,19.849433241279208,2.0,15.132745950421556
-45,-44,-26,-41,0.0,2.0,13.0,19.849433241279208,2.0,15.132745950421556
-43,-44,-25,-41,0.0,2.0,13.0,19.849433241279208,2.0,15.132745950421556
-43,-45,-29,-41,0.0,2.0,13.0,19.849433241279208,2.0,15.132745950421556
-44,-44,-26,-40,0.0,2.0,13.0,19.849433241279208,2.0,15.132745950421556
-45,-43,-28,-41,0.0,2.0,13.0,19.849433241279208,2.0,15.132745950421556
-43,-44,-29,-41,0.0,2.0,13.0,19.849433241279208,2.0,15.132745950421556
-44,-44,-26,-41,0.0,2.0,13.0,19.849433241279208,2.0,15.132745950421556
-45,-42,-29,-40,0.0,2.0,13.0,19.849433241279208,2.0,15.132745950421556
-44,-43,-25,-40,0.0,2.0,13.0,19.849433241279208,2.0,15.132745950421556
-45,-44,-26,-41,0.0,2.0,13.0,19.849433241279208,2.0,15.132745950421556
-46,-43,-27,-40,0.0,2.0,13.0,19.849433241279208,2.0,15.132745950421556
-43,-44,-28,-41,0.0,2.0,13.0,19.849433241279208,2.0,15.132745950421556
-44,-42,-29,-42,0.0,2.0,13.0,19.849433241279208,2.0,15.132745950421556
-45,-44,-29,-41,0.0,2.0,13.0,19.849433241279208,2.0,15.132745950421556
-44,-44,-25,-40,0.0,2.0,13.0,19.849433241279208,2.0,15.132745950421556
-44,-43,-27,-40,0.0,2.0,13.0,19.849433241279208,2.0,15.132745950421556
-43,-44,-29,-41,0.0,2.0,13.0,19.849433241279208,2.0,15.132745950421556
-43,-43,-26,-40,0.0,2.0,13.0,19.849433241279208,2.0,15.132745950421556
-45,-43,-27,-41,0.0,2.0,13.0,19.849433241279208,2.0,15.132745950421556
-45,-44,-27,-40,0.0,2.0,13.0,19.849433241279208,2.0,15.132745950421556
-45,-44,-27,-41,0.0,2.0,13.0,19.849433241279208,2.0,15.132745950421556
-45,-44,-27,-41,0.0,2.0,13.0,19.849433241279208,2.0,15.132745950421556
-45,-43,-27,-41,0.0,2.0,13.0,19.849433241279208,2.0,15.132745950421556
-44,-44,-27,-41,0.0,2.0,13.0,19.849433241279208,2.0,15.132745950421556
-45,-43,-27,-41,0.0,2.0,13.0,19.849433241279208,2.0,15.132745950421556
-44,-44,-26,-40,0.0,2.0,13.0,19.849433241279208,2.0,15.132745950421556
-43,-43,-27,-40,0.0,2.0,13.0,19.849433241279208,2.0,15.132745950421556
-43,-44,-28,-41,0.0,2.0,13.0,19.849433241279208,2.0,15.132745950421556
-46,-43,-27,-41,0.0,2.0,13.0,19.849433241279208,2.0,15.132745950421556
-41,-44,-27,-39,0.0,2.0,13.0,19.849433241279208,2.0,15.132745950421556
-46,-42,-31,-46,0.0,3.0,12.0,19.209372712298546,3.0,15.297058540778355
-46,-43,-33,-46,0.0,3.0,12.0,19.209372712298546,3.0,15.297058540778355
-46,-43,-32,-46,0.0,3.0,12.0,19.209372712298546,3.0,15.297058540778355
-48,-42,-32,-45,0.0,3.0,12.0,19.209372712298546,3.0,15.297058540778355
-46,-43,-33,-46,0.0,3.0,12.0,19.209372712298546,3.0,15.297058540778355
-46,-42,-32,-46,0.0,3.0,12.0,19.209372712298546,3.0,15.297058540778355
-47,-42,-34,-45,0.0,3.0,12.0,19.209372712298546,3.0,15.297058540778355
-45,-43,-33,-46,0.0,3.0,12.0,19.209372712298546,3.0,15.297058540778355
-47,-42,-31,-46,0.0,3.0,12.0,19.209372712298546,3.0,15.297058540778355
-46,-42,-32,-46,0.0,3.0,12.0,19.209372712298546,3.0,15.297058540778355
-46,-42,-32,-46,0.0,3.0,12.0,19.209372712298546,3.0,15.297058540778355
-47,-42,-30,-46,0.0,3.0,12.0,19.209372712298546,3.0,15.297058540778355
-46,-42,-30,-46,0.0,3.0,12.0,19.209372712298546,3.0,15.297058540778355
-45,-42,-31,-45,0.0,3.0,12.0,19.209372712298546,3.0,15.297058540778355
-46,-42,-31,-45,0.0,3.0,12.0,19.209372712298546,3.0,15.297058540778355
-49,-43,-33,-45,0.0,3.0,12.0,19.209372712298546,3.0,15.297058540778355
-45,-42,-34,-46,0.0,3.0,12.0,19.209372712298546,3.0,15.297058540778355
-45,-41,-35,-45,0.0,3.0,12.0,19.209372712298546,3.0,15.297058540778355
-45,-42,-34,-46,0.0,3.0,12.0,19.209372712298546,3.0,15.297058540778355
-46,-42,-31,-45,0.0,3.0,12.0,19.209372712298546,3.0,15.297058540778355
-46,-42,-30,-45,0.0,3.0,12.0,19.209372712298546,3.0,15.297058540778355
-45,-42,-32,-46,0.0,3.0,12.0,19.209372712298546,3.0,15.297058540778355
-45,-42,-32,-45,0.0,3.0,12.0,19.209372712298546,3.0,15.297058540778355
-47,-43,-33,-45,0.0,3.0,12.0,19.209372712298546,3.0,15.297058540778355
-47,-42,-32,-46,0.0,3.0,12.0,19.209372712298546,3.0,15.297058540778355
-47,-42,-35,-46,0.0,3.0,12.0,19.209372712298546,3.0,15.297058540778355
-48,-41,-30,-46,0.0,3.0,12.0,19.209372712298546,3.0,15.297058540778355
-46,-42,-33,-46,0.0,3.0,12.0,19.209372712298546,3.0,15.297058540778355
-46,-42,-31,-44,0.0,3.0,12.0,19.209372712298546,3.0,15.297058540778355
-48,-41,-34,-45,0.0,3.0,12.0,19.209372712298546,3.0,15.297058540778355
-46,-43,-32,-46,0.0,3.0,12.0,19.209372712298546,3.0,15.297058540778355
-45,-42,-31,-45,0.0,3.0,12.0,19.209372712298546,3.0,15.297058540778355
-46,-43,-32,-46,0.0,3.0,12.0,19.209372712298546,3.0,15.297058540778355
-47,-42,-30,-46,0.0,3.0,12.0,19.209372712298546,3.0,15.297058540778355
-47,-41,-31,-46,0.0,3.0,12.0,19.209372712298546,3.0,15.297058540778355
-48,-42,-30,-46,0.0,3.0,12.0,19.209372712298546,3.0,15.297058540778355
-47,-42,-30,-46,0.0,3.0,12.0,19.209372712298546,3.0,15.297058540778355
-46,-41,-31,-45,0.0,3.0,12.0,19.209372712298546,3.0,15.297058540778355
-45,-42,-32,-45,0.0,3.0,12.0,19.209372712298546,3.0,15.297058540778355
-46,-42,-30,-45,0.0,3.0,12.0,19.209372712298546,3.0,15.297058540778355
-46,-42,-31,-45,0.0,3.0,12.0,19.209372712298546,3.0,15.297058540778355
-46,-42,-36,-45,0.0,3.0,12.0,19.209372712298546,3.0,15.297058540778355
-46,-42,-31,-45,0.0,3.0,12.0,19.209372712298546,3.0,15.297058540778355
-46,-41,-32,-45,0.0,3.0,12.0,19.209372712298546,3.0,15.297058540778355
-47,-43,-35,-46,0.0,3.0,12.0,19.209372712298546,3.0,15.297058540778355
-45,-42,-31,-46,0.0,3.0,12.0,19.209372712298546,3.0,15.297058540778355
-48,-41,-34,-44,0.0,3.0,12.0,19.209372712298546,3.0,15.297058540778355
-45,-43,-31,-46,0.0,3.0,12.0,19.209372712298546,3.0,15.297058540778355
-46,-42,-31,-45,0.0,3.0,12.0,19.209372712298546,3.0,15.297058540778355
-47,-42,-30,-45,0.0,3.0,12.0,19.209372712298546,3.0,15.297058540778355
-46,-43,-33,-46,0.0,3.0,12.0,19.209372712298546,3.0,15.297058540778355
-46,-42,-33,-45,0.0,3.0,12.0,19.209372712298546,3.0,15.297058540778355
-46,-42,-33,-46,0.0,3.0,12.0,19.209372712298546,3.0,15.297058540778355
-47,-43,-31,-46,0.0,3.0,12.0,19.209372712298546,3.0,15.297058540778355
-48,-43,-32,-46,0.0,3.0,12.0,19.209372712298546,3.0,15.297058540778355
-46,-42,-33,-46,0.0,3.0,12.0,19.209372712298546,3.0,15.297058540778355
-47,-42,-31,-44,0.0,3.0,12.0,19.209372712298546,3.0,15.297058540778355
-48,-43,-33,-46,0.0,3.0,12.0,19.209372712298546,3.0,15.297058540778355
-48,-42,-35,-46,0.0,3.0,12.0,19.209372712298546,3.0,15.297058540778355
-44,-43,-34,-45,0.0,3.0,12.0,19.209372712298546,3.0,15.297058540778355
-48,-42,-31,-45,0.0,3.0,12.0,19.209372712298546,3.0,15.297058540778355
-45,-42,-34,-44,0.0,3.0,12.0,19.209372712298546,3.0,15.297058540778355
-48,-43,-33,-45,0.0,3.0,12.0,19.209372712298546,3.0,15.297058540778355
-45,-42,-32,-45,0.0,3.0,12.0,19.209372712298546,3.0,15.297058540778355
-46,-42,-32,-46,0.0,3.0,12.0,19.209372712298546,3.0,15.297058540778355
-45,-43,-32,-45,0.0,3.0,12.0,19.209372712298546,3.0,15.297058540778355
-46,-42,-34,-45,0.0,3.0,12.0,19.209372712298546,3.0,15.297058540778355
-47,-42,-32,-45,0.0,3.0,12.0,19.209372712298546,3.0,15.297058540778355
-46,-42,-33,-45,0.0,3.0,12.0,19.209372712298546,3.0,15.297058540778355
-46,-42,-31,-46,0.0,3.0,12.0,19.209372712298546,3.0,15.297058540778355
-46,-42,-31,-46,0.0,3.0,12.0,19.209372712298546,3.0,15.297058540778355
-46,-43,-32,-45,0.0,3.0,12.0,19.209372712298546,3.0,15.297058540778355
-45,-41,-33,-46,0.0,3.0,12.0,19.209372712298546,3.0,15.297058540778355
-46,-43,-32,-46,0.0,3.0,12.0,19.209372712298546,3.0,15.297058540778355
-47,-42,-32,-46,0.0,3.0,12.0,19.209372712298546,3.0,15.297058540778355
-45,-41,-32,-45,0.0,3.0,12.0,19.209372712298546,3.0,15.297058540778355
-47,-43,-32,-45,0.0,3.0,12.0,19.209372712298546,3.0,15.297058540778355
-45,-41,-33,-46,0.0,3.0,12.0,19.209372712298546,3.0,15.297058540778355
-46,-41,-33,-45,0.0,3.0,12.0,19.209372712298546,3.0,15.297058540778355
-46,-42,-32,-45,0.0,3.0,12.0,19.209372712298546,3.0,15.297058540778355
-47,-42,-31,-44,0.0,3.0,12.0,19.209372712298546,3.0,15.297058540778355
-47,-42,-32,-46,0.0,3.0,12.0,19.209372712298546,3.0,15.297058540778355
-45,-42,-33,-45,0.0,3.0,12.0,19.209372712298546,3.0,15.297058540778355
-49,-42,-34,-46,0.0,3.0,12.0,19.209372712298546,3.0,15.297058540778355
-48,-43,-32,-45,0.0,3.0,12.0,19.209372712298546,3.0,15.297058540778355
-47,-43,-35,-46,0.0,3.0,12.0,19.209372712298546,3.0,15.297058540778355
-45,-43,-32,-46,0.0,3.0,12.0,19.209372712298546,3.0,15.297058540778355
-48,-42,-32,-46,0.0,3.0,12.0,19.209372712298546,3.0,15.297058540778355
-46,-43,-31,-46,0.0,3.0,12.0,19.209372712298546,3.0,15.297058540778355
-44,-42,-33,-45,0.0,3.0,12.0,19.209372712298546,3.0,15.297058540778355
-46,-42,-34,-46,0.0,3.0,12.0,19.209372712298546,3.0,15.297058540778355
-47,-41,-31,-46,0.0,3.0,12.0,19.209372712298546,3.0,15.297058540778355
-45,-42,-34,-45,0.0,3.0,12.0,19.209372712298546,3.0,15.297058540778355
-47,-42,-32,-44,0.0,3.0,12.0,19.209372712298546,3.0,15.297058540778355
-47,-42,-31,-46,0.0,3.0,12.0,19.209372712298546,3.0,15.297058540778355
-46,-42,-32,-46,0.0,3.0,12.0,19.209372712298546,3.0,15.297058540778355
-45,-41,-33,-44,0.0,3.0,12.0,19.209372712298546,3.0,15.297058540778355
-48,-42,-32,-46,0.0,3.0,12.0,19.209372712298546,3.0,15.297058540778355
-47,-42,-33,-46,0.0,3.0,12.0,19.209372712298546,3.0,15.297058540778355
-45,-43,-32,-46,0.0,3.0,12.0,19.209372712298546,3.0,15.297058540778355
-41,-40,-32,-44,0.0,4.0,11.0,18.601075237738275,4.0,15.524174696260024
-40,-40,-31,-41,0.0,4.0,11.0,18.601075237738275,4.0,15.524174696260024
-42,-40,-32,-43,0.0,4.0,11.0,18.601075237738275,4.0,15.524174696260024
-42,-40,-32,-43,0.0,4.0,11.0,18.601075237738275,4.0,15.524174696260024
-41,-41,-31,-43,0.0,4.0,11.0,18.601075237738275,4.0,15.524174696260024
-41,-40,-31,-43,0.0,4.0,11.0,18.601075237738275,4.0,15.524174696260024
-40,-41,-32,-42,0.0,4.0,11.0,18.601075237738275,4.0,15.524174696260024
-40,-41,-33,-43,0.0,4.0,11.0,18.601075237738275,4.0,15.524174696260024
-42,-41,-30,-43,0.0,4.0,11.0,18.601075237738275,4.0,15.524174696260024
-41,-40,-31,-43,0.0,4.0,11.0,18.601075237738275,4.0,15.524174696260024
-44,-41,-30,-42,0.0,4.0,11.0,18.601075237738275,4.0,15.524174696260024
-40,-41,-31,-42,0.0,4.0,11.0,18.601075237738275,4.0,15.524174696260024
-41,-40,-31,-42,0.0,4.0,11.0,18.601075237738275,4.0,15.524174696260024
-42,-40,-32,-42,0.0,4.0,11.0,18.601075237738275,4.0,15.524174696260024
-44,-40,-34,-44,0.0,4.0,11.0,18.601075237738275,4.0,15.524174696260024
-41,-40,-33,-43,0.0,4.0,11.0,18.601075237738275,4.0,15.524174696260024
-43,-40,-35,-43,0.0,4.0,11.0,18.601075237738275,4.0,15.524174696260024
