tx_coord,receiver_0,receiver_1,receiver_2,receiver_3,receiver_4,receiver_5,receiver_6,receiver_7,receiver_8,class_label
"(3, 126)",-79.0,-73.0,-60.0,-46.0,-77.0,-77.0,-71.0,-72.0,-55.0,636
"(3, 126)",,,-48.0,,,,,-67.0,-52.0,636
"(3, 126)",-71.0,-66.0,-46.0,-69.0,,-74.0,-77.0,-61.0,-52.0,636
"(3, 126)",,-72.0,,-46.0,,,-73.0,-63.0,,636
"(3, 126)",,,-63.0,-48.0,-80.0,,-69.0,-69.0,-54.0,636
"(3, 126)",-81.0,-59.0,-54.0,-63.0,-71.0,-77.0,-73.0,-65.0,-50.0,636
"(3, 126)",-79.0,-76.0,-69.0,-46.0,-78.0,-77.0,,-65.0,,636
"(3, 126)",,,,-43.0,-75.0,,,,,636
"(3, 126)",-80.0,-76.0,-59.0,-49.0,,-85.0,,-69.0,-53.0,636
"(3, 126)",,-81.0,-63.0,-48.0,,,-77.0,-67.0,-57.0,636
"(3, 126)",,,-52.0,-61.0,-71.0,,,,-46.0,636
"(3, 126)",-71.0,-69.0,-49.0,-62.0,-77.0,-79.0,-71.0,-65.0,-60.0,636
"(3, 126)",,,-68.0,-48.0,-75.0,,-72.0,,,636
"(3, 126)",-75.0,-58.0,-59.0,-61.0,,,-68.0,-68.0,-50.0,636
"(3, 126)",,,-61.0,,,,,-65.0,-51.0,636
"(3, 126)",-68.0,-64.0,-61.0,,-68.0,-71.0,-68.0,,-51.0,636
"(3, 126)",-77.0,-72.0,-54.0,-58.0,,,-76.0,-62.0,-40.0,636
"(3, 126)",-81.0,-73.0,-66.0,-46.0,-90.0,-84.0,-77.0,,-53.0,636
"(3, 126)",,,-62.0,-47.0,,,,-72.0,-52.0,636
"(3, 126)",,,,,,,,-61.0,-48.0,636
"(3, 126)",,,,,,,-73.0,-70.0,-56.0,636
"(3, 126)",,,,-62.0,,-73.0,,,-48.0,636
"(3, 126)",,-77.0,-55.0,-47.0,,,-80.0,,-54.0,636
"(3, 126)",-79.0,-69.0,-59.0,,-86.0,,-77.0,,-53.0,636
"(3, 126)",-76.0,-70.0,-52.0,-56.0,-87.0,-86.0,-78.0,-59.0,-41.0,636
"(3, 126)",,-73.0,-68.0,-47.0,,,-78.0,,-61.0,636
"(3, 126)",,-74.0,-59.0,,-83.0,,-78.0,,-61.0,636
"(3, 126)",,,-63.0,-42.0,,,,,-53.0,636
"(3, 126)",,-73.0,-59.0,-43.0,-80.0,-75.0,-75.0,-58.0,-52.0,636
"(3, 126)",,-74.0,-64.0,-46.0,-77.0,,-68.0,-68.0,-52.0,636
"(3, 126)",,-71.0,-65.0,-49.0,-87.0,,-74.0,-61.0,-53.0,636
"(3, 126)",,-74.0,-62.0,-49.0,,,,-71.0,-52.0,636
"(3, 126)",,,-57.0,-42.0,,,-80.0,-71.0,-49.0,636
"(3, 126)",,-70.0,-52.0,-63.0,-75.0,-77.0,-66.0,,,636
"(3, 126)",,,-56.0,-64.0,-74.0,-78.0,-75.0,-69.0,-50.0,636
"(3, 126)",-81.0,-61.0,-55.0,-62.0,-73.0,-83.0,-72.0,-68.0,-47.0,636
"(3, 126)",,-76.0,,,,,-77.0,,-49.0,636
"(3, 126)",,,-64.0,-49.0,,,,-65.0,-59.0,636
"(3, 126)",,,-60.0,-46.0,,,,,-60.0,636
"(3, 126)",-83.0,,-60.0,,,,-78.0,-68.0,-53.0,636
"(3, 126)",-71.0,-59.0,-56.0,,,,-69.0,-55.0,-49.0,636
"(3, 126)",,,,-46.0,,,-79.0,-65.0,-53.0,636
"(3, 126)",,,,,,,,,-49.0,636
"(3, 126)",,,-58.0,-47.0,,,-75.0,-67.0,-51.0,636
"(3, 126)",-80.0,-66.0,-58.0,-45.0,-79.0,-77.0,-74.0,-71.0,-56.0,636
"(3, 126)",,,-52.0,,,,-78.0,-59.0,-44.0,636
"(3, 126)",,,-55.0,,,,-75.0,-66.0,-57.0,636
"(3, 126)",-76.0,-77.0,-66.0,-47.0,-82.0,-88.0,-72.0,-66.0,-60.0,636
"(3, 126)",,-73.0,-52.0,-43.0,,,,,-43.0,636
"(3, 126)",-74.0,-60.0,-49.0,-67.0,-73.0,-73.0,-74.0,-72.0,-57.0,636
"(3, 126)",,-77.0,-51.0,-52.0,-84.0,-85.0,-76.0,-56.0,-41.0,636
"(3, 126)",-73.0,-59.0,-50.0,-66.0,-71.0,-73.0,-70.0,-67.0,-55.0,636
"(3, 126)",,-74.0,-63.0,,-85.0,-85.0,,-65.0,-63.0,636
"(3, 126)",,,-60.0,-45.0,,,-75.0,-65.0,-53.0,636
"(3, 126)",-77.0,-74.0,-61.0,-48.0,-75.0,-81.0,-75.0,-68.0,-62.0,636
"(3, 126)",,,-56.0,,,-76.0,-74.0,-67.0,-51.0,636
"(3, 126)",-89.0,-78.0,-68.0,,-84.0,,-75.0,,-51.0,636
"(3, 126)",-71.0,-56.0,-56.0,,-71.0,-71.0,-67.0,-65.0,-49.0,636
"(3, 126)",,-67.0,-46.0,-65.0,,,-75.0,-55.0,-52.0,636
"(3, 126)",,,-57.0,-69.0,,,-64.0,-66.0,-42.0,636
"(3, 126)",,-69.0,-68.0,-48.0,-82.0,,-76.0,,,636
"(3, 126)",-82.0,-69.0,-54.0,-65.0,-77.0,-82.0,-62.0,,-45.0,636
"(3, 126)",,,-67.0,,,,-73.0,-74.0,-57.0,636
"(3, 126)",-80.0,-57.0,-56.0,-56.0,-68.0,-66.0,-68.0,-61.0,-51.0,636
"(3, 126)",,-71.0,,-46.0,,,-77.0,,,636
"(3, 126)",-82.0,,,-69.0,-65.0,,,,-48.0,636
"(3, 126)",,,,-47.0,,,,-63.0,,636
"(3, 126)",,,-53.0,-43.0,,,,-61.0,-54.0,636
"(3, 126)",,-59.0,-60.0,-64.0,,,-75.0,-61.0,-49.0,636
"(3, 126)",,-57.0,-56.0,-57.0,-68.0,-69.0,-66.0,-72.0,-50.0,636
"(3, 126)",,,-50.0,-44.0,-88.0,,,-65.0,-43.0,636
"(3, 126)",,,-53.0,-66.0,-69.0,,-66.0,-65.0,-48.0,636
"(3, 126)",-80.0,-71.0,,-50.0,,,,-55.0,-45.0,636
"(3, 126)",-80.0,-74.0,,-43.0,-88.0,,-69.0,-71.0,-49.0,636
"(3, 126)",,-69.0,-53.0,-41.0,-76.0,,-71.0,-60.0,-50.0,636
"(3, 126)",,,,-40.0,,,,,-47.0,636
"(3, 126)",,,-72.0,-49.0,-73.0,-81.0,-71.0,,-62.0,636
"(3, 126)",,-73.0,-52.0,-51.0,,,,-56.0,,636
"(3, 126)",-72.0,-59.0,,,-79.0,,-74.0,-65.0,,636
"(3, 126)",-69.0,-58.0,-49.0,-69.0,-76.0,-79.0,-74.0,-66.0,-54.0,636
"(3, 126)",-73.0,-60.0,-56.0,-62.0,,-71.0,-69.0,,-52.0,636
"(3, 126)",,-78.0,,-48.0,,,,,,636
"(3, 126)",-78.0,-66.0,-55.0,,-79.0,-77.0,-67.0,,-51.0,636
"(3, 126)",,-64.0,-65.0,-45.0,-79.0,-79.0,-74.0,,-58.0,636
"(3, 126)",,-66.0,-63.0,-45.0,,,-71.0,-68.0,-57.0,636
"(3, 126)",,,-57.0,-47.0,,,,-69.0,-52.0,636
"(3, 126)",,,,-64.0,-74.0,,,-71.0,,636
"(3, 126)",-78.0,,-62.0,-48.0,-84.0,,,-68.0,,636
"(3, 126)",-73.0,,-49.0,-63.0,-76.0,-74.0,-73.0,-66.0,,636
"(3, 126)",-80.0,-78.0,-65.0,-50.0,,,-77.0,-63.0,-58.0,636
"(3, 126)",-74.0,-61.0,-55.0,-66.0,-72.0,-73.0,-68.0,-56.0,-50.0,636
"(3, 126)",,,-61.0,-47.0,,,,-68.0,-53.0,636
"(3, 126)",-82.0,-73.0,-63.0,-47.0,-86.0,-83.0,-72.0,-73.0,,636
"(3, 126)",-66.0,-62.0,-56.0,,-69.0,,-69.0,-67.0,-50.0,636
"(3, 126)",-70.0,,-56.0,,-78.0,-84.0,-64.0,,-43.0,636
"(3, 126)",,,-49.0,-69.0,,,-67.0,-64.0,-55.0,636
"(3, 126)",,-79.0,-66.0,-43.0,-87.0,,-82.0,-71.0,-60.0,636
"(3, 126)",,,-60.0,-47.0,,,,,-63.0,636
"(3, 126)",,,,,,,,,-51.0,636
"(3, 126)",,,,,,,-71.0,-68.0,,636
"(3, 126)",-79.0,-67.0,-59.0,-47.0,-86.0,,-70.0,-70.0,-57.0,636
"(3, 126)",-91.0,,,-73.0,-76.0,,,,-54.0,636
"(3, 126)",-83.0,-79.0,-62.0,-47.0,,,-72.0,-69.0,-58.0,636
"(3, 126)",-67.0,,-51.0,-69.0,-69.0,-73.0,,-67.0,-47.0,636
"(3, 126)",-70.0,-69.0,-50.0,-63.0,,,,,-60.0,636
"(3, 126)",,,,-41.0,,,-83.0,,-46.0,636
"(3, 126)",,-73.0,-56.0,-41.0,,,-75.0,,,636
"(3, 126)",,-67.0,-55.0,-69.0,-75.0,,-61.0,-70.0,-45.0,636
"(3, 126)",,-72.0,-59.0,,,,-76.0,,-50.0,636
"(3, 126)",,,,-63.0,,-72.0,,,-61.0,636
"(3, 126)",,,,,,,,-62.0,,636
"(3, 126)",-84.0,-75.0,-59.0,-51.0,,,-73.0,,-58.0,636
"(3, 126)",,,-52.0,-63.0,,,-70.0,-66.0,-48.0,636
"(3, 126)",,,-54.0,-61.0,-70.0,,,-63.0,-51.0,636
"(3, 126)",-79.0,-71.0,,-46.0,,,,-62.0,-56.0,636
"(3, 126)",,-67.0,-63.0,-45.0,,,-76.0,-72.0,-57.0,636
"(3, 126)",,,,-64.0,-75.0,,-74.0,-70.0,-50.0,636
"(3, 126)",-80.0,-70.0,-50.0,-49.0,-84.0,,-70.0,-53.0,-46.0,636
"(3, 126)",-74.0,,-60.0,-48.0,-74.0,,-72.0,,-63.0,636
"(3, 126)",,,,-48.0,,,-75.0,-66.0,,636
"(3, 126)",-80.0,-64.0,-58.0,-46.0,-82.0,-85.0,,-74.0,-53.0,636
"(3, 126)",,-62.0,-50.0,,-71.0,-74.0,-65.0,-68.0,-54.0,636
"(3, 126)",,-72.0,-62.0,,,,,,-55.0,636
"(3, 126)",,,,-69.0,,,-74.0,,-48.0,636
"(3, 126)",-85.0,-79.0,-63.0,-47.0,-89.0,,-73.0,,-52.0,636
"(3, 126)",-83.0,-72.0,-50.0,,,-87.0,-75.0,-60.0,-47.0,636
"(3, 126)",-70.0,-66.0,-47.0,-67.0,,,-71.0,-56.0,-50.0,636
"(3, 126)",,-61.0,,-63.0,-71.0,-76.0,-73.0,-63.0,,636
"(3, 126)",-64.0,-64.0,-48.0,-66.0,,,-72.0,-61.0,-49.0,636
"(3, 126)",,-76.0,-67.0,-46.0,-83.0,,-77.0,-70.0,-55.0,636
"(3, 126)",-73.0,-71.0,-51.0,-63.0,-69.0,,-69.0,-64.0,-47.0,636
"(3, 126)",,,,-69.0,,,-69.0,,,636
"(3, 126)",,,-54.0,-49.0,,,,-70.0,-58.0,636
"(3, 126)",,-75.0,,,-84.0,,-75.0,,-53.0,636
"(3, 126)",-78.0,,-64.0,-46.0,,,-72.0,-68.0,-53.0,636
"(3, 126)",-85.0,-82.0,-60.0,-51.0,,-88.0,,-68.0,-53.0,636
"(3, 126)",,-56.0,,,-73.0,-74.0,,,-50.0,636
"(3, 126)",,-69.0,-58.0,-61.0,-75.0,-72.0,-66.0,,-49.0,636
"(3, 126)",,-67.0,-60.0,-47.0,-73.0,,,-72.0,-58.0,636
"(3, 126)",-73.0,-72.0,-59.0,-44.0,-74.0,,-75.0,-67.0,-59.0,636
"(3, 126)",,-76.0,-62.0,-47.0,,,-71.0,-72.0,-57.0,636
"(3, 126)",,-64.0,-62.0,,-66.0,,,-64.0,,636
"(3, 126)",,,-56.0,-55.0,,,-70.0,-59.0,-42.0,636
"(3, 126)",,-67.0,-58.0,-49.0,,,,-70.0,,636
"(3, 126)",-81.0,,-61.0,-48.0,,,-72.0,-57.0,-55.0,636
"(3, 126)",-80.0,,-57.0,-45.0,-83.0,-78.0,-71.0,,-51.0,636
"(3, 126)",,-69.0,-54.0,-53.0,,,-75.0,-59.0,-42.0,636
"(3, 126)",,,,,-77.0,-76.0,-67.0,,-53.0,636
"(3, 126)",,,,-49.0,,,,,-55.0,636
"(7, 9)",-56.0,-68.0,-74.0,,-39.0,,-73.0,-78.0,,1199
"(7, 9)",-45.0,-42.0,-59.0,,-44.0,-45.0,,,-80.0,1199
"(7, 9)",-42.0,-53.0,-76.0,,-54.0,-57.0,-77.0,,-86.0,1199
"(7, 9)",,,,,-42.0,-54.0,-77.0,,-75.0,1199
"(7, 9)",-46.0,-40.0,-68.0,,-48.0,-50.0,-67.0,-72.0,-66.0,1199
"(7, 9)",-45.0,-60.0,-78.0,,-48.0,-59.0,-72.0,,-72.0,1199
"(7, 9)",-65.0,-57.0,,,-42.0,-61.0,-78.0,-78.0,,1199
"(7, 9)",,,-76.0,-80.0,-42.0,-55.0,-71.0,-86.0,-90.0,1199
"(7, 9)",-53.0,,,,-56.0,-56.0,,-78.0,-63.0,1199
"(7, 9)",-50.0,-50.0,,-73.0,-52.0,-48.0,-62.0,,-63.0,1199
"(7, 9)",-41.0,-48.0,-74.0,,-46.0,-50.0,,,-74.0,1199
"(7, 9)",-45.0,-56.0,-78.0,,-47.0,,-72.0,,-72.0,1199
"(7, 9)",-52.0,-66.0,,,-44.0,-55.0,,,,1199
"(7, 9)",-53.0,,,,-41.0,-55.0,,,,1199
"(7, 9)",-57.0,-45.0,-72.0,-76.0,-53.0,-54.0,-71.0,,-76.0,1199
"(7, 9)",-46.0,-49.0,,,-50.0,-57.0,-69.0,-66.0,,1199
"(7, 9)",-50.0,-64.0,,,-44.0,-52.0,,,-83.0,1199
"(7, 9)",-43.0,-62.0,-74.0,,-48.0,-66.0,,,-78.0,1199
"(7, 9)",-49.0,-53.0,,,-53.0,,-74.0,-76.0,-76.0,1199
"(7, 9)",,-56.0,-69.0,,,-59.0,-72.0,,-76.0,1199
"(7, 9)",-47.0,,-67.0,,-44.0,,,-72.0,-77.0,1199
"(7, 9)",,-53.0,-71.0,-82.0,-43.0,,-76.0,,-74.0,1199
"(7, 9)",-45.0,-65.0,-70.0,,-51.0,-61.0,-73.0,,-78.0,1199
"(7, 9)",,,,,-51.0,-53.0,,,,1199
"(7, 9)",,-67.0,,,-40.0,,,-77.0,,1199
"(7, 9)",-46.0,-59.0,-70.0,,-40.0,-48.0,-78.0,-76.0,-88.0,1199
"(7, 9)",-45.0,-42.0,-77.0,,-40.0,-50.0,-72.0,,-75.0,1199
"(7, 9)",-49.0,-50.0,,,-62.0,-56.0,-70.0,-66.0,-68.0,1199
"(7, 9)",-44.0,,-70.0,,-46.0,-69.0,-71.0,,-77.0,1199
"(7, 9)",-51.0,,-68.0,,-40.0,,-77.0,,-78.0,1199
"(7, 9)",-47.0,,,,-53.0,,,,,1199
"(7, 9)",,,,,,-53.0,,,-65.0,1199
"(7, 9)",-50.0,,-62.0,,-44.0,-44.0,-68.0,-67.0,,1199
"(7, 9)",-52.0,-60.0,-74.0,,-51.0,-54.0,-71.0,-82.0,-74.0,1199
"(7, 9)",-48.0,-46.0,-59.0,-77.0,-55.0,-52.0,-63.0,,-62.0,1199
"(7, 9)",-50.0,,-73.0,,-52.0,,,-75.0,-74.0,1199
"(7, 9)",-54.0,-68.0,-72.0,,-49.0,-59.0,-70.0,-75.0,-83.0,1199
"(7, 9)",-44.0,-42.0,-75.0,,-38.0,-53.0,-73.0,-63.0,-76.0,1199
"(7, 9)",-48.0,-57.0,-80.0,,-39.0,-60.0,-73.0,-77.0,-73.0,1199
"(7, 9)",-41.0,-49.0,-73.0,,-45.0,-51.0,-73.0,-80.0,-87.0,1199
"(7, 9)",-43.0,,,,-43.0,,,,,1199
"(7, 9)",-53.0,,-70.0,,-39.0,,,,-73.0,1199
"(7, 9)",-48.0,-48.0,,,-47.0,-57.0,-71.0,,-74.0,1199
"(7, 9)",-52.0,-48.0,-59.0,,-56.0,-57.0,-64.0,-67.0,-62.0,1199
"(7, 9)",,-51.0,-68.0,,-63.0,-53.0,-71.0,-66.0,-70.0,1199
"(7, 9)",,-58.0,,,-38.0,-52.0,-71.0,-72.0,-73.0,1199
"(7, 9)",-48.0,,,,-40.0,-54.0,,,-83.0,1199
"(7, 9)",-52.0,-54.0,-76.0,,-39.0,-65.0,-77.0,,,1199
"(7, 9)",-52.0,-45.0,-62.0,-79.0,-54.0,-54.0,-64.0,-65.0,-63.0,1199
"(7, 9)",-52.0,-60.0,-67.0,,-43.0,,-78.0,,-70.0,1199
"(7, 9)",-42.0,-66.0,-77.0,,-40.0,-61.0,-73.0,,-85.0,1199
"(7, 9)",-49.0,-46.0,-65.0,-75.0,-60.0,-64.0,-67.0,-68.0,-66.0,1199
"(7, 9)",-46.0,,-70.0,,-48.0,-48.0,-67.0,-69.0,-65.0,1199
"(7, 9)",-44.0,-64.0,,,-48.0,-61.0,-75.0,,,1199
"(7, 9)",-44.0,,-73.0,,-40.0,-65.0,-76.0,-74.0,,1199
"(7, 9)",-43.0,-54.0,,,-53.0,-67.0,-73.0,,,1199
"(7, 9)",-53.0,-57.0,-68.0,,-47.0,-56.0,-72.0,,,1199
"(7, 9)",,-58.0,,,-58.0,,-66.0,,-73.0,1199
"(7, 9)",-50.0,-43.0,-59.0,,-48.0,-44.0,-63.0,-62.0,-79.0,1199
"(7, 9)",,-54.0,-71.0,,-51.0,-54.0,-72.0,,-73.0,1199
"(7, 9)",-54.0,-55.0,,,-38.0,-55.0,-76.0,,-84.0,1199
"(7, 9)",-47.0,-52.0,-74.0,,-45.0,,-71.0,-79.0,-74.0,1199
"(7, 9)",-44.0,-43.0,,,-49.0,-53.0,,,,1199
"(7, 9)",-49.0,,,,,,,,-72.0,1199
"(7, 9)",-47.0,-39.0,-65.0,-76.0,-46.0,-46.0,-68.0,-67.0,-77.0,1199
"(7, 9)",-42.0,,-75.0,,-44.0,-57.0,-75.0,,-86.0,1199
"(7, 9)",-51.0,,-73.0,,,,,-69.0,-72.0,1199
"(7, 9)",,-62.0,-70.0,,-55.0,-57.0,-71.0,,-71.0,1199
"(7, 9)",,,-68.0,,-58.0,,-75.0,-80.0,-80.0,1199
"(7, 9)",,-59.0,-72.0,,-43.0,-57.0,-73.0,-73.0,-73.0,1199
"(7, 9)",,-53.0,,,-39.0,-64.0,-77.0,,-82.0,1199
"(7, 9)",-50.0,-56.0,-79.0,,-38.0,-56.0,-74.0,-72.0,-82.0,1199
"(7, 9)",-45.0,-42.0,,,-56.0,-50.0,,-68.0,-64.0,1199
"(7, 9)",-51.0,-47.0,,,-56.0,-50.0,,-61.0,,1199
"(7, 9)",-57.0,,-74.0,,-41.0,,-77.0,,-77.0,1199
"(7, 9)",,-48.0,-72.0,,,,-73.0,-61.0,,1199
"(7, 9)",-49.0,-65.0,,,-43.0,,,,-79.0,1199
"(7, 9)",,,-77.0,,,-83.0,-69.0,,-69.0,1199
"(7, 9)",-46.0,-43.0,,,-39.0,-56.0,,-69.0,,1199
"(7, 9)",,,-63.0,-70.0,-47.0,,-62.0,,-60.0,1199
"(7, 9)",,-68.0,,,,,,-73.0,,1199
"(7, 9)",-53.0,,,,-47.0,-61.0,-71.0,,,1199
"(7, 9)",-49.0,-49.0,-59.0,-75.0,-48.0,,-66.0,-67.0,-62.0,1199
"(7, 9)",-42.0,-56.0,-67.0,,-50.0,-61.0,-73.0,-75.0,,1199
"(7, 9)",-69.0,-64.0,,,-45.0,-64.0,-75.0,,,1199
"(7, 9)",-54.0,-53.0,,-85.0,-40.0,-55.0,-77.0,-76.0,-72.0,1199
"(7, 9)",-50.0,,-66.0,,,,,,-78.0,1199
"(7, 9)",-50.0,-41.0,-72.0,,-46.0,-49.0,-67.0,-62.0,-61.0,1199
"(7, 9)",-46.0,-46.0,-74.0,,-46.0,-58.0,-72.0,,-77.0,1199
"(7, 9)",-54.0,-52.0,-69.0,,-42.0,,-72.0,-77.0,-71.0,1199
"(7, 9)",-50.0,-54.0,-75.0,,-48.0,-53.0,-72.0,,-72.0,1199
"(7, 9)",-43.0,-59.0,-79.0,,-57.0,,-74.0,-71.0,-80.0,1199
"(7, 9)",-54.0,-57.0,,,-52.0,-53.0,-67.0,,-74.0,1199
"(7, 9)",-51.0,-49.0,-58.0,,-44.0,-44.0,-67.0,,-71.0,1199
"(7, 9)",-47.0,-65.0,,,-47.0,-53.0,,,-73.0,1199
"(7, 9)",,,-73.0,,,-65.0,-77.0,-76.0,,1199
"(7, 9)",,,-66.0,,-56.0,,,,-65.0,1199
"(7, 9)",-41.0,-49.0,-74.0,,-46.0,-56.0,-70.0,,-83.0,1199
"(7, 9)",-42.0,-58.0,-74.0,,,,-71.0,,-77.0,1199
"(7, 9)",-42.0,-53.0,-76.0,,-46.0,-55.0,-79.0,-74.0,,1199
"(7, 9)",-46.0,,,-75.0,-56.0,-52.0,,-65.0,-67.0,1199
"(7, 9)",-53.0,-54.0,-79.0,,-38.0,-64.0,-71.0,-75.0,-78.0,1199
"(7, 9)",-51.0,,,,,-60.0,,,,1199
"(7, 9)",-52.0,-56.0,,,,-57.0,-71.0,,-71.0,1199
"(7, 9)",-59.0,-60.0,-70.0,,-42.0,-54.0,,,,1199
"(7, 9)",-55.0,-45.0,,,-49.0,,-66.0,-67.0,,1199
"(7, 9)",-45.0,-50.0,-74.0,,-54.0,,-73.0,-75.0,,1199
"(7, 9)",-54.0,-59.0,,,-47.0,-58.0,,-75.0,-72.0,1199
"(7, 9)",,,-75.0,,-41.0,,-75.0,,-72.0,1199
"(7, 9)",-64.0,,-68.0,,-62.0,,-69.0,,-75.0,1199
"(7, 9)",,-65.0,-73.0,,,-56.0,-78.0,-81.0,-72.0,1199
"(7, 9)",-53.0,-53.0,-65.0,,-44.0,-48.0,,-70.0,,1199
"(7, 9)",,,-79.0,,,,-71.0,-74.0,-71.0,1199
"(7, 9)",-54.0,-52.0,-64.0,,-56.0,-56.0,-72.0,-69.0,-68.0,1199
"(7, 9)",,-50.0,-74.0,,,-51.0,-76.0,-76.0,-78.0,1199
"(7, 9)",,-41.0,-73.0,,,-53.0,,-67.0,,1199
"(7, 9)",-51.0,,,,-54.0,-56.0,,,-74.0,1199
"(7, 9)",-50.0,-47.0,-69.0,,-49.0,-51.0,-69.0,-64.0,-58.0,1199
"(7, 9)",-50.0,-51.0,-60.0,,-44.0,-45.0,-69.0,-63.0,-70.0,1199
"(7, 9)",,-45.0,-72.0,,-63.0,-53.0,-73.0,-71.0,-66.0,1199
"(7, 9)",-50.0,-49.0,-65.0,,-44.0,-46.0,-63.0,,-60.0,1199
"(7, 9)",,-55.0,-72.0,,-50.0,-51.0,-77.0,,-72.0,1199
"(7, 9)",-44.0,-62.0,-80.0,,-44.0,-59.0,-72.0,-81.0,-78.0,1199
"(7, 9)",,-52.0,-68.0,,,-56.0,-74.0,-80.0,-73.0,1199
"(7, 9)",,-45.0,-59.0,,,,-70.0,-68.0,-80.0,1199
"(7, 9)",-49.0,-53.0,-74.0,,-46.0,,-78.0,,,1199
"(7, 9)",-41.0,,-81.0,,-55.0,-63.0,-72.0,-75.0,-82.0,1199
"(7, 9)",,,-72.0,,-51.0,,-68.0,,-80.0,1199
"(7, 9)",-51.0,,-65.0,,-44.0,,-71.0,-70.0,,1199
"(7, 9)",-57.0,-57.0,-77.0,,-44.0,-63.0,-71.0,,-77.0,1199
"(7, 9)",-46.0,-46.0,-68.0,,-55.0,-52.0,-67.0,-62.0,-58.0,1199
"(7, 9)",-52.0,-60.0,,,-38.0,-54.0,-71.0,,,1199
"(7, 9)",-53.0,-54.0,,,-57.0,-56.0,,,-73.0,1199
"(7, 9)",-53.0,-52.0,-75.0,,-39.0,-53.0,-83.0,-71.0,-81.0,1199
"(7, 9)",,-57.0,-69.0,,-43.0,-52.0,-73.0,-76.0,-71.0,1199
"(7, 9)",-48.0,-69.0,-69.0,,,,-72.0,,-79.0,1199
"(7, 9)",-45.0,-61.0,,,-46.0,-64.0,-76.0,,-83.0,1199
"(7, 9)",,-64.0,,,-41.0,-64.0,,-72.0,,1199
"(7, 9)",-53.0,-62.0,,,-54.0,-50.0,-65.0,,,1199
"(7, 9)",-50.0,-57.0,,,-44.0,,-73.0,-74.0,,1199
"(7, 9)",-52.0,-42.0,-70.0,,-63.0,-51.0,-68.0,,-61.0,1199
"(7, 9)",-49.0,-66.0,-76.0,,-47.0,,-71.0,,-69.0,1199
"(7, 9)",-45.0,-53.0,,,-49.0,,-70.0,,,1199
"(7, 9)",-47.0,,-67.0,-78.0,-44.0,-56.0,-72.0,-64.0,-65.0,1199
"(7, 9)",-53.0,-54.0,-79.0,,-48.0,,-72.0,-77.0,-71.0,1199
"(7, 9)",-57.0,-60.0,-73.0,,-48.0,-61.0,-67.0,,-80.0,1199
"(7, 9)",,,-75.0,,,-49.0,-74.0,-81.0,-79.0,1199
"(7, 9)",-46.0,-44.0,-71.0,,-51.0,-65.0,-76.0,-79.0,-77.0,1199
"(7, 9)",,-49.0,-67.0,,-53.0,-53.0,-70.0,,-73.0,1199
"(7, 9)",-56.0,-63.0,-74.0,-81.0,-39.0,-62.0,-75.0,-78.0,-83.0,1199
"(7, 9)",-51.0,-53.0,-72.0,,-48.0,-57.0,-80.0,,-74.0,1199
"(7, 9)",,,-72.0,,-52.0,-63.0,-68.0,,-83.0,1199
"(7, 9)",-49.0,-41.0,-69.0,,-46.0,,-67.0,-61.0,-61.0,1199
"(7, 9)",-67.0,,,,-50.0,-52.0,-69.0,-69.0,,1199
"(7, 9)",-53.0,,-70.0,,-56.0,-55.0,-70.0,-70.0,-72.0,1199
"(7, 9)",-44.0,,,,-42.0,-57.0,,,,1199
"(7, 9)",-52.0,-66.0,-85.0,,-39.0,-57.0,-73.0,-79.0,-72.0,1199
"(7, 9)",,-58.0,,,-57.0,,,-74.0,,1199
"(7, 9)",,-57.0,-73.0,,-44.0,,-75.0,-70.0,,1199
"(7, 9)",-44.0,-64.0,-73.0,,,-67.0,-70.0,-82.0,-80.0,1199
"(7, 9)",-49.0,-58.0,,,,,,,,1199
"(7, 9)",-60.0,-47.0,,,-43.0,-45.0,-66.0,-66.0,,1199
"(7, 9)",,-57.0,-71.0,,-43.0,-56.0,-72.0,-75.0,-76.0,1199
"(7, 9)",-48.0,-44.0,-58.0,-77.0,-47.0,,-66.0,-65.0,-72.0,1199
"(7, 9)",-51.0,-54.0,-66.0,,-51.0,-58.0,-66.0,,-67.0,1199
"(7, 9)",-53.0,-74.0,-77.0,,-41.0,,-78.0,,-84.0,1199
"(7, 9)",,-43.0,-68.0,,-58.0,-54.0,-67.0,,-76.0,1199
"(7, 9)",,,-68.0,,-48.0,-49.0,,-59.0,-58.0,1199
"(7, 9)",-46.0,-40.0,-67.0,-76.0,-46.0,-46.0,-67.0,,-76.0,1199
"(7, 9)",-51.0,-42.0,-75.0,,-54.0,-53.0,-67.0,,-59.0,1199
"(7, 9)",,-55.0,-68.0,,-46.0,-57.0,-74.0,-81.0,-74.0,1199
"(7, 9)",-53.0,-49.0,-69.0,,-52.0,-48.0,-76.0,-69.0,-66.0,1199
"(7, 9)",-52.0,-46.0,-71.0,-74.0,-52.0,,-66.0,,-63.0,1199
"(7, 9)",-50.0,-43.0,-68.0,,,-50.0,-73.0,-70.0,,1199
"(7, 9)",-51.0,-64.0,,,-46.0,,,-76.0,-73.0,1199
"(7, 9)",-45.0,-56.0,-74.0,,-45.0,-51.0,-72.0,-81.0,-71.0,1199
"(7, 9)",-58.0,,-68.0,,-57.0,-54.0,-72.0,-74.0,-69.0,1199
"(7, 9)",-60.0,-44.0,-66.0,,-50.0,-47.0,,-60.0,-61.0,1199
