,x,ref_sensor,s57,s20,s54,s05,s34,s22,s06,s31,s36,s35
880,0.0,42,-57.0,-54.0,,,,-70.0,,,,
881,0.0,42,,-53.0,,-57.0,,-63.0,,-63.0,-60.0,-77.0
882,0.0,42,-60.0,-47.0,-50.0,-62.0,,-66.0,-68.0,-65.0,-52.0,-71.0
883,0.0,42,-58.0,,-44.0,-54.0,-72.0,,,,-53.0,
884,0.0,42,-56.0,-49.0,-50.0,-54.0,-63.0,-68.0,-60.0,-62.0,-60.0,-64.0
885,0.0,42,-76.0,-52.0,-55.0,,-75.0,-66.0,-63.0,-54.0,,
886,0.0,42,,-52.0,-56.0,-61.0,-74.0,,,-60.0,-66.0,-74.0
887,0.0,42,-73.0,-39.0,-45.0,-64.0,-67.0,-70.0,-64.0,-60.0,-57.0,-72.0
888,0.0,42,-54.0,-61.0,-45.0,-50.0,-62.0,-62.0,-63.0,-57.0,-56.0,-61.0
889,0.0,42,-61.0,-43.0,,,,-67.0,-57.0,-67.0,-72.0,
890,0.0,42,-58.0,,-58.0,,,,,-67.0,,-81.0
891,0.0,42,-52.0,-50.0,-44.0,-60.0,,-66.0,,-66.0,-70.0,-71.0
892,0.0,42,-65.0,-40.0,-47.0,-61.0,,-66.0,-71.0,-63.0,-54.0,-77.0
893,0.0,42,-68.0,-49.0,,-67.0,-77.0,-66.0,,-56.0,-52.0,-79.0
894,0.0,42,-65.0,-49.0,-46.0,-64.0,,,-62.0,-63.0,,-78.0
895,0.0,42,,,-46.0,-60.0,,-68.0,-60.0,-53.0,-72.0,
896,0.0,42,,-47.0,-49.0,-66.0,-76.0,-66.0,-52.0,-64.0,-65.0,-74.0
897,0.0,42,,-56.0,-52.0,-62.0,,-63.0,-60.0,-59.0,,-70.0
898,0.0,42,-70.0,,-53.0,-74.0,-75.0,-57.0,,-72.0,,
899,0.0,42,-63.0,-50.0,-57.0,-79.0,,-65.0,-56.0,-69.0,-72.0,-76.0
900,0.0,42,-64.0,,-57.0,,,-59.0,-54.0,-68.0,-73.0,
901,0.0,42,-61.0,-51.0,-55.0,-73.0,,-60.0,-64.0,,-70.0,-77.0
902,0.0,42,,-39.0,,-60.0,-68.0,-68.0,,-58.0,-57.0,-77.0
903,0.0,42,,,,-67.0,,-70.0,,-54.0,-58.0,-64.0
904,0.0,42,-62.0,-48.0,-53.0,-58.0,,-62.0,-59.0,,-60.0,-72.0
905,0.0,42,-73.0,-43.0,-47.0,-69.0,-72.0,-73.0,,-54.0,-54.0,-64.0
906,0.0,42,,-44.0,-55.0,-67.0,-70.0,,-61.0,-66.0,-59.0,-68.0
907,0.0,42,-73.0,-48.0,-47.0,-59.0,-72.0,,,-56.0,-53.0,-71.0
908,0.0,42,-61.0,-42.0,-49.0,-68.0,,-67.0,,-64.0,-52.0,-67.0
909,0.0,42,-69.0,,-55.0,-57.0,,-73.0,-63.0,-63.0,-58.0,
910,0.0,42,-56.0,-52.0,-53.0,,-72.0,-68.0,-55.0,-60.0,-66.0,-75.0
911,0.0,42,,-52.0,-52.0,-58.0,,-61.0,-67.0,-62.0,-63.0,-68.0
912,0.0,42,,-46.0,,-75.0,,,,,-70.0,-78.0
913,0.0,42,-69.0,-46.0,-46.0,-65.0,,-62.0,-53.0,-65.0,-70.0,-74.0
914,0.0,42,-64.0,,-45.0,-63.0,-69.0,-66.0,-64.0,-55.0,-64.0,-76.0
915,0.0,42,-66.0,-42.0,-49.0,-64.0,,-64.0,,,-67.0,-74.0
916,0.0,42,-67.0,-59.0,,-56.0,,-61.0,-64.0,-61.0,-63.0,-68.0
917,0.0,42,,-46.0,-49.0,-69.0,-77.0,-64.0,-64.0,-75.0,-68.0,-80.0
918,0.0,42,-61.0,-58.0,-62.0,,,,-59.0,-61.0,-55.0,-71.0
919,0.0,42,-58.0,-52.0,-48.0,-54.0,-68.0,-63.0,-55.0,-55.0,-60.0,-64.0
920,0.0,42,,-52.0,,-61.0,,-59.0,-64.0,-53.0,-68.0,-70.0
921,0.0,42,-60.0,-54.0,-47.0,-56.0,-68.0,-72.0,-61.0,-64.0,-56.0,-67.0
922,0.0,42,-60.0,-48.0,-50.0,-62.0,-75.0,,-60.0,-69.0,-58.0,-69.0
923,0.0,42,-60.0,-45.0,-47.0,-68.0,,-58.0,-59.0,-65.0,,-72.0
924,0.0,42,-53.0,-52.0,,-62.0,-72.0,,,,-70.0,-69.0
925,0.0,42,-74.0,-47.0,-45.0,-56.0,-75.0,-69.0,-62.0,-57.0,-54.0,-72.0
926,0.0,42,-60.0,-52.0,-51.0,,,-61.0,-56.0,-68.0,,-81.0
927,0.0,42,,-47.0,-66.0,-78.0,,,-58.0,-66.0,-78.0,-82.0
928,0.0,42,-64.0,-48.0,-52.0,-58.0,-70.0,-59.0,,-62.0,-65.0,-73.0
929,0.0,42,,-49.0,-56.0,-69.0,,-58.0,-65.0,-69.0,-68.0,-74.0
930,0.0,42,-60.0,-46.0,-48.0,-65.0,,-55.0,-62.0,-63.0,-59.0,-74.0
931,0.0,42,-58.0,-45.0,-57.0,,,,,-68.0,-74.0,-79.0
932,0.0,42,-55.0,-46.0,-63.0,-68.0,-70.0,-66.0,,-64.0,-66.0,-59.0
933,0.0,31,-77.0,-55.0,-51.0,-47.0,-71.0,-70.0,,-45.0,-64.0,-69.0
934,0.0,31,-66.0,-53.0,-41.0,-67.0,-64.0,-72.0,-74.0,-50.0,-51.0,-66.0
935,0.0,31,-75.0,-53.0,,,-69.0,-74.0,,-47.0,-59.0,-67.0
936,0.0,31,-69.0,-52.0,-53.0,-49.0,,-70.0,,-41.0,-62.0,-65.0
937,0.0,31,,-47.0,-48.0,-47.0,,-68.0,,-47.0,-52.0,-63.0
938,0.0,31,-69.0,-58.0,-49.0,-50.0,-78.0,-60.0,-63.0,-56.0,-55.0,-68.0
939,0.0,31,,-62.0,-45.0,-55.0,-75.0,-65.0,,-46.0,,
940,0.0,31,-70.0,-49.0,-46.0,-54.0,,-67.0,,-55.0,-51.0,-68.0
941,0.0,31,-67.0,-59.0,,-65.0,-83.0,,-74.0,-49.0,,-75.0
942,0.0,31,-64.0,,-53.0,-50.0,,-64.0,,-46.0,-54.0,-73.0
943,0.0,31,-72.0,-52.0,-44.0,-52.0,-69.0,-72.0,-67.0,-41.0,-59.0,-61.0
944,0.0,31,-64.0,,-54.0,-51.0,-72.0,,-63.0,-44.0,-53.0,-73.0
945,0.0,31,-69.0,,-41.0,,-68.0,-71.0,-76.0,-43.0,-61.0,-66.0
946,0.0,31,-67.0,-53.0,-51.0,,,-66.0,,-53.0,-55.0,
947,0.0,31,,-64.0,-41.0,-50.0,-66.0,,,-45.0,-58.0,
948,0.0,31,-76.0,-44.0,-48.0,-56.0,,-69.0,-73.0,-44.0,-65.0,-72.0
949,0.0,31,,,,-55.0,-75.0,,,-57.0,,-70.0
950,0.0,31,,-60.0,-48.0,-62.0,,-69.0,-66.0,,-57.0,-67.0
951,0.0,31,-64.0,-51.0,-43.0,,-62.0,-79.0,,-46.0,-52.0,
952,0.0,31,-67.0,-45.0,-56.0,-59.0,,-63.0,-67.0,,-70.0,-73.0
953,0.0,31,-71.0,-53.0,-60.0,-46.0,-70.0,-70.0,-75.0,-44.0,-61.0,-65.0
954,0.0,31,-66.0,-48.0,-51.0,-60.0,-71.0,-74.0,,-38.0,-66.0,-80.0
955,0.0,31,,-61.0,-48.0,-65.0,,-62.0,,-60.0,-56.0,-74.0
956,0.0,31,-60.0,,-49.0,,,,,-50.0,-53.0,-72.0
957,0.0,31,-73.0,,-46.0,-52.0,-70.0,,-73.0,-40.0,-60.0,-59.0
958,0.0,31,-59.0,,-45.0,-59.0,-72.0,-58.0,-63.0,,,-70.0
959,0.0,31,,-53.0,-41.0,-56.0,-64.0,-71.0,,-46.0,-56.0,-56.0
960,0.0,31,,,,-54.0,-69.0,,-66.0,-35.0,-61.0,
961,0.0,31,,-56.0,-51.0,-56.0,,,-64.0,-55.0,-56.0,-75.0
962,0.0,31,,-61.0,,,-70.0,,-74.0,,,
963,0.0,31,-71.0,,-53.0,-57.0,-70.0,-66.0,,-48.0,-51.0,-71.0
964,0.0,31,-69.0,-46.0,-55.0,-57.0,-74.0,-67.0,,-45.0,-63.0,-73.0
965,0.0,31,-58.0,-43.0,,-64.0,,-65.0,,-48.0,-48.0,
966,0.0,31,,-48.0,-39.0,-68.0,,,,-44.0,-70.0,
967,0.0,31,-72.0,-62.0,-45.0,-49.0,-69.0,-73.0,,,,-60.0
968,0.0,31,-75.0,-51.0,-44.0,-59.0,-65.0,-68.0,-64.0,-48.0,-49.0,-64.0
969,0.0,31,,-56.0,,,,,,-43.0,,
970,0.0,31,-60.0,-41.0,-47.0,-64.0,-78.0,-68.0,,-49.0,-50.0,
971,0.0,31,-73.0,-54.0,-44.0,-59.0,,-77.0,,-53.0,-55.0,-64.0
972,0.0,31,-68.0,-53.0,-52.0,-63.0,-74.0,-76.0,-70.0,-49.0,,-63.0
973,0.0,31,-68.0,,-39.0,-57.0,-71.0,,,-48.0,-51.0,-70.0
974,0.0,31,-67.0,-49.0,-52.0,-62.0,,-70.0,-63.0,-48.0,-59.0,-70.0
975,0.0,31,-70.0,-46.0,-47.0,-60.0,,-71.0,,-51.0,-67.0,-72.0
976,0.0,31,-68.0,,-40.0,-49.0,-64.0,-76.0,,-46.0,-55.0,-55.0
977,0.0,31,-74.0,-51.0,,-51.0,-68.0,-71.0,,-43.0,-60.0,-64.0
978,0.0,31,-69.0,-66.0,-44.0,-68.0,,-64.0,-70.0,-52.0,,-77.0
979,0.0,31,-68.0,-48.0,-42.0,-61.0,,-68.0,-69.0,,,-70.0
980,0.0,31,-62.0,-41.0,-47.0,-66.0,,-73.0,-71.0,-51.0,-50.0,-67.0
981,0.0,31,-69.0,-51.0,-48.0,-52.0,-75.0,-61.0,-75.0,-57.0,-63.0,-77.0
982,0.0,31,-68.0,-45.0,-43.0,-58.0,,-74.0,,-51.0,-55.0,-74.0
983,0.0,31,,,-57.0,-59.0,,-71.0,-74.0,-47.0,-58.0,-75.0
984,0.0,31,-71.0,-52.0,-46.0,-60.0,,-68.0,-63.0,-45.0,,-67.0
985,0.0,31,-71.0,,,-49.0,-70.0,-61.0,-74.0,-55.0,-57.0,-77.0
986,0.0,31,-74.0,-58.0,-40.0,-53.0,-63.0,-72.0,-72.0,-48.0,-51.0,-59.0
987,0.0,31,-71.0,-41.0,-43.0,-64.0,-65.0,-68.0,-68.0,-52.0,-50.0,-71.0
988,0.0,31,-69.0,-52.0,-42.0,-67.0,-75.0,-76.0,-68.0,-39.0,-63.0,-74.0
989,0.0,31,-71.0,-47.0,-57.0,-70.0,,-74.0,-71.0,-37.0,-58.0,-67.0
990,0.0,31,,-47.0,,-62.0,-69.0,-65.0,-66.0,-45.0,,-74.0
991,0.0,31,-73.0,,-48.0,-60.0,,-66.0,-68.0,-57.0,-50.0,-64.0
992,0.0,31,-71.0,-52.0,-39.0,,,-78.0,-66.0,-44.0,-60.0,-72.0
993,0.0,31,-59.0,-47.0,,,-74.0,-62.0,-68.0,-42.0,-50.0,
994,0.0,31,,,-44.0,-67.0,-78.0,-78.0,-69.0,-39.0,-64.0,-77.0
995,0.0,31,,-50.0,,-46.0,-69.0,-63.0,-69.0,,-56.0,-64.0
996,0.0,31,-68.0,-53.0,,-61.0,,-71.0,-71.0,-47.0,-72.0,-78.0
997,0.0,31,-71.0,-47.0,-45.0,,,-64.0,-63.0,-52.0,-63.0,
998,0.0,31,-71.0,-49.0,-46.0,-58.0,,,,,,
999,0.0,31,-66.0,-50.0,-43.0,,-64.0,-75.0,-71.0,-46.0,-52.0,
1000,0.0,31,-69.0,,-48.0,,-77.0,-78.0,-65.0,-48.0,,
1001,0.0,31,-75.0,,,-60.0,,,,-57.0,-62.0,-67.0
1002,0.0,31,,-55.0,-53.0,-46.0,-68.0,,,-50.0,-52.0,
1003,0.0,31,-75.0,-54.0,-52.0,-62.0,,-66.0,-66.0,-51.0,-66.0,-68.0
1004,0.0,31,-63.0,-48.0,-39.0,-65.0,,-69.0,-66.0,-48.0,-71.0,-75.0
1005,0.0,31,-59.0,-52.0,-52.0,-50.0,,-60.0,-61.0,-48.0,-59.0,-69.0
1006,0.0,31,-66.0,-43.0,-50.0,-61.0,-68.0,-75.0,-77.0,-59.0,-51.0,-64.0
1007,0.0,31,-76.0,-51.0,-45.0,-60.0,-75.0,-70.0,-66.0,-46.0,-74.0,-70.0
1008,0.0,31,-67.0,-57.0,-49.0,-66.0,,-71.0,,-47.0,-64.0,-75.0
1009,0.0,31,-79.0,-62.0,-45.0,-53.0,-69.0,-74.0,-72.0,-44.0,,-60.0
1010,0.0,31,-65.0,-48.0,-45.0,-52.0,-76.0,-72.0,,-45.0,-58.0,-68.0
1011,0.0,31,-67.0,-50.0,-49.0,-56.0,-78.0,,-74.0,-45.0,-56.0,-66.0
1012,0.0,31,-68.0,-52.0,-49.0,-67.0,-73.0,-64.0,-65.0,-52.0,-53.0,-68.0
1013,0.0,31,-69.0,,-55.0,-51.0,,-60.0,-73.0,-52.0,,
1014,0.0,31,-63.0,-52.0,-44.0,-46.0,-67.0,,-69.0,-45.0,-58.0,-64.0
1015,0.0,31,,-48.0,-53.0,-46.0,,-65.0,-67.0,-47.0,-61.0,
1016,0.0,31,,-68.0,,-58.0,-64.0,-75.0,,-51.0,-53.0,
1017,0.0,31,-62.0,,,-64.0,,-69.0,-67.0,-54.0,-60.0,-70.0
1018,0.0,31,-67.0,-46.0,,-62.0,,-69.0,-73.0,-51.0,-52.0,
1019,0.0,31,-69.0,-47.0,-50.0,-46.0,-68.0,,,,-58.0,-62.0
1020,0.0,31,,,-40.0,-51.0,,,,-43.0,-57.0,-63.0
1021,0.0,31,,,,-60.0,-66.0,-75.0,,-50.0,-51.0,-73.0
1022,0.0,31,-65.0,-57.0,-53.0,,,-58.0,-65.0,-53.0,,
1023,0.0,31,,-51.0,-45.0,-46.0,-68.0,-67.0,-67.0,-47.0,-54.0,-65.0
1024,0.0,31,-77.0,-48.0,-47.0,-45.0,-66.0,-76.0,-67.0,-50.0,,-60.0
1025,0.0,31,-67.0,-50.0,-54.0,,-74.0,,-68.0,-53.0,-56.0,-70.0
1026,0.0,31,-68.0,-50.0,-47.0,,-77.0,-69.0,-65.0,-44.0,-69.0,-65.0
1027,0.0,31,,-55.0,,-67.0,-71.0,-65.0,,-56.0,-50.0,-65.0
1028,0.0,31,-68.0,-55.0,,,-74.0,-63.0,,-54.0,,
1029,0.0,31,-73.0,-55.0,-41.0,-60.0,,-74.0,-76.0,-44.0,-58.0,-63.0
1030,0.0,31,,-61.0,-40.0,,-68.0,-74.0,,-45.0,-56.0,-68.0
1031,0.0,31,,-52.0,-42.0,-56.0,-64.0,,,-44.0,-57.0,
1032,0.0,31,-75.0,,,-61.0,,-69.0,-63.0,,-64.0,-74.0
1033,0.0,31,-68.0,-44.0,-42.0,-62.0,-62.0,-72.0,,-50.0,-50.0,-75.0
1034,0.0,31,-72.0,-57.0,-51.0,-59.0,,-70.0,-71.0,-46.0,-54.0,
1035,0.0,31,,-55.0,,,-75.0,-79.0,-72.0,-41.0,-60.0,-61.0
1036,0.0,31,,-56.0,-50.0,-60.0,,-65.0,-63.0,-47.0,-66.0,-74.0
1037,0.0,31,,,-43.0,-51.0,,,-71.0,-43.0,-65.0,-59.0
1038,0.0,31,-72.0,-58.0,,,,-74.0,-77.0,,-61.0,
1039,0.0,31,-72.0,-49.0,-44.0,-63.0,-74.0,-73.0,-70.0,-34.0,-67.0,-77.0
1040,0.0,31,-64.0,-52.0,-43.0,-60.0,,,-67.0,-51.0,-50.0,-63.0
1041,0.0,31,-77.0,,-47.0,-47.0,-65.0,,,-41.0,-60.0,-62.0
1042,0.0,31,-71.0,-44.0,-56.0,-63.0,,-74.0,,-40.0,-61.0,-66.0
1043,0.0,31,-67.0,-58.0,-46.0,,-80.0,-75.0,-69.0,-52.0,-70.0,
1044,0.0,31,-72.0,-53.0,-46.0,-54.0,,-61.0,-76.0,-54.0,-57.0,-71.0
1045,0.0,31,-70.0,-52.0,-49.0,-53.0,,-68.0,,-42.0,-60.0,-72.0
1046,0.0,31,-63.0,-55.0,-40.0,-74.0,,-72.0,,-41.0,-67.0,-73.0
1047,0.0,31,,,,,-74.0,,,-37.0,-55.0,
1048,0.0,31,-66.0,-56.0,-47.0,-65.0,,-73.0,-73.0,-46.0,,-75.0
1049,0.0,31,,-47.0,-56.0,-57.0,,-67.0,-67.0,,-63.0,-74.0
1050,0.0,31,-70.0,-51.0,-56.0,-51.0,-82.0,-61.0,-67.0,-52.0,-66.0,-65.0
1051,0.0,31,,-68.0,-47.0,,,-69.0,,-45.0,-65.0,-77.0
1052,0.0,31,-78.0,-52.0,-51.0,,,-77.0,-74.0,-47.0,-64.0,-60.0
1053,0.0,31,-72.0,-58.0,-48.0,-67.0,,-74.0,-67.0,-42.0,-62.0,-73.0
1054,0.0,31,-68.0,-40.0,,-63.0,-67.0,-77.0,-73.0,-57.0,-54.0,
1055,0.0,31,-68.0,-51.0,,-63.0,,-66.0,-77.0,-37.0,,-73.0
1056,0.0,31,-76.0,,-47.0,-56.0,,,-69.0,-49.0,,
1057,0.0,31,-72.0,-60.0,-41.0,,-71.0,,,-44.0,,-59.0
1058,0.0,31,-72.0,-46.0,,-59.0,,-71.0,,-56.0,,-73.0
1059,0.0,31,,-44.0,-41.0,-67.0,,-79.0,-65.0,-48.0,-52.0,
1060,0.0,31,-80.0,-59.0,-50.0,-49.0,-67.0,-69.0,-75.0,-47.0,-54.0,
1061,0.0,31,,-47.0,-49.0,-62.0,,,,-38.0,-64.0,-72.0
1062,0.0,31,,-64.0,-41.0,-50.0,,-69.0,-73.0,-43.0,-57.0,-64.0
1063,0.0,31,-66.0,-57.0,-42.0,-48.0,-67.0,,-65.0,-48.0,-53.0,-55.0
1064,0.0,31,,-45.0,,-60.0,,-70.0,,-54.0,,-67.0
1065,0.0,31,-75.0,-40.0,-49.0,-58.0,-72.0,-68.0,-70.0,-53.0,-51.0,-64.0
1066,0.0,31,-67.0,,-43.0,,-73.0,-65.0,-64.0,,,-78.0
1067,0.0,31,-71.0,,-47.0,-46.0,-72.0,-65.0,,-49.0,-59.0,-61.0
1068,0.0,31,-68.0,-49.0,-50.0,-49.0,-71.0,-63.0,-69.0,-47.0,-55.0,-68.0
1069,0.0,31,-69.0,-59.0,-52.0,-53.0,-69.0,,,-49.0,-64.0,-69.0
1070,0.0,31,,-56.0,-46.0,-62.0,-72.0,-64.0,-70.0,-50.0,,-72.0
1071,0.0,31,-69.0,-44.0,-52.0,-61.0,,-64.0,-65.0,-50.0,-68.0,-70.0
1072,0.0,31,,-48.0,,-57.0,-73.0,-66.0,-66.0,-45.0,-58.0,-74.0
1073,0.0,31,-58.0,-44.0,-49.0,-66.0,-73.0,-61.0,-67.0,-44.0,-49.0,-76.0
1074,0.0,31,-70.0,-55.0,-59.0,-53.0,,,-67.0,-40.0,-63.0,-65.0
1075,0.0,31,,-40.0,-50.0,-66.0,-72.0,,,-51.0,,-64.0
1076,0.0,31,-71.0,-58.0,-50.0,-60.0,,-74.0,,-46.0,-60.0,
1077,0.0,31,-72.0,-53.0,-52.0,-59.0,-68.0,-65.0,-65.0,-41.0,-55.0,-68.0
1078,0.0,31,-71.0,-46.0,-45.0,-55.0,,-65.0,-66.0,-47.0,-61.0,-66.0
1079,0.0,31,-70.0,-57.0,-48.0,-56.0,,-64.0,,-52.0,-73.0,-66.0
1080,0.0,31,-69.0,-52.0,-54.0,-68.0,,-74.0,,-51.0,-71.0,-70.0
1081,0.0,31,-72.0,-48.0,-49.0,-46.0,-70.0,,-68.0,-48.0,-56.0,-65.0
1082,0.0,31,-71.0,-52.0,-48.0,-69.0,-67.0,-69.0,-65.0,-46.0,,-67.0
1083,0.0,31,,,,-50.0,-70.0,-63.0,-63.0,-45.0,-55.0,-68.0
1084,0.0,31,-69.0,-60.0,-56.0,-52.0,-70.0,-58.0,-67.0,-48.0,-60.0,
1085,0.0,31,-72.0,-56.0,-48.0,-60.0,,-69.0,-63.0,-35.0,-69.0,-69.0
1086,0.0,31,-61.0,,-53.0,,-69.0,,-66.0,-49.0,-74.0,
1087,0.0,31,,,,-58.0,-66.0,-63.0,,-46.0,,-68.0
1088,0.0,31,-69.0,,-45.0,-66.0,,-70.0,-70.0,-42.0,-68.0,-75.0
1089,0.0,31,-69.0,-56.0,-45.0,-66.0,,,-69.0,-55.0,-69.0,-67.0
1090,0.0,31,,-48.0,-49.0,-61.0,,-68.0,-73.0,-47.0,-53.0,-70.0
1091,0.0,31,,,,-50.0,-66.0,-68.0,-71.0,-44.0,-68.0,-67.0
1092,0.0,31,,-62.0,,-45.0,-72.0,-68.0,-71.0,-44.0,-55.0,-66.0
1093,0.0,31,-67.0,,-43.0,-61.0,,-77.0,-69.0,-46.0,-68.0,-75.0
1094,0.0,31,-64.0,-53.0,-60.0,,,-59.0,-68.0,-51.0,-58.0,-69.0
1095,0.0,31,-65.0,-44.0,-41.0,-66.0,-64.0,-71.0,-69.0,-49.0,-51.0,-75.0
1096,0.0,31,-66.0,-48.0,-47.0,,-75.0,-71.0,-69.0,-44.0,,-65.0
1097,0.0,31,,-60.0,-48.0,-54.0,,-65.0,-69.0,-58.0,-54.0,
1098,0.0,31,-69.0,-59.0,-46.0,,,,-63.0,-48.0,-71.0,-65.0
1099,0.0,31,,-62.0,-42.0,-50.0,-61.0,,,,-59.0,-63.0
1100,0.0,31,-68.0,-55.0,-55.0,-63.0,,-73.0,-70.0,-47.0,-69.0,-71.0
1101,0.0,31,-76.0,-54.0,-45.0,-53.0,-70.0,-74.0,-77.0,-41.0,-58.0,
1102,0.0,31,-76.0,-50.0,,,-73.0,-71.0,-72.0,-44.0,-68.0,
1103,0.0,31,-71.0,-48.0,,-58.0,,,-66.0,-44.0,,-69.0
1104,0.0,31,-70.0,,-48.0,,-70.0,,-69.0,,-64.0,-77.0
1105,0.0,31,-72.0,,-47.0,-57.0,-66.0,-69.0,-62.0,-50.0,-48.0,-68.0
1106,0.0,31,,,-45.0,-71.0,-85.0,-73.0,,-47.0,,
1107,0.0,31,,,-49.0,-53.0,-67.0,-77.0,,-49.0,,-59.0
1108,0.0,31,-70.0,-53.0,-53.0,-66.0,-81.0,-74.0,-65.0,-51.0,,-72.0
1109,0.0,31,,,,-51.0,-66.0,,-64.0,-42.0,-53.0,-68.0
1110,0.0,31,-65.0,-53.0,-45.0,,-70.0,-64.0,,-42.0,,
1111,0.0,31,-73.0,-61.0,-54.0,-55.0,,,-67.0,-59.0,-53.0,-67.0
1112,0.0,31,-67.0,-53.0,-52.0,-59.0,-71.0,-67.0,-70.0,-50.0,-63.0,-69.0
1113,0.0,31,-81.0,,-44.0,-58.0,-72.0,-68.0,-65.0,-49.0,-51.0,-67.0
1114,0.0,31,-70.0,-57.0,-46.0,-56.0,,-67.0,-70.0,-56.0,-67.0,-66.0
1115,0.0,31,,,-53.0,-55.0,,,-64.0,-45.0,-62.0,-65.0
1116,0.0,31,-69.0,,-52.0,-56.0,-78.0,-67.0,,-50.0,-59.0,-68.0
1117,0.0,31,-75.0,-43.0,-40.0,-67.0,-66.0,-74.0,-64.0,-46.0,-51.0,
1118,0.0,31,,-57.0,-40.0,-59.0,,,-71.0,-46.0,-59.0,
1119,0.0,31,-71.0,-49.0,-43.0,-68.0,,-72.0,-72.0,-42.0,-61.0,
1120,0.0,31,-73.0,-58.0,-39.0,-51.0,,,-72.0,-47.0,-59.0,-66.0
1121,0.0,31,-72.0,-53.0,-41.0,-60.0,-72.0,-69.0,-73.0,-45.0,-50.0,-63.0
1122,0.0,31,,-53.0,-39.0,-57.0,-69.0,-76.0,,-44.0,-53.0,-64.0
1123,0.0,31,-75.0,-50.0,,-45.0,,-65.0,-69.0,-49.0,-54.0,-63.0
1124,0.0,31,-70.0,-47.0,-48.0,-61.0,,-71.0,-72.0,-56.0,-50.0,-75.0
1125,0.0,31,-71.0,-57.0,-48.0,,,-69.0,-64.0,-52.0,-55.0,-68.0
1126,0.0,31,-69.0,,-52.0,-60.0,-70.0,-65.0,,-50.0,-51.0,-65.0
1127,0.0,31,,-47.0,-49.0,-63.0,-70.0,-61.0,-67.0,-45.0,,
1128,0.0,31,-77.0,-55.0,-44.0,-55.0,,-72.0,-71.0,-44.0,-58.0,-74.0
1129,0.0,31,,,-40.0,-52.0,-70.0,,-67.0,,-65.0,
1130,0.0,31,,-44.0,-38.0,-59.0,,,,-52.0,,-68.0
1131,0.0,31,,-61.0,-43.0,,-68.0,,-69.0,,-59.0,
1132,0.0,31,-76.0,-52.0,-44.0,-54.0,,-69.0,-75.0,-42.0,-53.0,-60.0
1133,0.0,31,-70.0,-50.0,-44.0,,,-73.0,-72.0,-50.0,-56.0,
1134,0.0,31,,,-41.0,-55.0,-67.0,,,,-51.0,-57.0
1135,0.0,31,,,-42.0,-49.0,-71.0,,-78.0,-42.0,-53.0,-61.0
1136,0.0,31,,,,-61.0,,-73.0,,-51.0,-48.0,-63.0
1137,0.0,31,-69.0,-58.0,-54.0,-58.0,-67.0,-62.0,,-59.0,-55.0,-70.0
1138,0.0,31,-64.0,-52.0,-40.0,-62.0,-81.0,-65.0,-69.0,-41.0,-76.0,-80.0
1139,0.0,31,-76.0,-54.0,-42.0,-62.0,-68.0,-76.0,-75.0,-46.0,-69.0,-58.0
1140,0.0,31,-62.0,-59.0,-51.0,-49.0,-74.0,-64.0,-63.0,,-55.0,-73.0
1141,0.0,31,-74.0,-55.0,-48.0,-58.0,-74.0,,,-47.0,-51.0,-74.0
1142,0.0,31,-74.0,,-48.0,-67.0,-77.0,-69.0,-68.0,-57.0,,-72.0
1143,0.0,31,,-48.0,-42.0,-58.0,-64.0,-77.0,,-51.0,-48.0,-72.0
1144,0.0,31,-71.0,-53.0,-41.0,,,-77.0,-73.0,-51.0,-76.0,
1145,0.0,31,-74.0,-53.0,,-56.0,,-67.0,,-56.0,-58.0,
1146,0.0,31,,-58.0,-45.0,-50.0,-74.0,-59.0,-60.0,-52.0,-51.0,-77.0
1147,0.0,31,-79.0,,,,-67.0,-71.0,-73.0,,-53.0,-67.0
1148,0.0,31,,,,-52.0,-69.0,-71.0,,,-60.0,-65.0
1149,0.0,31,-74.0,-61.0,-41.0,-55.0,-63.0,-69.0,-75.0,-45.0,-55.0,-73.0
1150,0.0,31,-79.0,-60.0,,-55.0,-67.0,-80.0,,-44.0,-57.0,-62.0
1151,0.0,31,-66.0,-55.0,-48.0,,-83.0,-78.0,-66.0,-54.0,,-74.0
1152,0.0,31,,-61.0,,-49.0,,-73.0,-74.0,-46.0,,-70.0
1153,0.0,31,,,,-55.0,-72.0,-57.0,,-55.0,-53.0,-68.0
1154,0.0,31,,,-47.0,-64.0,,-65.0,-67.0,,-51.0,
1155,0.0,31,-67.0,-51.0,,-64.0,,-67.0,,-34.0,-64.0,-77.0
1156,0.0,31,-69.0,-47.0,-49.0,,-74.0,-70.0,-73.0,,-65.0,-67.0
1157,0.0,31,,,-76.0,-51.0,-72.0,-59.0,,-48.0,-61.0,-70.0
1158,0.0,31,-77.0,-56.0,-42.0,,,-73.0,-72.0,-47.0,-53.0,-56.0
1159,0.0,31,-62.0,-50.0,-50.0,-64.0,,,-65.0,-42.0,,-76.0
1160,0.0,31,,-54.0,-45.0,-48.0,,,-72.0,-45.0,-61.0,-65.0
1161,0.0,31,,,,-60.0,,-66.0,,-39.0,-59.0,-73.0
1162,0.0,31,,-56.0,-47.0,-58.0,-74.0,,,-49.0,,-65.0
1163,0.0,31,-69.0,,,-68.0,,,-64.0,-42.0,,-75.0
1164,0.0,31,-69.0,,-47.0,-61.0,,,,-44.0,-67.0,-74.0
