,x,ref_sensor,s57,s20,s54,s05,s34,s22,s06,s31,s36,s35
18465,12.0,54,-74.0,-66.0,-46.0,-71.0,-77.0,-80.0,-71.0,,-64.0,-82.0
18466,12.0,54,-74.0,,-40.0,,,-70.0,-73.0,-50.0,-53.0,-73.0
18467,12.0,54,-80.0,-52.0,-45.0,-63.0,,-79.0,,-54.0,-58.0,-74.0
18468,12.0,54,,,,,,,-67.0,,,
18469,12.0,54,-76.0,-51.0,,-60.0,-61.0,-79.0,,-61.0,-62.0,-65.0
18470,12.0,54,-67.0,-57.0,-43.0,-66.0,-84.0,,-67.0,-57.0,-72.0,
18471,12.0,54,,-46.0,-42.0,-58.0,-67.0,-73.0,,-48.0,-57.0,-71.0
18472,12.0,54,,,-51.0,-68.0,-69.0,-72.0,-65.0,-48.0,-60.0,
18473,12.0,54,,-54.0,-51.0,-62.0,,,-76.0,,-51.0,-71.0
18474,12.0,54,,,-44.0,,,-74.0,-71.0,-54.0,-57.0,-68.0
18475,12.0,54,-70.0,,-53.0,-69.0,-64.0,,-70.0,-66.0,-62.0,-69.0
18476,12.0,54,,-52.0,-43.0,-69.0,-69.0,-82.0,-73.0,-54.0,-52.0,-65.0
18477,12.0,54,-66.0,-50.0,-48.0,,-78.0,-67.0,-73.0,-58.0,-66.0,-74.0
18478,12.0,54,-69.0,-52.0,-45.0,-55.0,,,-73.0,-49.0,-59.0,-69.0
18479,12.0,54,-76.0,-51.0,-43.0,-55.0,-66.0,-71.0,-67.0,-46.0,-57.0,-65.0
18480,12.0,54,-71.0,-58.0,-42.0,-59.0,-60.0,,,-55.0,-52.0,-61.0
18481,12.0,54,-75.0,-47.0,-41.0,-56.0,-66.0,-76.0,-70.0,-44.0,,-63.0
18482,12.0,54,,-43.0,-45.0,,,-74.0,-75.0,,-63.0,-70.0
18483,12.0,54,-77.0,-61.0,,-70.0,-82.0,,,-47.0,-66.0,-78.0
18484,12.0,54,-69.0,-58.0,,-65.0,-70.0,-77.0,-73.0,-63.0,-63.0,-69.0
18485,12.0,54,-79.0,,-45.0,-69.0,-73.0,-79.0,-74.0,-48.0,-60.0,-74.0
18486,12.0,54,-73.0,-62.0,-42.0,-63.0,-69.0,-78.0,-74.0,-62.0,-56.0,-65.0
18487,12.0,54,,-54.0,-51.0,-65.0,-63.0,,,-55.0,-58.0,-62.0
18488,12.0,54,-64.0,,,-68.0,,,-65.0,,-61.0,-68.0
18489,12.0,54,-63.0,,-41.0,,,-72.0,,-50.0,,
18490,12.0,54,,,-48.0,-66.0,-58.0,,,-67.0,-60.0,-71.0
18491,12.0,54,-69.0,,,,-73.0,-68.0,,,-67.0,-76.0
18492,12.0,54,-69.0,-61.0,-42.0,-65.0,-68.0,-78.0,-74.0,-60.0,-54.0,-65.0
18493,12.0,54,,-53.0,-48.0,-67.0,-71.0,-73.0,,-52.0,-61.0,-74.0
18494,12.0,54,-71.0,-56.0,-52.0,-67.0,,-73.0,-63.0,-47.0,-65.0,
18495,12.0,54,-63.0,-47.0,-42.0,-73.0,,-70.0,-70.0,-52.0,,-73.0
18496,12.0,54,-70.0,-62.0,-46.0,-67.0,-62.0,-83.0,-76.0,-52.0,-54.0,-62.0
18497,12.0,54,,-45.0,-48.0,-66.0,-79.0,-75.0,-68.0,-48.0,-58.0,-76.0
18498,12.0,54,-66.0,-61.0,-44.0,,-69.0,-74.0,,-54.0,-63.0,
18499,12.0,54,-78.0,-56.0,-48.0,-69.0,,-78.0,,-44.0,,
18500,12.0,54,-62.0,,,-72.0,-72.0,-68.0,-67.0,,-64.0,-69.0
18501,12.0,54,-62.0,-50.0,,-64.0,,-73.0,,-51.0,-61.0,-69.0
18502,12.0,54,-70.0,-63.0,-52.0,-69.0,,-74.0,-68.0,-47.0,-57.0,-73.0
18503,12.0,54,-75.0,,-48.0,-71.0,-58.0,-75.0,-69.0,-61.0,-70.0,-69.0
18504,12.0,54,-71.0,-56.0,-45.0,-59.0,,-72.0,-68.0,-51.0,-62.0,-72.0
18505,12.0,54,-70.0,,,-71.0,,,-67.0,-46.0,-66.0,-73.0
18506,12.0,54,,-45.0,-44.0,-64.0,-81.0,-75.0,-66.0,-50.0,-67.0,-74.0
18507,12.0,54,-77.0,-47.0,-49.0,-66.0,-59.0,-80.0,,-59.0,-67.0,-70.0
18508,12.0,54,-74.0,-53.0,-42.0,-58.0,-63.0,,-65.0,-49.0,-57.0,-67.0
18509,12.0,54,-78.0,-52.0,-41.0,-62.0,-75.0,,,-52.0,-68.0,-72.0
18510,12.0,54,-66.0,,-49.0,,-77.0,,-79.0,-43.0,,
18511,12.0,54,,,,-64.0,-77.0,,,-54.0,-66.0,-70.0
18512,12.0,54,-68.0,-48.0,,-61.0,-73.0,-74.0,-68.0,-47.0,-63.0,-71.0
18513,12.0,54,-71.0,-61.0,-42.0,-61.0,-67.0,-72.0,-66.0,-46.0,-62.0,-69.0
18514,12.0,54,-74.0,-58.0,-40.0,,,-77.0,-68.0,-57.0,-52.0,
18515,12.0,54,-68.0,-52.0,-39.0,-56.0,-68.0,-76.0,,-46.0,-57.0,-74.0
18516,12.0,54,-63.0,,,,,,,,,
18517,12.0,54,-73.0,-52.0,-44.0,-70.0,-67.0,-74.0,-75.0,-52.0,-64.0,-67.0
18518,12.0,54,-71.0,-58.0,-42.0,-64.0,-64.0,-79.0,-75.0,-61.0,-64.0,-61.0
18519,12.0,54,-71.0,-49.0,-50.0,,-58.0,-80.0,-71.0,-51.0,-59.0,
18520,12.0,54,-73.0,-69.0,-41.0,-66.0,-66.0,-73.0,-69.0,-47.0,-61.0,
18521,12.0,54,-78.0,-53.0,-43.0,-70.0,,-71.0,-63.0,-53.0,-68.0,-72.0
18522,12.0,54,-71.0,-57.0,-44.0,-65.0,-65.0,-76.0,-73.0,-61.0,-57.0,-60.0
18523,12.0,54,-71.0,,,-65.0,-66.0,-75.0,,-53.0,-55.0,-73.0
18524,12.0,54,-78.0,-68.0,-48.0,-65.0,,-76.0,-71.0,-64.0,-55.0,-64.0
18525,12.0,54,-62.0,-48.0,-39.0,-70.0,,-72.0,-70.0,-53.0,-71.0,
18526,12.0,54,-71.0,-62.0,-43.0,-70.0,-63.0,-67.0,,-62.0,-66.0,-76.0
18527,12.0,54,-73.0,-66.0,-48.0,-65.0,,-72.0,-67.0,,-59.0,-67.0
18528,12.0,54,,-60.0,-42.0,,-70.0,,,-63.0,-57.0,
18529,12.0,54,,-56.0,-45.0,-58.0,-57.0,-76.0,-69.0,-63.0,-56.0,-70.0
18530,12.0,54,-78.0,-52.0,-45.0,-67.0,,-85.0,,-56.0,-65.0,-70.0
18531,12.0,54,-77.0,,-42.0,,,-67.0,-71.0,-62.0,-60.0,
18532,12.0,54,-66.0,-58.0,-46.0,-59.0,,-73.0,-74.0,-50.0,,-71.0
18533,12.0,54,-62.0,-46.0,-40.0,-68.0,,-71.0,,-56.0,-73.0,-68.0
18534,12.0,54,-72.0,-51.0,-41.0,-57.0,-62.0,-71.0,-63.0,-52.0,-58.0,-63.0
18535,12.0,54,-71.0,-54.0,-42.0,-62.0,-74.0,-73.0,-75.0,-45.0,-57.0,-68.0
18536,12.0,54,-67.0,-50.0,-44.0,,,-73.0,-72.0,-48.0,,-59.0
18537,12.0,54,-71.0,-54.0,,,,-70.0,-71.0,-53.0,-64.0,
18538,12.0,54,-79.0,-63.0,-44.0,-70.0,-69.0,-73.0,-63.0,-48.0,-64.0,-72.0
18539,12.0,54,-68.0,,-50.0,-72.0,-66.0,,-75.0,-61.0,-64.0,-67.0
18540,12.0,54,-79.0,-54.0,-50.0,-58.0,-57.0,-79.0,-71.0,-53.0,-56.0,-70.0
18541,12.0,54,-67.0,,-44.0,,-71.0,-69.0,,,-56.0,-71.0
18542,12.0,54,-66.0,-52.0,-51.0,,,-73.0,-69.0,-55.0,-77.0,
18543,12.0,54,-67.0,-53.0,-51.0,-63.0,-67.0,,,-55.0,-69.0,-74.0
18544,12.0,54,,-60.0,,-66.0,,-73.0,,,-51.0,-76.0
18545,12.0,54,,-51.0,-45.0,-61.0,-67.0,-78.0,-74.0,-62.0,,-68.0
18546,12.0,54,-76.0,-58.0,-39.0,-56.0,,-69.0,-73.0,-44.0,-64.0,-66.0
18547,12.0,54,-69.0,,-53.0,,-71.0,-73.0,,-54.0,-52.0,-76.0
18548,12.0,54,-75.0,-55.0,-44.0,-58.0,,-73.0,-77.0,-61.0,-61.0,-67.0
18549,12.0,54,-74.0,-52.0,-44.0,-68.0,-67.0,-76.0,,-64.0,-62.0,-79.0
18550,12.0,54,-68.0,-60.0,-55.0,-70.0,-80.0,-73.0,-67.0,,-59.0,-74.0
18551,12.0,54,-75.0,-58.0,-41.0,,,-81.0,-76.0,-52.0,-67.0,-76.0
18552,12.0,54,-65.0,-48.0,-40.0,-58.0,-60.0,-75.0,-74.0,-48.0,-59.0,-66.0
18553,12.0,54,-75.0,-63.0,-39.0,-65.0,,,,,-56.0,-71.0
18554,12.0,54,,,-53.0,,-61.0,-81.0,,-59.0,-66.0,-73.0
18555,12.0,54,-73.0,-59.0,-41.0,-68.0,-66.0,-79.0,-75.0,-59.0,-55.0,-66.0
18556,12.0,54,,-50.0,-37.0,-56.0,-65.0,,,-47.0,-58.0,-63.0
18557,12.0,54,-71.0,-56.0,,,,-78.0,,-48.0,,
18558,12.0,54,,-61.0,-48.0,-69.0,-62.0,,-76.0,-60.0,-57.0,-68.0
18559,12.0,54,,,,-64.0,-66.0,-77.0,,-57.0,-57.0,-65.0
18560,12.0,54,-65.0,-49.0,-44.0,-64.0,,-73.0,,-47.0,-57.0,-74.0
18561,12.0,54,,-55.0,-39.0,-58.0,-64.0,-69.0,,-45.0,-58.0,-64.0
18562,12.0,54,,,-45.0,,,,,-50.0,-67.0,-75.0
18563,12.0,54,-64.0,-51.0,-39.0,,,-74.0,-70.0,-49.0,,-61.0
18564,12.0,54,-75.0,-56.0,-41.0,-58.0,,-69.0,,-48.0,-58.0,-69.0
18565,12.0,54,-72.0,-53.0,-41.0,,-58.0,,-67.0,-61.0,-55.0,
18566,12.0,54,,-57.0,-48.0,-63.0,,,,-53.0,-64.0,-72.0
18567,12.0,54,,-48.0,-49.0,-69.0,-72.0,-71.0,,-58.0,-58.0,-73.0
18568,12.0,54,-66.0,,-50.0,-68.0,,-82.0,-75.0,-42.0,,-74.0
18569,12.0,54,-68.0,-52.0,-52.0,-68.0,-67.0,-70.0,,-57.0,,
18570,12.0,54,-63.0,-52.0,-40.0,-66.0,-70.0,-73.0,-69.0,-48.0,-60.0,-67.0
18571,12.0,54,,-51.0,-47.0,,-66.0,-76.0,,-57.0,-53.0,-62.0
18572,12.0,54,,-44.0,-41.0,,-60.0,,,-49.0,-64.0,
18573,12.0,54,-62.0,-51.0,,-69.0,,,,-51.0,,-68.0
18574,12.0,54,-80.0,,-41.0,-70.0,,-67.0,-66.0,-53.0,,-75.0
18575,12.0,54,-81.0,-47.0,-56.0,-69.0,-57.0,-77.0,-75.0,-60.0,-64.0,-70.0
18576,12.0,54,,-61.0,-46.0,-69.0,-79.0,-76.0,-67.0,-49.0,-66.0,-71.0
18577,12.0,54,-62.0,-47.0,-42.0,-76.0,-76.0,-71.0,-71.0,-54.0,-74.0,
18578,12.0,54,-61.0,-48.0,-48.0,-68.0,-67.0,-77.0,-69.0,-51.0,-58.0,-66.0
18579,12.0,54,-80.0,-51.0,-40.0,,-65.0,-74.0,-72.0,-43.0,-57.0,-68.0
18580,12.0,54,-68.0,-55.0,-50.0,-68.0,-72.0,,-69.0,-53.0,-52.0,-75.0
18581,12.0,54,-73.0,-61.0,-40.0,-66.0,,-68.0,-69.0,-63.0,-60.0,
18582,12.0,54,,,-46.0,-61.0,-60.0,-76.0,,-53.0,-61.0,-79.0
18583,12.0,54,-72.0,-51.0,,-66.0,-79.0,-72.0,-69.0,-50.0,-71.0,-71.0
18584,12.0,54,-64.0,-53.0,-47.0,-67.0,,-69.0,-68.0,-51.0,-60.0,-68.0
18585,12.0,54,-72.0,,,-61.0,-77.0,-72.0,,-47.0,,-67.0
18586,12.0,54,,,,-59.0,-73.0,-74.0,-75.0,-43.0,-51.0,-61.0
18587,12.0,54,-73.0,,-42.0,-59.0,,-80.0,-71.0,-55.0,-56.0,
18588,12.0,54,-65.0,-48.0,-42.0,-68.0,-74.0,-76.0,-73.0,,-67.0,-73.0
18589,12.0,54,-74.0,-59.0,-38.0,,-61.0,-68.0,-71.0,,-65.0,-69.0
18590,12.0,54,-76.0,-55.0,-47.0,-66.0,,-76.0,-74.0,-55.0,-61.0,-72.0
18591,12.0,54,-74.0,,-50.0,-65.0,-64.0,-66.0,-75.0,,,-74.0
18592,12.0,54,-73.0,-63.0,-39.0,-63.0,-60.0,-69.0,,-55.0,-58.0,-69.0
18593,12.0,54,,,-38.0,,-65.0,,,-45.0,-58.0,-60.0
18594,12.0,54,-72.0,-46.0,-42.0,,-68.0,-75.0,-71.0,-44.0,-67.0,
18595,12.0,54,,-51.0,-41.0,,,-71.0,-73.0,-53.0,-60.0,-74.0
18596,12.0,54,-70.0,-55.0,-50.0,-61.0,-70.0,-77.0,-67.0,-65.0,-58.0,-75.0
18597,12.0,54,-69.0,-46.0,-39.0,-58.0,-61.0,,-75.0,-46.0,-61.0,-60.0
18598,12.0,54,-73.0,-51.0,-41.0,-68.0,-70.0,-74.0,-73.0,-53.0,-64.0,-66.0
18599,12.0,54,,-53.0,-42.0,-69.0,,-69.0,,-50.0,-68.0,-70.0
18600,12.0,54,-73.0,-58.0,-38.0,-65.0,-72.0,,-76.0,-57.0,-54.0,-67.0
18601,12.0,54,,,-42.0,,-59.0,-83.0,-70.0,-54.0,-54.0,-64.0
18602,12.0,54,-78.0,,,-67.0,-75.0,,-74.0,-45.0,,-77.0
18603,12.0,54,-71.0,-59.0,-52.0,-63.0,-60.0,,,-53.0,-63.0,-72.0
18604,12.0,54,-73.0,,-48.0,-62.0,,-75.0,-68.0,-63.0,-56.0,
18605,12.0,54,-68.0,-58.0,-45.0,-66.0,,-78.0,-71.0,-50.0,,-76.0
18606,12.0,54,-79.0,-54.0,-39.0,-73.0,-68.0,-69.0,-66.0,-61.0,-69.0,-74.0
18607,12.0,54,-67.0,-61.0,-48.0,-69.0,,-78.0,-72.0,-49.0,-66.0,-74.0
18608,12.0,54,-75.0,-51.0,-48.0,-70.0,-59.0,-78.0,-76.0,-54.0,-55.0,-68.0
18609,12.0,54,,,-41.0,,-73.0,,,-53.0,-64.0,-73.0
18610,12.0,54,-76.0,-63.0,,-60.0,,,-71.0,-49.0,,-66.0
18611,12.0,54,-70.0,-57.0,-44.0,-53.0,-74.0,-74.0,-74.0,-45.0,-54.0,-62.0
18612,12.0,54,-75.0,-53.0,-46.0,-59.0,-69.0,-68.0,-67.0,-49.0,,-73.0
18613,12.0,54,-73.0,-57.0,-41.0,-78.0,-66.0,-75.0,,-61.0,-56.0,-66.0
18614,12.0,54,-70.0,-57.0,-42.0,-61.0,,-69.0,-66.0,-46.0,-64.0,-74.0
18615,12.0,54,-72.0,,-54.0,,-67.0,,,-57.0,,-62.0
18616,12.0,54,-76.0,-56.0,-45.0,-64.0,-70.0,-73.0,-81.0,-56.0,,-67.0
18617,12.0,54,,-52.0,-46.0,,-68.0,-79.0,-66.0,,-61.0,-68.0
18618,12.0,54,-70.0,-56.0,-39.0,-68.0,-74.0,-67.0,-74.0,-62.0,,-70.0
18619,12.0,54,-65.0,-53.0,,,-66.0,-70.0,-73.0,-62.0,-60.0,
18620,12.0,54,-73.0,-64.0,-41.0,-65.0,-71.0,-71.0,-69.0,-58.0,-59.0,-72.0
18621,12.0,54,-81.0,-59.0,-38.0,-56.0,-63.0,-70.0,-74.0,-45.0,-70.0,-68.0
18622,12.0,54,-78.0,-55.0,-41.0,-65.0,-57.0,-85.0,-69.0,-52.0,-58.0,
18623,12.0,54,-65.0,,,-69.0,-67.0,,,-56.0,-66.0,-70.0
18624,12.0,54,,-63.0,,,-69.0,,,-58.0,-58.0,-74.0
18625,12.0,54,-76.0,-48.0,-40.0,-53.0,-67.0,,,-44.0,-60.0,-68.0
18626,12.0,54,-71.0,,-51.0,-68.0,,-75.0,-68.0,-46.0,-57.0,-73.0
18627,12.0,54,-71.0,,,-64.0,-69.0,,,-49.0,,
18628,12.0,54,-79.0,-61.0,-51.0,,-69.0,-72.0,-75.0,-57.0,-56.0,-63.0
18629,12.0,54,,,,,-67.0,,,-52.0,,-69.0
18630,12.0,54,-70.0,-54.0,-50.0,-68.0,,-76.0,-73.0,-41.0,-66.0,-70.0
18631,12.0,54,,-51.0,,-63.0,-61.0,-79.0,-81.0,-51.0,-53.0,-60.0
18632,12.0,54,-71.0,,-42.0,-70.0,-78.0,-72.0,-72.0,-47.0,-51.0,-69.0
18633,12.0,54,-74.0,-48.0,,-61.0,,-78.0,,-60.0,-61.0,-75.0
18634,12.0,54,-62.0,,-41.0,-68.0,-72.0,-74.0,-76.0,,-68.0,
18635,12.0,54,,,-47.0,-70.0,-67.0,,,-68.0,-60.0,-75.0
18636,12.0,54,-72.0,,-48.0,-65.0,,-77.0,,,-59.0,-61.0
18637,12.0,54,-65.0,-61.0,-46.0,-55.0,-70.0,-74.0,,-49.0,-55.0,
18638,12.0,54,-71.0,-49.0,-45.0,-63.0,-68.0,-83.0,-69.0,-62.0,-59.0,-78.0
18639,12.0,54,,-53.0,-42.0,-58.0,,-81.0,-68.0,-61.0,-61.0,-71.0
18640,12.0,54,-72.0,-59.0,-42.0,-70.0,,-75.0,-69.0,-51.0,-66.0,-71.0
18641,12.0,54,,-67.0,-43.0,,-67.0,-75.0,-68.0,-53.0,-53.0,-74.0
18642,12.0,54,-70.0,-49.0,-42.0,-60.0,-67.0,-75.0,,-47.0,-53.0,-59.0
18643,12.0,54,-76.0,-48.0,,,-72.0,-71.0,,-45.0,-62.0,-65.0
18644,12.0,54,-73.0,-55.0,-48.0,-68.0,,-75.0,-77.0,-45.0,-68.0,-76.0
18645,12.0,54,-80.0,-45.0,-40.0,-53.0,-69.0,-74.0,-68.0,-47.0,-57.0,-66.0
18646,12.0,54,-67.0,-53.0,-48.0,-74.0,-61.0,-75.0,,,-67.0,-63.0
18647,12.0,54,-65.0,-54.0,-43.0,,-68.0,-72.0,-78.0,-60.0,-60.0,
18648,12.0,54,-81.0,,-47.0,-62.0,-66.0,-74.0,-72.0,-61.0,,-66.0
18649,12.0,54,-63.0,-45.0,-42.0,-68.0,,,,-58.0,-74.0,-69.0
18650,12.0,54,,-59.0,,-66.0,,-75.0,-67.0,-53.0,,-75.0
18651,12.0,54,,-52.0,-39.0,-63.0,,,,-50.0,-64.0,-66.0
18652,12.0,40,,,-55.0,-47.0,-59.0,,,-52.0,-45.0,
18653,12.0,40,-76.0,-63.0,-57.0,-54.0,-49.0,-89.0,-74.0,-59.0,-50.0,
18654,12.0,40,-76.0,-68.0,-57.0,-54.0,,-77.0,-81.0,-61.0,-50.0,-57.0
18655,12.0,40,-77.0,-62.0,-58.0,,-59.0,-77.0,-74.0,-60.0,-52.0,
18656,12.0,40,-79.0,-58.0,,,-66.0,-78.0,,,-48.0,-65.0
18657,12.0,40,-80.0,-64.0,-59.0,-53.0,-48.0,,-76.0,-58.0,-62.0,-56.0
18658,12.0,40,,,,,-55.0,,,,-52.0,
18659,12.0,40,-84.0,,-62.0,-48.0,-53.0,-80.0,-78.0,,-62.0,-60.0
18660,12.0,40,,,,-46.0,-65.0,-76.0,,-58.0,-50.0,-60.0
18661,12.0,40,,-68.0,-60.0,-52.0,-55.0,-79.0,,-53.0,-47.0,-65.0
18662,12.0,40,-83.0,-62.0,-63.0,-54.0,-54.0,-77.0,-78.0,-66.0,-47.0,-62.0
18663,12.0,40,,-62.0,-61.0,,,-78.0,,-52.0,-60.0,-57.0
18664,12.0,40,-75.0,-65.0,-64.0,-58.0,-68.0,-74.0,-77.0,-57.0,-49.0,-61.0
18665,12.0,40,-77.0,-69.0,-58.0,-62.0,,-90.0,-81.0,-63.0,,-67.0
18666,12.0,40,-77.0,-76.0,-62.0,,-57.0,-77.0,-74.0,-55.0,-66.0,-65.0
18667,12.0,40,,,,,-48.0,,-76.0,,,
18668,12.0,40,-79.0,,-68.0,-52.0,-55.0,-83.0,,-48.0,-47.0,-61.0
18669,12.0,40,,,,-63.0,-62.0,-70.0,,-57.0,-51.0,-59.0
18670,12.0,40,,-60.0,-53.0,-45.0,,,-80.0,,,-56.0
18671,12.0,40,-69.0,,-53.0,-45.0,-58.0,-78.0,-76.0,-58.0,-49.0,-59.0
18672,12.0,40,-80.0,-68.0,-54.0,-50.0,,-77.0,-72.0,-46.0,-47.0,-63.0
18673,12.0,40,-79.0,-59.0,-60.0,-45.0,-56.0,-78.0,-78.0,-55.0,-48.0,-54.0
18674,12.0,40,-77.0,-57.0,-50.0,,-57.0,-79.0,-73.0,-51.0,-49.0,-61.0
18675,12.0,40,,-65.0,,-58.0,-56.0,-82.0,-75.0,-50.0,,-67.0
18676,12.0,40,-71.0,-58.0,-49.0,-44.0,,-84.0,-73.0,-61.0,-40.0,
18677,12.0,40,-82.0,-67.0,-52.0,-48.0,-62.0,,-74.0,-61.0,-44.0,-58.0
18678,12.0,40,-76.0,-76.0,-57.0,-61.0,-76.0,,,-54.0,-44.0,-77.0
18679,12.0,40,-78.0,-53.0,-52.0,-50.0,,-80.0,-77.0,,,-61.0
18680,12.0,40,,-62.0,-60.0,-62.0,-66.0,-76.0,-76.0,-54.0,-46.0,-62.0
18681,12.0,40,,-65.0,-57.0,-48.0,,-81.0,,,-58.0,-66.0
18682,12.0,40,,-59.0,-50.0,-54.0,-59.0,,,-57.0,-47.0,
18683,12.0,40,,-65.0,,-49.0,-61.0,-69.0,-73.0,-56.0,-44.0,-55.0
18684,12.0,40,-77.0,,,,-59.0,,,,,
18685,12.0,40,-74.0,-63.0,-52.0,-49.0,-62.0,-80.0,,-67.0,-47.0,-64.0
18686,12.0,40,-71.0,,-64.0,-57.0,-68.0,,-69.0,-53.0,-49.0,
18687,12.0,40,-79.0,,,-53.0,-51.0,,,-52.0,-55.0,-58.0
18688,12.0,40,-79.0,,-63.0,-47.0,-64.0,-90.0,-72.0,-56.0,-53.0,-64.0
18689,12.0,40,-80.0,,-57.0,-46.0,,,,-59.0,,-65.0
18690,12.0,40,,-66.0,,-61.0,-70.0,-82.0,-77.0,,-48.0,-69.0
18691,12.0,40,-76.0,-62.0,-56.0,-50.0,-68.0,-78.0,-74.0,-62.0,-58.0,-65.0
18692,12.0,40,,,-52.0,-57.0,-54.0,,,-61.0,,-58.0
18693,12.0,40,-82.0,-60.0,-60.0,,,-85.0,,-66.0,-58.0,-61.0
18694,12.0,40,,,,-66.0,-57.0,,-73.0,-48.0,-62.0,-65.0
18695,12.0,40,-83.0,-55.0,-59.0,-54.0,-59.0,-73.0,,-59.0,-48.0,-68.0
18696,12.0,40,-77.0,-65.0,-59.0,-55.0,-62.0,-85.0,,-66.0,-63.0,-57.0
18697,12.0,40,-79.0,-60.0,-58.0,-50.0,-65.0,-76.0,-76.0,-60.0,-48.0,-66.0
18698,12.0,40,-77.0,-59.0,-50.0,,,-83.0,-73.0,-55.0,-43.0,
18699,12.0,40,,-62.0,-60.0,-57.0,-57.0,,,-61.0,-58.0,-56.0
18700,12.0,40,-81.0,,-59.0,-52.0,-56.0,-81.0,-76.0,-49.0,-48.0,-61.0
18701,12.0,40,,,,-47.0,,-74.0,,,-43.0,-55.0
18702,12.0,40,-78.0,-65.0,-55.0,-60.0,-55.0,-78.0,,-51.0,-53.0,-57.0
18703,12.0,40,,,-56.0,-54.0,-64.0,,,-74.0,-46.0,-65.0
18704,12.0,40,-78.0,-61.0,-58.0,-52.0,-62.0,-78.0,-73.0,-63.0,-52.0,-60.0
18705,12.0,40,-73.0,-62.0,-54.0,,-59.0,-77.0,,-68.0,-46.0,-58.0
18706,12.0,40,-77.0,-69.0,-61.0,-55.0,,-83.0,-80.0,-67.0,-52.0,
18707,12.0,40,-73.0,-66.0,,,,,-74.0,-55.0,-49.0,-55.0
18708,12.0,40,,-73.0,-61.0,,-51.0,-88.0,,,-59.0,-73.0
18709,12.0,40,-74.0,-69.0,-58.0,-50.0,,,-74.0,-59.0,-50.0,-62.0
18710,12.0,40,-70.0,,-49.0,-49.0,-55.0,-75.0,-68.0,-50.0,-58.0,-65.0
18711,12.0,40,-77.0,-62.0,,-59.0,-57.0,-86.0,,,,-54.0
18712,12.0,40,-74.0,-68.0,-54.0,-52.0,,,-74.0,-50.0,-58.0,-63.0
18713,12.0,40,-79.0,,-47.0,-60.0,,-77.0,-65.0,-48.0,-46.0,-74.0
18714,12.0,40,,-68.0,-58.0,-55.0,,-81.0,-76.0,-47.0,-52.0,-57.0
18715,12.0,40,-83.0,-64.0,,-42.0,-69.0,-75.0,-72.0,-73.0,-55.0,-62.0
18716,12.0,40,,-64.0,-49.0,-65.0,-68.0,-79.0,-75.0,-60.0,-62.0,
18717,12.0,40,,-67.0,,-52.0,-71.0,,,-54.0,-45.0,-69.0
18718,12.0,40,-80.0,-63.0,-54.0,-58.0,-58.0,-79.0,,-54.0,-53.0,-67.0
18719,12.0,40,,-68.0,-61.0,,-57.0,,,-51.0,-54.0,-66.0
18720,12.0,40,-75.0,,-59.0,-52.0,-56.0,-76.0,-80.0,-63.0,-67.0,-69.0
18721,12.0,40,,-70.0,,,-56.0,,,,,-62.0
18722,12.0,40,-79.0,-63.0,-62.0,-56.0,-52.0,-81.0,-79.0,-55.0,-58.0,-63.0
18723,12.0,40,,-68.0,-59.0,-48.0,,,-74.0,-67.0,-54.0,-64.0
18724,12.0,40,-79.0,-67.0,-63.0,-54.0,,-77.0,,-64.0,-48.0,-63.0
18725,12.0,40,-85.0,-64.0,-64.0,-51.0,-52.0,,,-60.0,-49.0,-66.0
18726,12.0,40,,,,-46.0,,,,-64.0,-47.0,-62.0
18727,12.0,40,-78.0,-63.0,-52.0,-51.0,-52.0,-76.0,-79.0,-53.0,-57.0,
18728,12.0,40,,,-61.0,-52.0,-60.0,-82.0,,-53.0,,-62.0
18729,12.0,40,-72.0,,-51.0,-54.0,-53.0,,,-55.0,-56.0,-60.0
18730,12.0,40,,-66.0,-58.0,-44.0,-66.0,,,-65.0,-54.0,-63.0
18731,12.0,40,,,,,-54.0,-80.0,,,,-66.0
18732,12.0,40,-79.0,-62.0,-64.0,-54.0,-56.0,-84.0,,-70.0,-48.0,-56.0
18733,12.0,40,-82.0,-61.0,,-55.0,,-77.0,-75.0,-55.0,-49.0,-54.0
18734,12.0,40,-72.0,-58.0,-54.0,-45.0,-55.0,,-76.0,-68.0,-45.0,-61.0
18735,12.0,40,-79.0,-64.0,,-64.0,-64.0,-82.0,,,-45.0,
18736,12.0,40,-71.0,,-55.0,,-65.0,,-78.0,-56.0,-42.0,-61.0
18737,12.0,40,-81.0,-57.0,-62.0,-50.0,,,-70.0,-58.0,-42.0,-58.0
18738,12.0,40,-74.0,-60.0,,-56.0,-55.0,-79.0,,,-51.0,
18739,12.0,40,,-66.0,-59.0,-50.0,-66.0,-76.0,-74.0,,,-57.0
18740,12.0,40,-75.0,-59.0,-55.0,-49.0,,-78.0,,-63.0,-51.0,
18741,12.0,40,-77.0,-57.0,-53.0,-52.0,-61.0,-78.0,-69.0,-65.0,-45.0,-58.0
18742,12.0,40,-77.0,-61.0,-60.0,-48.0,-59.0,-77.0,-72.0,-61.0,-49.0,-58.0
18743,12.0,40,-84.0,-67.0,-54.0,-48.0,-57.0,-74.0,-77.0,-59.0,-48.0,
18744,12.0,40,,,-59.0,-57.0,,,,,-60.0,-65.0
18745,12.0,40,-78.0,-59.0,-60.0,-50.0,-65.0,-82.0,-72.0,-64.0,-54.0,-56.0
