,x,ref_sensor,s57,s20,s54,s05,s34,s22,s06,s31,s36,s35
43361,8.0,20,-43.0,-35.0,-51.0,-70.0,-79.0,-54.0,,-61.0,-72.0,-73.0
43362,8.0,20,-66.0,-38.0,-55.0,-68.0,,-66.0,-55.0,-59.0,-71.0,-70.0
43363,8.0,20,,-44.0,-45.0,-63.0,-85.0,-59.0,-58.0,-74.0,,-72.0
43364,8.0,20,-67.0,,,,-74.0,-68.0,-65.0,,,-76.0
43365,8.0,20,,-35.0,-58.0,-74.0,,,,-59.0,,-79.0
43366,8.0,20,,-49.0,-55.0,-64.0,,,,-65.0,-65.0,-69.0
43367,8.0,20,,-43.0,-59.0,-70.0,,-69.0,-60.0,-75.0,-73.0,-83.0
43368,8.0,20,-51.0,-47.0,-48.0,-66.0,-74.0,-64.0,-67.0,-73.0,-63.0,-73.0
43369,8.0,20,-55.0,-40.0,-60.0,-72.0,,-63.0,,-75.0,-72.0,-80.0
43370,8.0,20,-56.0,-42.0,-55.0,-74.0,,-62.0,-56.0,-70.0,-69.0,-81.0
43371,8.0,20,,,-55.0,,-77.0,-62.0,,,-76.0,-76.0
43372,8.0,20,,-56.0,-44.0,-65.0,-73.0,-80.0,-60.0,-66.0,-66.0,-78.0
43373,8.0,20,-64.0,,-60.0,-66.0,-83.0,-66.0,-60.0,-76.0,-68.0,
43374,8.0,20,-58.0,,,-69.0,-71.0,-64.0,-66.0,,-58.0,-73.0
43375,8.0,20,-46.0,-48.0,-54.0,-79.0,-78.0,-67.0,-65.0,-77.0,-69.0,-77.0
43376,8.0,20,-56.0,-51.0,,-65.0,,-72.0,-66.0,-61.0,,
43377,8.0,20,-53.0,-53.0,-48.0,-63.0,-75.0,,,,-73.0,-75.0
43378,8.0,20,-56.0,-43.0,,-73.0,-86.0,,,-68.0,-72.0,-76.0
43379,8.0,20,-47.0,-45.0,-50.0,-67.0,,-53.0,-56.0,-63.0,-73.0,-74.0
43380,8.0,20,,,-57.0,-68.0,,,,,-69.0,-80.0
43381,8.0,20,-51.0,-37.0,,-70.0,-80.0,-70.0,-58.0,-62.0,,-78.0
43382,8.0,20,-56.0,-66.0,,,-73.0,-67.0,-63.0,-60.0,-63.0,
43383,8.0,20,-55.0,-39.0,,,-78.0,-56.0,-58.0,,-75.0,
43384,8.0,20,-54.0,-39.0,-61.0,,,-61.0,-55.0,-68.0,-73.0,
43385,8.0,20,-53.0,-45.0,-58.0,-70.0,,-68.0,-69.0,,-72.0,
43386,8.0,20,,-50.0,,-63.0,,,,,-68.0,-72.0
43387,8.0,20,-49.0,-42.0,-45.0,-63.0,-78.0,-70.0,,-62.0,-60.0,
43388,8.0,20,,,,,,,,,,
43389,8.0,20,,-41.0,,-66.0,-75.0,,,-57.0,,-76.0
43390,8.0,20,-57.0,-41.0,-44.0,,,-56.0,-56.0,,,
43391,8.0,20,-57.0,,-45.0,-55.0,-81.0,-69.0,-63.0,-61.0,-68.0,-74.0
43392,8.0,20,-52.0,-44.0,,,,-59.0,-67.0,-69.0,,-84.0
43393,8.0,20,,-49.0,,-63.0,,,-59.0,-69.0,-68.0,-71.0
43394,8.0,20,-53.0,-55.0,-48.0,-65.0,-77.0,-62.0,-58.0,-70.0,,-78.0
43395,8.0,20,,-53.0,-43.0,-61.0,,,-67.0,-61.0,-65.0,-71.0
43396,8.0,20,,-47.0,-49.0,-74.0,,,,,-73.0,
43397,8.0,20,-59.0,-44.0,-58.0,-69.0,,-64.0,-58.0,-72.0,-77.0,-84.0
43398,8.0,20,-43.0,-35.0,,-67.0,,-58.0,-58.0,-61.0,-69.0,
43399,8.0,20,-48.0,,,,,-67.0,-55.0,,,-77.0
43400,8.0,20,-63.0,-38.0,-42.0,-70.0,-83.0,-64.0,-69.0,-68.0,-67.0,-72.0
43401,8.0,20,,,,-59.0,-74.0,-74.0,-67.0,-56.0,-56.0,
43402,8.0,20,-70.0,-58.0,-51.0,-66.0,-81.0,-72.0,,-71.0,,-78.0
43403,8.0,20,-49.0,-39.0,-63.0,,,-67.0,-61.0,-71.0,-67.0,-81.0
43404,8.0,20,,,,,,-74.0,-73.0,,,-75.0
43405,8.0,20,-63.0,,-45.0,-69.0,-74.0,-68.0,-61.0,-69.0,,-83.0
43406,8.0,20,-53.0,-53.0,-49.0,-64.0,-75.0,-62.0,-58.0,-69.0,-69.0,-73.0
43407,8.0,20,-59.0,-43.0,-56.0,,,-59.0,-63.0,-84.0,,
43408,8.0,20,-65.0,-46.0,-45.0,-63.0,-75.0,-66.0,-65.0,-66.0,-59.0,-78.0
43409,8.0,20,-55.0,-52.0,-44.0,-68.0,-75.0,-72.0,-61.0,-58.0,-67.0,-78.0
43410,8.0,20,,,,-62.0,-77.0,-68.0,-68.0,,-63.0,-75.0
43411,8.0,20,-47.0,-42.0,-59.0,-79.0,,-70.0,-66.0,-73.0,,-80.0
43412,8.0,20,-48.0,-36.0,-52.0,-68.0,,-64.0,-51.0,-66.0,-76.0,-82.0
43413,8.0,20,,-46.0,,-77.0,-80.0,-59.0,,-80.0,-82.0,-83.0
43414,8.0,20,-50.0,-38.0,-46.0,-74.0,,-56.0,-61.0,-65.0,,-71.0
43415,8.0,20,,-50.0,,-63.0,-75.0,,-62.0,-67.0,-62.0,-78.0
43416,8.0,20,,-52.0,,-59.0,-78.0,-70.0,-64.0,-62.0,-70.0,-74.0
43417,8.0,20,-61.0,,-47.0,-54.0,,,-58.0,-55.0,,
43418,8.0,20,-59.0,,-51.0,-71.0,,,,-69.0,-70.0,-86.0
43419,8.0,20,-53.0,-48.0,-49.0,,,-58.0,-55.0,-68.0,-65.0,-68.0
43420,8.0,20,-47.0,,,,,-53.0,,-67.0,-74.0,-83.0
43421,8.0,20,-55.0,-39.0,-64.0,-67.0,,-61.0,-66.0,-70.0,-69.0,
43422,8.0,20,-50.0,-45.0,-65.0,-77.0,,-78.0,-57.0,-77.0,-80.0,-79.0
43423,8.0,20,,-40.0,-59.0,-81.0,,-69.0,-64.0,-74.0,,-82.0
43424,8.0,20,-58.0,-41.0,,,,-59.0,-61.0,-71.0,-72.0,
43425,8.0,20,-57.0,-50.0,-44.0,-65.0,-73.0,-74.0,-60.0,-59.0,-65.0,-75.0
43426,8.0,20,-51.0,-39.0,-44.0,-75.0,-85.0,-59.0,-57.0,-72.0,-70.0,-71.0
43427,8.0,20,,-41.0,-48.0,-67.0,,-56.0,-58.0,-64.0,-70.0,-83.0
43428,8.0,20,-49.0,,-53.0,,,-58.0,,,,-76.0
43429,8.0,20,-42.0,-38.0,-58.0,-67.0,,-59.0,-61.0,-65.0,-67.0,-77.0
43430,8.0,20,-61.0,-43.0,-46.0,-55.0,-74.0,-67.0,-61.0,-67.0,-61.0,-76.0
43431,8.0,20,-57.0,-41.0,-45.0,-71.0,-79.0,-59.0,-58.0,-67.0,-70.0,-76.0
43432,8.0,20,-55.0,-46.0,-54.0,-63.0,,-55.0,-58.0,-65.0,-73.0,-74.0
43433,8.0,20,-52.0,-42.0,-51.0,-71.0,,-70.0,-64.0,-63.0,-71.0,-72.0
43434,8.0,20,-67.0,-47.0,-45.0,-60.0,-80.0,-74.0,-72.0,-61.0,-60.0,-78.0
43435,8.0,20,-62.0,-62.0,-44.0,-62.0,-79.0,-69.0,,-61.0,-61.0,-71.0
43436,8.0,20,-54.0,-42.0,-68.0,-71.0,,-60.0,-58.0,-72.0,-75.0,-84.0
43437,8.0,20,-49.0,-47.0,-49.0,-70.0,,-61.0,-68.0,-70.0,-71.0,-85.0
43438,8.0,20,-58.0,-48.0,-46.0,-63.0,-70.0,-74.0,-69.0,-61.0,-61.0,-72.0
43439,8.0,20,,-54.0,-50.0,-74.0,,-73.0,-61.0,-58.0,-60.0,-75.0
43440,8.0,20,-71.0,-58.0,-52.0,-63.0,,-78.0,-72.0,-68.0,-69.0,-77.0
43441,8.0,20,-53.0,-41.0,-48.0,-69.0,-84.0,-69.0,,-74.0,,-79.0
43442,8.0,20,-60.0,-55.0,-46.0,-65.0,,-70.0,-62.0,-65.0,,-76.0
43443,8.0,20,-60.0,-55.0,-63.0,,,-66.0,-72.0,-74.0,,-84.0
43444,8.0,20,-71.0,-46.0,,-60.0,,-64.0,-58.0,-59.0,,-67.0
43445,8.0,20,,,,-59.0,-84.0,-75.0,,,,-71.0
43446,8.0,20,-55.0,-39.0,,-76.0,-83.0,-63.0,-58.0,-65.0,-73.0,-72.0
43447,8.0,20,-69.0,-56.0,-48.0,-67.0,,,,-63.0,-73.0,-73.0
43448,8.0,20,,-38.0,,,,-64.0,-70.0,-65.0,,
43449,8.0,20,-61.0,-44.0,-60.0,-73.0,,-59.0,,-73.0,-73.0,-86.0
43450,8.0,20,,-43.0,-62.0,-74.0,-83.0,-60.0,-61.0,-71.0,-72.0,-80.0
43451,8.0,20,-57.0,-47.0,-50.0,-54.0,,-66.0,-62.0,-57.0,-65.0,-72.0
43452,8.0,20,-58.0,-42.0,,,,-64.0,-56.0,-71.0,,-74.0
43453,8.0,20,-62.0,,-46.0,-70.0,,-72.0,-70.0,-57.0,-76.0,-75.0
43454,8.0,20,-62.0,-48.0,,-68.0,-79.0,-78.0,-61.0,-67.0,-62.0,-80.0
43455,8.0,20,-51.0,-44.0,-48.0,-74.0,,-61.0,,-65.0,-72.0,-82.0
43456,8.0,20,,-47.0,,-79.0,,-60.0,-65.0,,,-85.0
43457,8.0,20,-69.0,-65.0,-48.0,-71.0,,-80.0,-67.0,-67.0,-62.0,-80.0
43458,8.0,20,-60.0,-46.0,-52.0,-77.0,-83.0,-61.0,-58.0,-73.0,,-77.0
43459,8.0,20,,-40.0,,-68.0,,,-74.0,,,-77.0
43460,8.0,20,-53.0,-36.0,-53.0,-65.0,,,-57.0,-68.0,-71.0,-75.0
43461,8.0,20,-67.0,-58.0,,,-73.0,-72.0,-60.0,-65.0,-68.0,
43462,8.0,20,-63.0,-59.0,-48.0,-59.0,-76.0,-69.0,-64.0,-61.0,-73.0,-66.0
43463,8.0,20,-52.0,-38.0,-60.0,-75.0,,-69.0,-58.0,-69.0,-68.0,-79.0
43464,8.0,20,,-45.0,-45.0,-61.0,,-71.0,,-64.0,,-77.0
43465,8.0,20,-69.0,-57.0,-52.0,-66.0,,-77.0,-77.0,-66.0,,-76.0
43466,8.0,20,-55.0,-39.0,,-72.0,,-69.0,-63.0,-67.0,,-83.0
43467,8.0,20,-63.0,-48.0,,,,-69.0,-59.0,,,
43468,8.0,20,,-48.0,-43.0,-63.0,,-66.0,-61.0,-66.0,-69.0,-66.0
43469,8.0,20,-48.0,-39.0,-44.0,,-70.0,-76.0,,,-59.0,
43470,8.0,20,-66.0,-52.0,-44.0,-62.0,-72.0,-76.0,-65.0,-63.0,-58.0,-74.0
43471,8.0,20,-58.0,-39.0,-48.0,-69.0,,-61.0,-68.0,-66.0,,-75.0
43472,8.0,20,-61.0,-46.0,-48.0,-65.0,,-60.0,-57.0,-72.0,-65.0,-72.0
43473,8.0,20,-42.0,-38.0,-52.0,-69.0,-81.0,-56.0,-62.0,-67.0,-70.0,-76.0
43474,8.0,20,-60.0,-50.0,-49.0,-68.0,-77.0,-77.0,-71.0,-62.0,-66.0,-76.0
43475,8.0,20,-64.0,-53.0,-48.0,-64.0,-72.0,-78.0,-71.0,-64.0,-62.0,
43476,8.0,20,-67.0,-46.0,-45.0,-74.0,,-78.0,-71.0,-60.0,,-76.0
43477,8.0,20,-46.0,-41.0,,,,-57.0,,-69.0,-77.0,-79.0
43478,8.0,20,,-40.0,-61.0,-73.0,,,,-69.0,-72.0,-78.0
43479,8.0,20,-49.0,-46.0,-62.0,-74.0,,-73.0,-55.0,-76.0,-74.0,-84.0
43480,8.0,20,-57.0,-55.0,-50.0,-70.0,,-70.0,-59.0,-62.0,-64.0,-73.0
43481,8.0,20,-47.0,-44.0,-49.0,-73.0,,-52.0,-64.0,,-70.0,-77.0
43482,8.0,20,,-43.0,-49.0,,-81.0,-66.0,-60.0,-62.0,,-73.0
43483,8.0,20,-67.0,-40.0,,-76.0,,,-60.0,-75.0,-68.0,
43484,8.0,20,-52.0,-46.0,,,,-53.0,-71.0,-64.0,,-72.0
43485,8.0,20,-46.0,,-49.0,-76.0,-79.0,-60.0,-69.0,-64.0,-69.0,-76.0
43486,8.0,20,-49.0,-43.0,-62.0,-74.0,,-63.0,,-69.0,,-82.0
43487,8.0,20,,,-44.0,-66.0,,,,-57.0,,-78.0
43488,8.0,20,-59.0,-48.0,-45.0,-58.0,,-82.0,-58.0,-56.0,,-68.0
43489,8.0,20,-63.0,-59.0,-48.0,-66.0,-71.0,,-67.0,-71.0,,-76.0
43490,8.0,20,-59.0,-50.0,-44.0,-68.0,,-72.0,-74.0,-65.0,-69.0,-72.0
43491,8.0,20,-56.0,-53.0,-46.0,,,-74.0,-62.0,,,
43492,8.0,20,-66.0,-56.0,-53.0,-64.0,-78.0,-70.0,-70.0,-59.0,-65.0,-74.0
43493,8.0,20,-46.0,-42.0,-50.0,-71.0,,-52.0,-68.0,-66.0,-73.0,-81.0
43494,8.0,20,-59.0,-52.0,-50.0,-65.0,,-73.0,,-65.0,,-78.0
43495,8.0,20,-45.0,-46.0,-41.0,-58.0,-72.0,-73.0,-71.0,-54.0,-56.0,-81.0
43496,8.0,20,-63.0,,,-69.0,,-64.0,-63.0,-73.0,-67.0,-83.0
43497,8.0,20,-69.0,-44.0,-59.0,-79.0,,-53.0,-56.0,-64.0,-69.0,-76.0
43498,8.0,20,,-47.0,-46.0,-54.0,,,,-62.0,-69.0,-71.0
43499,8.0,20,-47.0,,-56.0,-71.0,,-53.0,-66.0,-64.0,-72.0,-73.0
43500,8.0,20,-50.0,-42.0,-55.0,-71.0,,,,,-78.0,-79.0
43501,8.0,20,,-38.0,,,-78.0,,,-61.0,,-76.0
43502,8.0,20,-62.0,-50.0,,-64.0,,-81.0,-66.0,,-62.0,-72.0
43503,8.0,20,,,-45.0,-64.0,-80.0,-71.0,-63.0,-66.0,-67.0,-71.0
43504,8.0,20,-62.0,-40.0,-52.0,-68.0,-81.0,-56.0,-60.0,-65.0,-70.0,-76.0
43505,8.0,20,,-45.0,-49.0,-74.0,,-60.0,-66.0,-66.0,-72.0,-82.0
43506,8.0,20,,-39.0,-52.0,-77.0,,-63.0,,-72.0,-76.0,
43507,8.0,20,-43.0,-55.0,-42.0,-61.0,-72.0,-73.0,-67.0,-56.0,-54.0,-83.0
43508,8.0,20,-57.0,-40.0,-44.0,-65.0,-80.0,-61.0,-66.0,-69.0,-71.0,-72.0
43509,8.0,20,-49.0,-46.0,-55.0,-69.0,,-55.0,-61.0,-64.0,,-74.0
43510,8.0,20,-56.0,-47.0,,-72.0,,-60.0,,-71.0,,
43511,8.0,20,-52.0,-44.0,-46.0,-62.0,,-72.0,,,-61.0,-76.0
43512,8.0,20,-49.0,-36.0,-60.0,-75.0,,-72.0,-60.0,-65.0,-69.0,-79.0
43513,8.0,20,,-48.0,-51.0,-62.0,,,-60.0,-66.0,,-67.0
43514,8.0,20,,-38.0,-45.0,-71.0,-78.0,-60.0,,-66.0,-70.0,-74.0
43515,8.0,20,-67.0,-58.0,-44.0,-66.0,,-79.0,,-65.0,,-68.0
43516,8.0,20,-52.0,-45.0,-49.0,-79.0,,-58.0,,-67.0,-73.0,-75.0
43517,8.0,20,,,,-69.0,,,,,-59.0,-76.0
43518,8.0,20,-48.0,-43.0,,-76.0,,-70.0,-62.0,-76.0,,-79.0
43519,8.0,20,,,-45.0,-59.0,-78.0,,,-59.0,,-79.0
43520,8.0,20,-50.0,,-50.0,-69.0,,-59.0,-59.0,-74.0,-66.0,-75.0
43521,8.0,20,-57.0,-48.0,-62.0,-73.0,,-68.0,-70.0,-74.0,-75.0,
43522,8.0,20,-53.0,-38.0,,,,,-67.0,-59.0,,-72.0
43523,8.0,20,-60.0,-56.0,-46.0,-71.0,,-75.0,-70.0,-64.0,-65.0,-76.0
43524,8.0,20,,,-49.0,-68.0,-80.0,-69.0,-59.0,-65.0,-71.0,-77.0
43525,8.0,20,-59.0,-42.0,,-66.0,,-58.0,-56.0,-73.0,-62.0,-75.0
43526,8.0,20,-61.0,-52.0,,,,-68.0,,,-66.0,-73.0
43527,8.0,20,-50.0,,,-71.0,-79.0,-61.0,-62.0,,-73.0,-75.0
43528,8.0,20,-55.0,-44.0,-45.0,-65.0,-74.0,-70.0,,-61.0,-67.0,
43529,8.0,20,-45.0,-39.0,-53.0,-74.0,,-58.0,,-70.0,-69.0,-79.0
43530,8.0,20,-55.0,-41.0,-56.0,,,-75.0,-57.0,,,-80.0
43531,8.0,20,-45.0,-48.0,-43.0,-58.0,-71.0,-73.0,-69.0,-58.0,-55.0,-77.0
43532,8.0,20,-58.0,,,,,-71.0,,,-66.0,-73.0
43533,8.0,20,-48.0,,-51.0,-67.0,,-57.0,-65.0,-68.0,-71.0,-79.0
43534,8.0,20,-56.0,-42.0,-54.0,-76.0,,-59.0,,-79.0,-70.0,-83.0
43535,8.0,20,-66.0,-48.0,-43.0,-64.0,-73.0,-71.0,-64.0,-60.0,-69.0,
43536,8.0,20,-59.0,-53.0,,-65.0,,-74.0,-64.0,-70.0,-63.0,-77.0
43537,8.0,20,,-44.0,-59.0,-79.0,,-62.0,,-72.0,-78.0,-77.0
43538,8.0,20,,-53.0,,-66.0,,,-56.0,,-71.0,-79.0
43539,8.0,20,,-41.0,-56.0,-69.0,-87.0,-53.0,-61.0,-66.0,-76.0,-79.0
43540,8.0,20,,-49.0,,-63.0,,,,-65.0,-60.0,-68.0
43541,8.0,20,-51.0,-45.0,-62.0,-73.0,,-63.0,-65.0,-80.0,,-82.0
43542,8.0,20,-47.0,-39.0,-43.0,-70.0,-72.0,,-67.0,-64.0,,-75.0
43543,8.0,20,-67.0,-61.0,-46.0,-66.0,,-72.0,-64.0,-67.0,-72.0,-75.0
43544,8.0,20,-54.0,-47.0,-43.0,-60.0,-80.0,-67.0,-61.0,-65.0,-77.0,-73.0
43545,8.0,20,-46.0,-42.0,-63.0,-83.0,,-64.0,-56.0,-70.0,-74.0,-79.0
43546,8.0,20,-53.0,-45.0,-48.0,-65.0,-73.0,-62.0,-67.0,-69.0,-61.0,-73.0
43547,8.0,20,-59.0,-50.0,,-67.0,-78.0,-72.0,-66.0,-69.0,,-82.0
43548,8.0,20,-62.0,-60.0,-46.0,-65.0,,-74.0,-71.0,-65.0,-65.0,-75.0
43549,8.0,20,-44.0,-36.0,-58.0,-68.0,-81.0,-57.0,,-62.0,-69.0,-81.0
43550,8.0,20,-54.0,-39.0,-55.0,,,-67.0,-69.0,-69.0,,-88.0
43551,8.0,20,,-45.0,,,,-68.0,-59.0,,,
43552,8.0,20,-63.0,-44.0,,,,-59.0,-60.0,-74.0,,
43553,8.0,20,-61.0,-53.0,-42.0,-62.0,-72.0,-75.0,,-67.0,-70.0,-73.0
43554,8.0,20,-54.0,-39.0,-56.0,-77.0,-89.0,-71.0,-62.0,-68.0,-77.0,-82.0
43555,8.0,20,-60.0,-46.0,-42.0,-61.0,,-72.0,-62.0,-63.0,-64.0,-66.0
43556,8.0,20,-43.0,-37.0,-55.0,,-78.0,-55.0,-66.0,-59.0,,
43557,8.0,20,-51.0,-38.0,,,,-68.0,-56.0,-66.0,,-75.0
43558,8.0,20,,-41.0,-51.0,-71.0,,-55.0,-65.0,-69.0,-73.0,-79.0
43559,8.0,20,-64.0,-56.0,,-67.0,-77.0,,-65.0,-65.0,-70.0,-72.0
43560,8.0,20,-49.0,-44.0,-53.0,-70.0,,-56.0,-57.0,-65.0,,
43561,8.0,20,,,,-64.0,,,-64.0,,-65.0,-69.0
43562,8.0,20,-53.0,-44.0,-56.0,-74.0,,-75.0,-61.0,,,
43563,8.0,20,-66.0,-62.0,-50.0,-60.0,,-70.0,-62.0,-54.0,-69.0,-80.0
43564,8.0,20,,-40.0,-55.0,,,,-61.0,,-70.0,
43565,8.0,20,,-41.0,,,-78.0,,,,,-82.0
43566,8.0,20,,,-49.0,-64.0,,-73.0,-69.0,-63.0,-67.0,-83.0
43567,8.0,20,-62.0,-46.0,-54.0,-71.0,-83.0,,,-69.0,-73.0,-80.0
43568,8.0,20,-68.0,-64.0,-45.0,-63.0,,-65.0,-65.0,-68.0,-74.0,-78.0
43569,8.0,20,-54.0,-43.0,-58.0,,,-69.0,-55.0,-70.0,-79.0,
43570,8.0,20,,,-54.0,-67.0,,-54.0,,-69.0,-71.0,-76.0
43571,8.0,20,-43.0,-49.0,,-66.0,,,,,,-77.0
43572,8.0,20,,-43.0,-55.0,-74.0,,,,,,-84.0
43573,8.0,20,-74.0,,,,,-78.0,-60.0,-63.0,,-68.0
43574,8.0,20,-46.0,-38.0,-49.0,-73.0,,-55.0,-59.0,-63.0,-71.0,
43575,8.0,20,-58.0,-40.0,-57.0,-81.0,,-58.0,-58.0,-68.0,-70.0,-80.0
43576,8.0,20,-50.0,-49.0,,,,,,,-74.0,-79.0
43577,8.0,20,,-41.0,-49.0,-68.0,,,-55.0,-72.0,-73.0,-81.0
43578,8.0,20,-42.0,-36.0,-50.0,-74.0,,-68.0,-59.0,,-70.0,-79.0
43579,8.0,20,-56.0,-45.0,-64.0,-67.0,,-70.0,-60.0,-71.0,-76.0,-78.0
43580,8.0,20,-58.0,-57.0,-52.0,-62.0,-75.0,-55.0,-67.0,,-72.0,-72.0
43581,8.0,20,-52.0,-41.0,-54.0,,,-57.0,-67.0,-65.0,,
43582,8.0,20,,-50.0,-49.0,,,,,-68.0,,-80.0
43583,8.0,20,-64.0,,-48.0,-70.0,,-65.0,-63.0,-65.0,-78.0,-85.0
43584,8.0,20,,-44.0,-61.0,-78.0,-85.0,-58.0,-62.0,-70.0,-78.0,-85.0
43585,8.0,20,-72.0,-46.0,,-74.0,,-55.0,,-69.0,-75.0,-81.0
43586,8.0,20,-58.0,-49.0,-54.0,-76.0,,-62.0,-62.0,-68.0,-79.0,-80.0
43587,8.0,20,,-43.0,-53.0,,,-62.0,,-71.0,-70.0,
43588,8.0,20,-52.0,-48.0,-41.0,-69.0,-71.0,-68.0,-66.0,-63.0,-71.0,-75.0
43589,8.0,20,-59.0,-44.0,-53.0,-79.0,,-59.0,-68.0,-72.0,-71.0,-81.0
43590,8.0,20,-64.0,,,,,-66.0,-58.0,-71.0,-76.0,-81.0
43591,8.0,20,-49.0,-40.0,-56.0,-63.0,,-59.0,-69.0,-65.0,,-77.0
43592,8.0,20,-55.0,-42.0,-52.0,-69.0,,-59.0,-58.0,-69.0,-74.0,-85.0
43593,8.0,20,-52.0,,-57.0,,,-54.0,,,-75.0,-84.0
43594,8.0,20,-48.0,-41.0,-56.0,,-80.0,,-65.0,,,
43595,8.0,20,-50.0,-41.0,-55.0,-72.0,-85.0,-57.0,-54.0,-67.0,-69.0,-78.0
43596,8.0,20,-46.0,-43.0,-52.0,-72.0,,-61.0,-55.0,-69.0,-72.0,-84.0
43597,8.0,20,-49.0,-37.0,,,,-58.0,-57.0,-68.0,,-87.0
43598,8.0,20,,-39.0,,-66.0,,-66.0,,,-75.0,-81.0
43599,8.0,20,-49.0,-48.0,-46.0,-64.0,-72.0,-61.0,-65.0,-62.0,-60.0,-79.0
43600,8.0,20,-57.0,-45.0,-65.0,-79.0,,-55.0,-56.0,-75.0,-73.0,-83.0
43601,8.0,20,-54.0,-52.0,-43.0,-65.0,-70.0,-76.0,-61.0,-69.0,,-76.0
43602,8.0,20,,,-41.0,-59.0,-78.0,,,-64.0,-65.0,-71.0
43603,8.0,20,-50.0,-39.0,-52.0,-68.0,,-65.0,-58.0,-68.0,-74.0,-82.0
43604,8.0,20,,-48.0,-47.0,-70.0,,,,-71.0,-69.0,-73.0
43605,8.0,20,-48.0,-41.0,,-65.0,,,,,-75.0,-74.0
43606,8.0,20,,-38.0,,,,,-53.0,,,
43607,8.0,20,-47.0,-51.0,-46.0,-67.0,-76.0,-72.0,-70.0,-59.0,-69.0,-72.0
43608,8.0,20,-54.0,-38.0,-53.0,-62.0,,-58.0,-59.0,-61.0,-69.0,-74.0
43609,8.0,20,-53.0,-42.0,-51.0,-69.0,-80.0,-61.0,-54.0,-71.0,-70.0,-76.0
43610,8.0,20,-67.0,-68.0,-45.0,-64.0,,-79.0,,-70.0,-68.0,-72.0
43611,8.0,20,-49.0,,-50.0,-68.0,,-67.0,-60.0,-66.0,-69.0,-77.0
43612,8.0,20,,-46.0,-61.0,-79.0,,,-64.0,-69.0,-70.0,-81.0
43613,8.0,20,,-44.0,-55.0,-61.0,,-53.0,-59.0,-61.0,-72.0,-72.0
43614,8.0,20,-48.0,-46.0,-47.0,,-73.0,-68.0,-68.0,-60.0,-69.0,-75.0
43615,8.0,20,-48.0,,-61.0,-70.0,,-60.0,-58.0,-65.0,-73.0,-82.0
43616,8.0,20,-50.0,-50.0,-42.0,-62.0,-72.0,-69.0,-71.0,-63.0,,-74.0
43617,8.0,20,,-47.0,,,,-59.0,-59.0,-70.0,,
43618,8.0,20,-52.0,-40.0,-59.0,-72.0,,-56.0,-58.0,-71.0,-71.0,-83.0
43619,8.0,20,-47.0,-42.0,-54.0,-73.0,,-56.0,-58.0,-68.0,-70.0,-76.0
43620,8.0,20,,,,-72.0,,-67.0,-55.0,-64.0,,-83.0
43621,8.0,20,-56.0,-38.0,-42.0,-64.0,-79.0,-60.0,-72.0,-63.0,-64.0,-73.0
43622,8.0,20,-42.0,-48.0,,,,-68.0,-65.0,-63.0,,
43623,8.0,20,,,-59.0,-67.0,,-59.0,-62.0,-67.0,-68.0,-89.0
43624,8.0,20,,-42.0,-57.0,-73.0,,-65.0,-64.0,-76.0,-72.0,-82.0
43625,8.0,20,-65.0,-51.0,-46.0,-69.0,,-70.0,-72.0,-63.0,-69.0,-71.0
43626,8.0,20,-72.0,-50.0,-43.0,-65.0,-79.0,-74.0,-74.0,-63.0,-61.0,-73.0
43627,8.0,20,-70.0,-48.0,-47.0,-66.0,-76.0,-76.0,-71.0,-62.0,-63.0,-71.0
43628,8.0,20,-64.0,-40.0,,,,-64.0,-65.0,,,-80.0
43629,8.0,20,-43.0,-41.0,-53.0,-64.0,,-66.0,-71.0,-67.0,-63.0,-83.0
43630,8.0,20,-57.0,-47.0,,,,-54.0,,-63.0,,
43631,8.0,20,,,,,,-78.0,,-69.0,-67.0,
43632,8.0,20,,-46.0,,-72.0,-80.0,,,-66.0,-73.0,-77.0
43633,8.0,20,-53.0,-38.0,-53.0,-77.0,,-55.0,-72.0,-66.0,,
43634,8.0,20,-43.0,-38.0,-53.0,-67.0,,-67.0,,-66.0,-65.0,
43635,8.0,20,-66.0,-49.0,-44.0,-60.0,,-76.0,,-65.0,-61.0,-68.0
43636,8.0,20,,-63.0,,-64.0,-79.0,-73.0,-64.0,,-63.0,-74.0
43637,8.0,20,,-40.0,,-70.0,-80.0,-57.0,,-67.0,,
43638,8.0,20,-55.0,-37.0,,-68.0,,-64.0,-54.0,-68.0,-76.0,-79.0
43639,8.0,20,-61.0,-41.0,,-68.0,,-62.0,-66.0,-73.0,-70.0,-78.0
43640,8.0,20,-49.0,-40.0,-47.0,-58.0,,-59.0,-53.0,-57.0,-68.0,-75.0
43641,8.0,20,-60.0,-40.0,,-69.0,,,-56.0,-63.0,,-76.0
43642,8.0,20,-50.0,-47.0,-53.0,-75.0,-79.0,,-64.0,-68.0,-73.0,-77.0
43643,8.0,20,-64.0,-47.0,,,-80.0,-73.0,-67.0,,,
43644,8.0,20,,-43.0,-59.0,-75.0,,,,-68.0,,-84.0
43645,8.0,20,,-44.0,-56.0,-71.0,-83.0,,-62.0,-70.0,-70.0,-83.0
43646,8.0,20,,-48.0,-41.0,-58.0,,-72.0,-63.0,-62.0,,-67.0
43647,8.0,20,-48.0,-37.0,-52.0,-74.0,,-56.0,-63.0,-60.0,,-73.0
